,Test Mean Absolute Error (Lower is better),Hardware,Algorithm
58,0.3798871010563839,GenuineIntel,SV
59,0.5858251994390871,Avg,NN
60,0.5858251994390871,AuthenticAMD,NN
61,0.5858251994390871,GenuineIntel,NN
62,0.26136677631829086,Avg,DT
63,0.19082585066679514,AuthenticAMD,DT
64,0.2773860303507022,GenuineIntel,DT
65,0.12380354011154138,Avg,RF
66,0.07151706966914313,AuthenticAMD,RF
67,0.19218720622000557,GenuineIntel,RF
68,0.16367084905517493,Avg,GB
69,0.11138830478628314,AuthenticAMD,GB
70,0.20069960712988016,GenuineIntel,GB
71,0.5102103559006096,Avg,LR
72,0.4062286743750786,AuthenticAMD,LR
73,0.6092014773560308,GenuineIntel,LR
74,0.47432163184083675,Avg,SV
75,0.38828112621440214,AuthenticAMD,SV
76,0.4898750676350967,GenuineIntel,SV
77,0.20488197880384773,Avg,NN
78,0.20488197880384773,AuthenticAMD,NN
79,0.20488197880384773,GenuineIntel,NN
80,0.19137825159092178,Avg,DT
81,0.11226439704202468,AuthenticAMD,DT
82,0.3238708873077138,GenuineIntel,DT
83,0.10725616226781931,Avg,RF
84,0.059745322863698394,AuthenticAMD,RF
85,0.1393129778340364,GenuineIntel,RF
86,0.11439271296695534,Avg,GB
87,0.06282195501323942,AuthenticAMD,GB
88,0.1541661861635356,GenuineIntel,GB
89,0.22806962252644625,Avg,LR
90,0.1731977191865981,AuthenticAMD,LR
91,0.28565060149897237,GenuineIntel,LR
92,0.28935967164466597,Avg,SV
93,0.15941045880291385,AuthenticAMD,SV
94,0.44351926620464033,GenuineIntel,SV
95,0.5725950840432944,Avg,NN
96,0.5725950840432944,AuthenticAMD,NN
97,0.5725950840432944,GenuineIntel,NN
98,0.2500521162075763,Avg,DT
99,0.11590967703045463,AuthenticAMD,DT
100,0.20555502650742458,GenuineIntel,DT
101,0.1988195281284169,Avg,RF
102,0.06450314420897695,AuthenticAMD,RF
103,0.22424177707157505,GenuineIntel,RF
104,0.17944441314634205,Avg,GB
105,0.08207846519945419,AuthenticAMD,GB
106,0.21250954340622225,GenuineIntel,GB
107,0.045162252060041416,Avg,LR
108,0.029752476289711935,AuthenticAMD,LR
109,0.0598983507180524,GenuineIntel,LR
110,0.06820801165925627,Avg,SV
111,0.06458287985387762,AuthenticAMD,SV
112,0.10726813953647299,GenuineIntel,SV
113,0.424741138250978,Avg,NN
114,0.424741138250978,AuthenticAMD,NN
115,0.424741138250978,GenuineIntel,NN
116,0.03775075194554896,Avg,DT
117,0.019928752912431583,AuthenticAMD,DT
118,0.04680409969719645,GenuineIntel,DT
119,0.03380144251124539,Avg,RF
120,0.015618611037640036,AuthenticAMD,RF
121,0.04986003160808275,GenuineIntel,RF
122,0.03296111214321201,Avg,GB
123,0.015229671360446742,AuthenticAMD,GB
124,0.0525243750898783,GenuineIntel,GB
125,0.4487864858377086,Avg,LR
126,0.24734013245581304,AuthenticAMD,LR
127,0.54469655639762,GenuineIntel,LR
128,0.34241657042621954,Avg,SV
129,0.1124692906236599,AuthenticAMD,SV
130,0.4235021247655132,GenuineIntel,SV
131,0.7005233110750853,Avg,NN
132,0.7005233110750853,AuthenticAMD,NN
133,0.7005233110750853,GenuineIntel,NN
134,0.2467733795734683,Avg,DT
135,0.09325064070213074,AuthenticAMD,DT
136,0.2470673610190754,GenuineIntel,DT
137,0.12839876606756218,Avg,RF
138,0.0640855538099228,AuthenticAMD,RF
139,0.1865805744773174,GenuineIntel,RF
140,0.22190575801220952,Avg,GB
141,0.0871338617640384,AuthenticAMD,GB
142,0.2561637586648302,GenuineIntel,GB
143,0.796038297493678,Avg,LR
144,0.5579774592306068,AuthenticAMD,LR
145,1.3202285427239226,GenuineIntel,LR
146,0.3350001987979285,Avg,SV
147,0.23175500117217812,AuthenticAMD,SV
148,0.5596631583605228,GenuineIntel,SV
149,0.45739069178682573,Avg,NN
150,0.45739069178682573,AuthenticAMD,NN
151,0.45739069178682573,GenuineIntel,NN
152,0.14542371812278027,Avg,DT
153,0.06618753640653105,AuthenticAMD,DT
154,0.3824454924657533,GenuineIntel,DT
155,0.10459519371947779,Avg,RF
156,0.0694631388197307,AuthenticAMD,RF
157,0.23660627800547904,GenuineIntel,RF
158,0.09643637032230026,Avg,GB
159,0.040284324239738226,AuthenticAMD,GB
160,0.21875529206519928,GenuineIntel,GB
161,0.6149768436727516,Avg,LR
162,0.6870363483350027,AuthenticAMD,LR
163,0.4636949447978149,GenuineIntel,LR
164,0.6623888771638533,Avg,SV
165,0.5510596951203159,AuthenticAMD,SV
166,0.7050493393164339,GenuineIntel,SV
167,0.6233522648047923,Avg,NN
168,0.6233522648047923,AuthenticAMD,NN
169,0.6233522648047923,GenuineIntel,NN
170,0.2666380941152783,Avg,DT
171,0.15890008054375548,AuthenticAMD,DT
172,0.301393921430395,GenuineIntel,DT
173,0.17000414942049225,Avg,RF
174,0.09595398816599804,AuthenticAMD,RF
175,0.20653254988737807,GenuineIntel,RF
176,0.20952601851180822,Avg,GB
177,0.10516674212421406,AuthenticAMD,GB
178,0.2601949118563705,GenuineIntel,GB
179,0.5559915442490402,Avg,LR
180,0.27829790928522635,AuthenticAMD,LR
181,0.589860091490202,GenuineIntel,LR
182,0.6911514752287294,Avg,SV
183,0.49368611000004176,AuthenticAMD,SV
184,0.8344181645316513,GenuineIntel,SV
185,0.390667912470225,Avg,NN
186,0.390667912470225,AuthenticAMD,NN
187,0.390667912470225,GenuineIntel,NN
188,0.5493386271449751,Avg,DT
189,0.30203773128472045,AuthenticAMD,DT
190,0.7510461804001376,GenuineIntel,DT
191,0.35853545906569023,Avg,RF
192,0.20224272898636303,AuthenticAMD,RF
193,0.5053629789541808,GenuineIntel,RF
194,0.39760731950867206,Avg,GB
195,0.2167683816067923,AuthenticAMD,GB
196,0.5418645975759446,GenuineIntel,GB
197,0.3555822294860139,Avg,LR
198,0.09434942083793071,AuthenticAMD,LR
199,0.5023925437268146,GenuineIntel,LR
200,0.21520051632819176,Avg,SV
201,0.13329279126432828,AuthenticAMD,SV
202,0.3149884079584666,GenuineIntel,SV
203,0.21959125019285874,Avg,NN
204,0.21959125019285874,AuthenticAMD,NN
205,0.21959125019285874,GenuineIntel,NN
206,0.08556466100540709,Avg,DT
207,0.01244576887351376,AuthenticAMD,DT
208,0.1572315467687238,GenuineIntel,DT
209,0.10240738901383992,Avg,RF
210,0.013279853734861489,AuthenticAMD,RF
211,0.14896483682628697,GenuineIntel,RF
212,0.06623766024552045,Avg,GB
213,0.010150868564418441,AuthenticAMD,GB
214,0.09279644439856333,GenuineIntel,GB
215,0.5032542891618569,Avg,LR
216,0.22857585794549834,AuthenticAMD,LR
217,1.00317937773398,GenuineIntel,LR
218,0.3875578915112593,Avg,SV
219,0.22350021496863348,AuthenticAMD,SV
220,0.6059477528794386,GenuineIntel,SV
221,0.1815114633816163,Avg,NN
222,0.1815114633816163,AuthenticAMD,NN
223,0.1815114633816163,GenuineIntel,NN
224,0.3249374403971036,Avg,DT
225,0.1306225869190985,AuthenticAMD,DT
226,0.549672057032808,GenuineIntel,DT
227,0.1860636185776665,Avg,RF
228,0.10119231196282132,AuthenticAMD,RF
229,0.2589327438876418,GenuineIntel,RF
230,0.2086117357620616,Avg,GB
231,0.12141265473161453,AuthenticAMD,GB
232,0.2983454696232654,GenuineIntel,GB
233,0.2530601132130367,Avg,LR
234,0.26461781369193815,AuthenticAMD,LR
235,0.24063140581407605,GenuineIntel,LR
236,0.3569602323856391,Avg,SV
237,0.568753172311554,AuthenticAMD,SV
238,0.18371256240987177,GenuineIntel,SV
239,0.14214356676230516,Avg,NN
240,0.14214356676230516,AuthenticAMD,NN
241,0.14214356676230516,GenuineIntel,NN
242,0.17361272832118863,Avg,DT
243,0.24891994826366554,AuthenticAMD,DT
244,0.11637624573735575,GenuineIntel,DT
245,0.11373802849949421,Avg,RF
246,0.16835419540280452,AuthenticAMD,RF
247,0.06126424364429647,GenuineIntel,RF
248,0.08021145592093468,Avg,GB
249,0.11973669068837775,AuthenticAMD,GB
250,0.05733714349641951,GenuineIntel,GB
251,0.19383401261051597,Avg,LR
252,0.12364803508792586,AuthenticAMD,LR
253,0.28346048326737294,GenuineIntel,LR
254,0.15846619349654117,Avg,SV
255,0.1154499259629981,AuthenticAMD,SV
256,0.2223528814688946,GenuineIntel,SV
257,0.2816374538148768,Avg,NN
258,0.2816374538148768,AuthenticAMD,NN
259,0.2816374538148768,GenuineIntel,NN
260,0.13165145055863395,Avg,DT
261,0.08886345491636789,AuthenticAMD,DT
262,0.20603987180924416,GenuineIntel,DT
263,0.10403675605121313,Avg,RF
264,0.06095836778813494,AuthenticAMD,RF
265,0.15790895775460473,GenuineIntel,RF
266,0.08380516103543886,Avg,GB
267,0.04932170015089936,AuthenticAMD,GB
268,0.13298994320592447,GenuineIntel,GB
269,0.5309552123375342,Avg,LR
270,0.5130443090224368,AuthenticAMD,LR
271,0.48602777203062303,GenuineIntel,LR
272,0.39700722331680044,Avg,SV
273,0.41628977737603845,AuthenticAMD,SV
274,0.3237782066900395,GenuineIntel,SV
275,0.44184349963274994,Avg,NN
276,0.44184349963274994,AuthenticAMD,NN
277,0.44184349963274994,GenuineIntel,NN
278,0.20455780440992344,Avg,DT
279,0.22541254510774367,AuthenticAMD,DT
280,0.11071147126973248,GenuineIntel,DT
281,0.1539297478184673,Avg,RF
282,0.15950336077440685,AuthenticAMD,RF
283,0.1017498265007366,GenuineIntel,RF
284,0.1539948625798452,Avg,GB
285,0.16244877609682534,AuthenticAMD,GB
286,0.10803836191814079,GenuineIntel,GB
287,0.14546950875272002,Avg,LR
288,0.15569748509195683,AuthenticAMD,LR
289,0.10527517661420518,GenuineIntel,LR
290,0.3712236530807276,Avg,SV
291,0.5289611486538548,AuthenticAMD,SV
292,0.14242895893595045,GenuineIntel,SV
293,0.5306566665138501,Avg,NN
294,0.5306566665138501,AuthenticAMD,NN
295,0.5306566665138501,GenuineIntel,NN
296,0.11318805903025356,Avg,DT
297,0.1805503456840149,AuthenticAMD,DT
298,0.07500975759246806,GenuineIntel,DT
299,0.08708494421600432,Avg,RF
300,0.12259736720765133,AuthenticAMD,RF
301,0.05522529989605211,GenuineIntel,RF
302,0.11057841291134254,Avg,GB
303,0.14987899244993141,AuthenticAMD,GB
304,0.0622815066214892,GenuineIntel,GB
305,0.4193746399431313,Avg,LR
306,0.2909691191697981,AuthenticAMD,LR
307,0.5881173363440896,GenuineIntel,LR
308,0.42737416310642695,Avg,SV
309,0.2743398849623545,AuthenticAMD,SV
310,0.6497415289699725,GenuineIntel,SV
311,0.4277953126815011,Avg,NN
312,0.4277953126815011,AuthenticAMD,NN
313,0.4277953126815011,GenuineIntel,NN
314,0.2925549705464898,Avg,DT
315,0.2589257280849996,AuthenticAMD,DT
316,0.2760319323428675,GenuineIntel,DT
317,0.3304510446382096,Avg,RF
318,0.18498027240667092,AuthenticAMD,RF
319,0.3732003562258167,GenuineIntel,RF
320,0.29728884815992757,Avg,GB
321,0.16332931811403778,AuthenticAMD,GB
322,0.37181332308123444,GenuineIntel,GB
323,1.1871368835204346,Avg,LR
324,0.5362304674165554,AuthenticAMD,LR
325,1.541079558066872,GenuineIntel,LR
326,0.34033631895886174,Avg,SV
327,0.28116935318494746,AuthenticAMD,SV
328,0.5652705191324677,GenuineIntel,SV
329,0.2746034232558424,Avg,NN
330,0.2746034232558424,AuthenticAMD,NN
331,0.2746034232558424,GenuineIntel,NN
332,0.18637436252967382,Avg,DT
333,0.06162378115900505,AuthenticAMD,DT
334,0.39228797274391014,GenuineIntel,DT
335,0.11891886744635301,Avg,RF
336,0.05224494227041514,AuthenticAMD,RF
337,0.2062502864820318,GenuineIntel,RF
338,0.1738665983423801,Avg,GB
339,0.05718268324399912,AuthenticAMD,GB
340,0.3513665246459421,GenuineIntel,GB
341,0.9665509070074163,Avg,LR
342,0.8409499551591707,AuthenticAMD,LR
343,1.015118279468623,GenuineIntel,LR
344,0.309615097111837,Avg,SV
345,0.15784828224586367,AuthenticAMD,SV
346,0.2410131656151278,GenuineIntel,SV
347,0.2295401448090904,Avg,NN
348,0.2295401448090904,AuthenticAMD,NN
349,0.2295401448090904,GenuineIntel,NN
350,0.44270255759236044,Avg,DT
351,0.6392155834502242,AuthenticAMD,DT
352,0.21909539949450396,GenuineIntel,DT
353,0.35095869746550806,Avg,RF
354,0.3622917949055583,AuthenticAMD,RF
355,0.19766831902776044,GenuineIntel,RF
356,0.38431844709604507,Avg,GB
357,0.41445455367833056,AuthenticAMD,GB
358,0.2984923863192085,GenuineIntel,GB
359,0.8933011757559446,Avg,LR
360,0.22531563332948984,AuthenticAMD,LR
361,0.3608076928239669,GenuineIntel,LR
362,0.17573681432148577,Avg,SV
363,0.14236799222739852,AuthenticAMD,SV
364,0.27084057967730685,GenuineIntel,SV
365,0.35626260093966255,Avg,NN
366,0.35626260093966255,AuthenticAMD,NN
367,0.35626260093966255,GenuineIntel,NN
368,0.08539428734986378,Avg,DT
369,0.03996129728399613,AuthenticAMD,DT
370,0.15752420469777262,GenuineIntel,DT
371,0.0930169832941825,Avg,RF
372,0.05094459929508238,AuthenticAMD,RF
373,0.1338555454209115,GenuineIntel,RF
374,0.07350199380669953,Avg,GB
375,0.03612822042808203,AuthenticAMD,GB
376,0.10199117208960352,GenuineIntel,GB
377,0.5717997258351228,Avg,LR
378,0.4539180377903088,AuthenticAMD,LR
379,0.7445658900315331,GenuineIntel,LR
380,0.4125879404616076,Avg,SV
381,0.23566880238956633,AuthenticAMD,SV
382,0.5860529524140684,GenuineIntel,SV
383,0.24835694911718678,Avg,NN
384,0.24835694911718678,AuthenticAMD,NN
385,0.24835694911718678,GenuineIntel,NN
386,0.33467844143829234,Avg,DT
387,0.1656078657589391,AuthenticAMD,DT
388,0.4968235972768173,GenuineIntel,DT
389,0.18365310102245397,Avg,RF
390,0.1360315913852947,AuthenticAMD,RF
391,0.2506700877169396,GenuineIntel,RF
392,0.2384213112588694,Avg,GB
393,0.11349842895855733,AuthenticAMD,GB
394,0.19234212353432628,GenuineIntel,GB
395,0.43405429893319075,Avg,LR
396,0.3838884673977633,AuthenticAMD,LR
397,0.35782927382550234,GenuineIntel,LR
398,0.432965545268636,Avg,SV
399,0.515471792246602,AuthenticAMD,SV
400,0.27896434400217135,GenuineIntel,SV
401,0.2454784217606858,Avg,NN
402,0.2454784217606858,AuthenticAMD,NN
403,0.2454784217606858,GenuineIntel,NN
404,0.22435724465078927,Avg,DT
405,0.2704111589480387,AuthenticAMD,DT
406,0.13710720506437118,GenuineIntel,DT
407,0.16305471336966887,Avg,RF
408,0.19258523003729705,AuthenticAMD,RF
409,0.10616490427096041,GenuineIntel,RF
410,0.1591319509699637,Avg,GB
411,0.18464341679172824,AuthenticAMD,GB
412,0.09005473364850308,GenuineIntel,GB
413,0.4540256955154157,Avg,LR
414,0.39330775594039585,AuthenticAMD,LR
415,0.5318030388881079,GenuineIntel,LR
416,0.4427966952417023,Avg,SV
417,0.28795379789864783,AuthenticAMD,SV
418,0.7249639522019793,GenuineIntel,SV
419,0.3140147914775017,Avg,NN
420,0.3140147914775017,AuthenticAMD,NN
421,0.3140147914775017,GenuineIntel,NN
422,0.2680870720012184,Avg,DT
423,0.13211378409805336,AuthenticAMD,DT
424,0.3636840124047537,GenuineIntel,DT
425,0.15451375041310522,Avg,RF
426,0.12140613507976916,AuthenticAMD,RF
427,0.22012927356544537,GenuineIntel,RF
428,0.1734007453126996,Avg,GB
429,0.09188512689056479,AuthenticAMD,GB
430,0.310352212854547,GenuineIntel,GB
431,0.340268137054456,Avg,LR
432,0.3014697567209159,AuthenticAMD,LR
433,0.3312535654187089,GenuineIntel,LR
434,0.5737623179884022,Avg,SV
435,0.5355279421127785,AuthenticAMD,SV
436,0.5641229831024195,GenuineIntel,SV
437,0.2542679930477303,Avg,NN
438,0.2542679930477303,AuthenticAMD,NN
439,0.2542679930477303,GenuineIntel,NN
440,0.38610705737648054,Avg,DT
441,0.2056463048540163,AuthenticAMD,DT
442,0.45432151870566784,GenuineIntel,DT
443,0.2616841015487259,Avg,RF
444,0.19419727239625958,AuthenticAMD,RF
445,0.33278058073458583,GenuineIntel,RF
446,0.2454968431843394,Avg,GB
447,0.16623072028654173,AuthenticAMD,GB
448,0.2812655498619303,GenuineIntel,GB
449,0.18634909230399152,Avg,LR
450,0.19818615171114212,AuthenticAMD,LR
451,0.13393174333527816,GenuineIntel,LR
452,0.29118993757774997,Avg,SV
453,0.4584463133291825,AuthenticAMD,SV
454,0.13023841434415478,GenuineIntel,SV
455,0.43064052808151004,Avg,NN
456,0.43064052808151004,AuthenticAMD,NN
457,0.43064052808151004,GenuineIntel,NN
458,0.16393873319031493,Avg,DT
459,0.20731228191639264,AuthenticAMD,DT
460,0.07873908947071008,GenuineIntel,DT
461,0.09281092690602569,Avg,RF
462,0.1346622677482095,AuthenticAMD,RF
463,0.06163243245985514,GenuineIntel,RF
464,0.09928581287469848,Avg,GB
465,0.11763590835665508,AuthenticAMD,GB
466,0.05361038556476084,GenuineIntel,GB
467,0.49527848678759645,Avg,LR
468,0.274707966919235,AuthenticAMD,LR
469,0.5574877421735784,GenuineIntel,LR
470,0.36647569816202163,Avg,SV
471,0.4160113751251972,AuthenticAMD,SV
472,0.31311990607046825,GenuineIntel,SV
473,0.6224564476917168,Avg,NN
474,0.6224564476917168,AuthenticAMD,NN
475,0.6224564476917168,GenuineIntel,NN
476,0.22039337044312002,Avg,DT
477,0.16164881398309722,AuthenticAMD,DT
478,0.27887169541573786,GenuineIntel,DT
479,0.1737866547523545,Avg,RF
480,0.10720505357287193,AuthenticAMD,RF
481,0.18623262953007774,GenuineIntel,RF
482,0.15575644125346502,Avg,GB
483,0.11335808833776141,AuthenticAMD,GB
484,0.1821283383997569,GenuineIntel,GB
485,0.23523754638415056,AuthenticAMD,LR
486,0.3865296850008574,Avg,SV
487,0.484212590692142,AuthenticAMD,SV
488,0.08606806794816632,GenuineIntel,SV
489,0.5497001925860199,Avg,NN
490,0.5497001925860199,AuthenticAMD,NN
491,0.5497001925860199,GenuineIntel,NN
492,0.2166989890601798,Avg,DT
493,0.25284106843024456,AuthenticAMD,DT
494,0.08415873068356235,GenuineIntel,DT
495,0.16284372825680965,Avg,RF
496,0.20880391002650017,AuthenticAMD,RF
497,0.06017713223136778,GenuineIntel,RF
498,0.15038023520029564,Avg,GB
499,0.13967117453545747,AuthenticAMD,GB
500,0.10182363357893819,GenuineIntel,GB
501,0.5067804893335695,Avg,LR
502,0.30958179110604933,AuthenticAMD,LR
503,0.8108873008827566,GenuineIntel,LR
504,0.4360790603929822,Avg,SV
505,0.3936119808278485,AuthenticAMD,SV
506,0.43312197830924504,GenuineIntel,SV
507,0.2887774968464417,Avg,NN
508,0.2887774968464417,AuthenticAMD,NN
509,0.2887774968464417,GenuineIntel,NN
510,0.32045019403356223,Avg,DT
511,0.2436602857858884,AuthenticAMD,DT
512,0.4932767118909873,GenuineIntel,DT
513,0.23581885477059705,Avg,RF
514,0.14252966431399294,AuthenticAMD,RF
515,0.3638876854656634,GenuineIntel,RF
516,0.296435276459006,Avg,GB
517,0.16658265715665893,AuthenticAMD,GB
518,0.48372798456754396,GenuineIntel,GB
519,1.0528857251412571,Avg,LR
520,0.46287590090036246,AuthenticAMD,LR
521,0.5999769526778248,GenuineIntel,LR
522,0.25010388253781235,Avg,SV
523,0.14690652049274666,AuthenticAMD,SV
524,0.26370427059403256,GenuineIntel,SV
525,0.1626982458772377,Avg,NN
526,0.1626982458772377,AuthenticAMD,NN
527,0.1626982458772377,GenuineIntel,NN
528,0.11173438086349227,Avg,DT
529,0.07767617680597702,AuthenticAMD,DT
530,0.11442382985583016,GenuineIntel,DT
531,0.13550666500212988,Avg,RF
532,0.10022353917628621,AuthenticAMD,RF
533,0.11876973493208523,GenuineIntel,RF
534,0.1745433187644357,Avg,GB
535,0.07155452852607203,AuthenticAMD,GB
536,0.13674353555307217,GenuineIntel,GB
537,0.6146981441166077,Avg,LR
538,0.11848106979363612,AuthenticAMD,LR
539,0.656817401064846,GenuineIntel,LR
540,0.3988162578536114,Avg,SV
541,0.2557160685134988,AuthenticAMD,SV
542,0.3801771111438741,GenuineIntel,SV
543,0.46363859657579126,Avg,NN
544,0.46363859657579126,AuthenticAMD,NN
545,0.46363859657579126,GenuineIntel,NN
546,0.389055403516515,Avg,DT
547,0.1526895829881398,AuthenticAMD,DT
548,0.6107583319525594,GenuineIntel,DT
549,0.29374660491636384,Avg,RF
550,0.16031689361252394,AuthenticAMD,RF
551,0.26297734046572346,GenuineIntel,RF
552,0.2770310553792989,Avg,GB
553,0.18708460702703256,AuthenticAMD,GB
554,0.3605309846112307,GenuineIntel,GB
555,0.3780219244950484,Avg,LR
556,0.5163089131260493,AuthenticAMD,LR
557,0.3191211818712669,GenuineIntel,LR
558,0.4602783158398618,Avg,SV
559,0.4053776422465143,AuthenticAMD,SV
560,0.40999427579843273,GenuineIntel,SV
561,0.2992207712624492,Avg,NN
562,0.2992207712624492,AuthenticAMD,NN
563,0.2992207712624492,GenuineIntel,NN
564,0.4264412286670263,Avg,DT
565,0.29042568314525474,AuthenticAMD,DT
566,0.4647603630050716,GenuineIntel,DT
567,0.2934527251890703,Avg,RF
568,0.25985013395193324,AuthenticAMD,RF
569,0.3116676688746004,GenuineIntel,RF
570,0.27597766132014473,Avg,GB
571,0.2701672386145023,AuthenticAMD,GB
572,0.3058678109078135,GenuineIntel,GB
573,0.39210977245927786,Avg,LR
574,0.41393446840201276,AuthenticAMD,LR
575,0.363665641727247,GenuineIntel,LR
576,0.36302244176622356,Avg,SV
577,0.30759153275554857,AuthenticAMD,SV
578,0.30878941212121663,GenuineIntel,SV
579,0.31897978813350486,Avg,NN
580,0.31897978813350486,AuthenticAMD,NN
581,0.31897978813350486,GenuineIntel,NN
582,0.2797629500125981,Avg,DT
583,0.12890512959910622,AuthenticAMD,DT
584,0.24584649469198794,GenuineIntel,DT
585,0.28553055102152997,Avg,RF
586,0.18524093556322888,AuthenticAMD,RF
587,0.23373145920231148,GenuineIntel,RF
588,0.2667635758589004,Avg,GB
589,0.14242439789738087,AuthenticAMD,GB
590,0.2954404837507822,GenuineIntel,GB
591,1.7101888359352886,Avg,LR
592,0.7045224851780841,AuthenticAMD,LR
593,0.8788082659626091,GenuineIntel,LR
594,0.6346361962446142,Avg,SV
595,0.5796199534300734,AuthenticAMD,SV
596,0.7053888588369782,GenuineIntel,SV
597,0.25743246265907155,Avg,NN
598,0.25743246265907155,AuthenticAMD,NN
599,0.25743246265907155,GenuineIntel,NN
600,0.3641726640758807,Avg,DT
601,0.3241377347823903,AuthenticAMD,DT
602,0.4074669425825389,GenuineIntel,DT
603,0.24104402704272287,Avg,RF
604,0.19460551003648813,AuthenticAMD,RF
605,0.29310442772125755,GenuineIntel,RF
606,0.31507433651696126,Avg,GB
607,0.24231063569719608,AuthenticAMD,GB
608,0.3619226415995794,GenuineIntel,GB
609,0.4526202630307344,Avg,LR
610,0.3952729609917326,AuthenticAMD,LR
611,0.4552044601224542,GenuineIntel,LR
612,0.7083157764804919,Avg,SV
613,0.6516217533805088,AuthenticAMD,SV
614,0.8534364642518073,GenuineIntel,SV
615,0.17632963411914895,Avg,NN
616,0.17632963411914895,AuthenticAMD,NN
617,0.17632963411914895,GenuineIntel,NN
618,0.39564174302819727,Avg,DT
619,0.4150138951258552,AuthenticAMD,DT
620,0.3603437954794685,GenuineIntel,DT
621,0.33517305763033184,Avg,RF
622,0.3041602917972501,AuthenticAMD,RF
623,0.2874649611844348,GenuineIntel,RF
624,0.27581898509099173,Avg,GB
625,0.22144533941709024,AuthenticAMD,GB
626,0.3250792291888909,GenuineIntel,GB
627,0.48375470344549326,Avg,LR
628,0.46255698304746284,AuthenticAMD,LR
629,0.4228390057555852,GenuineIntel,LR
630,0.6024412315239251,Avg,SV
631,0.631003900627794,AuthenticAMD,SV
632,0.5955017914463534,GenuineIntel,SV
633,0.124077503420334,Avg,NN
634,0.124077503420334,AuthenticAMD,NN
635,0.124077503420334,GenuineIntel,NN
636,0.38892812389579634,Avg,DT
637,0.35988725963744217,AuthenticAMD,DT
638,0.4365692338533123,GenuineIntel,DT
639,0.2844314298240378,Avg,RF
640,0.3087277076173503,AuthenticAMD,RF
641,0.23657404266183907,GenuineIntel,RF
642,0.2712049302410132,Avg,GB
643,0.25068977141256477,AuthenticAMD,GB
644,0.25403347684413996,GenuineIntel,GB
645,0.37584441517537326,Avg,LR
646,0.19941465912600215,AuthenticAMD,LR
647,0.507202988538993,GenuineIntel,LR
648,0.37802414768490655,Avg,SV
649,0.3472922438347811,AuthenticAMD,SV
650,0.42242797965513584,GenuineIntel,SV
651,0.38920357701670183,Avg,NN
652,0.38920357701670183,AuthenticAMD,NN
653,0.38920357701670183,GenuineIntel,NN
654,0.24159110837229658,Avg,DT
655,0.08016940337108455,AuthenticAMD,DT
656,0.28703790305019683,GenuineIntel,DT
657,0.16477344977395963,Avg,RF
658,0.04226551905044733,AuthenticAMD,RF
659,0.30200844749843714,GenuineIntel,RF
660,0.19713912109744763,Avg,GB
661,0.05907737600968514,AuthenticAMD,GB
662,0.2208113375008653,GenuineIntel,GB
663,0.6786236072739041,Avg,LR
664,0.6117643971527923,AuthenticAMD,LR
