Architektura:                    x86_64
Tryb(y) pracy CPU:               32-bit, 64-bit
Kolejność bajtów:                Little Endian
Address sizes:                   43 bits physical, 48 bits virtual
CPU:                             24
Lista aktywnych CPU:             0-23
Wątków na rdzeń:                 2
Rdzeni na gniazdo:               12
Gniazd:                          1
Węzłów NUMA:                     1
ID producenta:                   AuthenticAMD
Rodzina CPU:                     23
Model:                           1
Nazwa modelu:                    AMD Ryzen Threadripper 1920X 12-Core Processor
Wersja:                          1
Frequency boost:                 enabled
CPU MHz:                         2050.184
CPU max MHz:                     3500,0000
CPU min MHz:                     2200,0000
BogoMIPS:                        6986.03
Wirtualizacja:                   AMD-V
Cache L1d:                       384 KiB
Cache L1i:                       768 KiB
Cache L2:                        6 MiB
Cache L3:                        32 MiB
Procesory węzła NUMA 0:          0-23
Vulnerability Itlb multihit:     Not affected
Vulnerability L1tf:              Not affected
Vulnerability Mds:               Not affected
Vulnerability Meltdown:          Not affected
Vulnerability Spec store bypass: Mitigation; Speculative Store Bypass disabled via prctl and seccomp
Vulnerability Spectre v1:        Mitigation; usercopy/swapgs barriers and __user pointer sanitization
Vulnerability Spectre v2:        Mitigation; Full AMD retpoline, STIBP disabled, RSB filling
Vulnerability Srbds:             Not affected
Vulnerability Tsx async abort:   Not affected
Flagi:                           fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf pni pclmulqdq monitor ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand lahf_lm cmp_legacy svm extapic cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw skinit wdt tce topoext perfctr_core perfctr_nb bpext perfctr_llc mwaitx cpb hw_pstate sme ssbd sev vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 xsaves clzero irperf xsaveerptr arat npt lbrv svm_lock nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold avic v_vmsave_vmload vgif overflow_recov succor smca
