,Test Mean Absolute Error (Lower is better),Architecture,Algorithm
236,0.9980342108949969,westmere,LR
237,0.9951559496462415,westmere,LR
238,0.9779652819140211,westmere,LR
239,0.9831515559980125,westmere,LR
240,0.9588682239644589,westmere,LR
241,0.956813416202369,westmere,LR
242,0.9918288627302098,westmere,LR
243,0.9607875766344607,westmere,LR
244,0.9609691844090947,westmere,LR
245,0.9566952918186895,westmere,LR
246,0.9639991507075706,westmere,LR
247,0.9632453967316437,westmere,LR
248,0.9766951783530271,westmere,LR
249,0.9605120780009432,westmere,LR
250,0.9580791289655832,westmere,LR
251,0.9727854126477574,westmere,LR
252,0.9814654759745121,westmere,LR
253,0.9809804807126125,westmere,LR
254,0.9624925307986921,westmere,LR
255,0.9518069349280739,westmere,LR
256,0.9511089587119194,westmere,LR
257,0.9564286997622321,westmere,LR
258,0.9604439780954491,westmere,LR
259,0.9667660997076343,westmere,LR
260,0.9784284982656422,westmere,LR
261,0.9832208406368493,westmere,LR
262,0.9846501385837684,westmere,LR
263,0.9852782343297557,westmere,LR
264,0.9819744146863328,westmere,LR
265,0.9844259641502321,westmere,LR
266,0.9853175623985195,westmere,LR
267,0.9875160762970501,westmere,LR
268,0.9793141348114107,westmere,LR
269,0.9867752364862246,westmere,LR
270,0.9897703188708258,westmere,LR
271,0.980480608675609,westmere,LR
272,0.9797521014813801,westmere,LR
273,0.9936040682587838,westmere,LR
274,0.9824593646947573,westmere,LR
275,0.9853399345829007,westmere,LR
276,0.9700514304282639,westmere,LR
277,0.9875341458551322,westmere,LR
278,0.980620595923558,westmere,LR
279,0.9792321178691583,westmere,LR
280,0.9935193188131005,westmere,LR
281,0.9904156053851653,westmere,LR
282,0.9929922861814435,westmere,LR
283,1.007327466054924,westmere,LR
284,0.9948745494730263,westmere,LR
285,1.0034832285895579,westmere,LR
286,0.9801269207752733,westmere,LR
287,0.9905654438351144,westmere,LR
288,0.9826363855550739,westmere,LR
289,0.9910163250255001,westmere,LR
290,0.9915088226414733,westmere,LR
291,0.9887404501039317,westmere,LR
292,0.9920101805095718,westmere,LR
293,0.9836413552977937,westmere,LR
294,0.9901372971118341,westmere,LR
295,0.9987943343779274,westmere,LR
296,0.9830663128988935,westmere,LR
297,0.9933829284092456,westmere,LR
298,0.9935818857405891,westmere,LR
299,0.9824407279179654,westmere,LR
300,0.9874548616480348,westmere,LR
301,0.9935582571617406,westmere,LR
302,1.0030444721339216,westmere,LR
303,0.9847234682084538,westmere,LR
304,0.9886921503780697,westmere,LR
305,0.9830705807330857,westmere,LR
306,0.9792343857886381,westmere,LR
307,1.0133975953223282,westmere,LR
308,0.9825391317513212,westmere,LR
309,0.9874408492591781,westmere,LR
310,0.9864865824465873,westmere,LR
311,0.9853112424660061,westmere,LR
312,0.9966610197946185,westmere,LR
313,0.9942097690094012,westmere,LR
314,0.9919770512206962,westmere,LR
315,1.0007987264053169,westmere,LR
316,0.9860778352209312,westmere,LR
317,0.9883114057972404,westmere,LR
318,0.9912838234055796,westmere,LR
319,0.9901487307257758,westmere,LR
320,1.0029838264939492,westmere,LR
321,0.9836144150776158,westmere,LR
322,0.9976016650219566,westmere,LR
323,0.9774044489653572,westmere,LR
324,0.9802612224605098,westmere,LR
325,0.994740666111546,westmere,LR
326,0.9842634053458855,westmere,LR
327,0.9891965937941015,westmere,LR
328,0.9914563551580676,westmere,LR
329,0.9912967812734799,westmere,LR
330,0.9944556674108234,westmere,LR
331,0.9837617462911487,westmere,LR
332,0.9901360966251345,westmere,LR
333,0.9856194647494018,westmere,LR
334,1.0047125246482906,westmere,LR
335,1.0062749263174913,westmere,LR
336,0.9841069000738786,westmere,LR
337,0.9851493522824039,westmere,LR
338,0.9967410004592054,westmere,LR
339,0.9937821517319371,westmere,LR
340,0.9938795023690387,westmere,LR
341,0.9794584792993435,westmere,LR
342,0.98852721399676,westmere,LR
343,0.9840357947442809,westmere,LR
344,0.9868678850528543,westmere,LR
345,0.9929904029146019,westmere,LR
346,0.9881555480597977,westmere,LR
347,1.0078271667687673,westmere,LR
348,0.9957842343364219,westmere,LR
349,0.9885055563970743,westmere,LR
350,0.9815137823942578,westmere,LR
351,0.9931939608896829,westmere,LR
352,0.9903848963753389,westmere,LR
353,0.9880880228537284,westmere,LR
354,0.9950645886832701,westmere,LR
355,0.9862381464331907,westmere,LR
356,1.0046789204135356,westmere,LR
357,0.9911150751633545,westmere,LR
358,0.9922400637849411,westmere,LR
359,0.9907440165327293,westmere,LR
360,0.9905788891747566,westmere,LR
361,0.9898797786988357,westmere,LR
362,0.9853675262016257,westmere,LR
363,0.983696837174024,westmere,LR
364,0.998072364377297,westmere,LR
365,1.0007299410407808,westmere,LR
366,0.9876153775627664,westmere,LR
367,0.9974334147775546,westmere,LR
368,0.9995444676492993,westmere,LR
369,0.9940779665283253,westmere,LR
370,0.982214954616733,westmere,LR
371,0.9905273632934669,westmere,LR
372,0.9860260349267961,westmere,LR
373,0.9997939343581302,westmere,LR
374,0.9897701875213606,westmere,LR
375,0.9909229051486524,westmere,LR
376,0.9857204871693274,westmere,LR
377,0.993151603905186,westmere,LR
378,0.9867345950388733,westmere,LR
379,0.9810218091358406,westmere,LR
380,0.9887601900721984,westmere,LR
381,0.9955887311374816,westmere,LR
382,1.0010041136813457,westmere,LR
383,0.9880405913229131,westmere,LR
384,0.9804242160087719,westmere,LR
385,1.0011515457439897,westmere,LR
386,0.9877266936641709,westmere,LR
387,0.985145527918271,westmere,LR
388,0.9868171499838359,westmere,LR
389,0.9843546043319765,westmere,LR
390,0.9788258877992569,westmere,LR
391,0.9965355134482509,westmere,LR
392,0.9810632335468668,westmere,LR
393,0.9998867883403639,westmere,LR
394,0.9823677861658837,westmere,LR
395,0.9894640279313514,westmere,LR
396,0.9820337228618822,westmere,LR
397,0.9855249103527864,westmere,LR
398,0.9915965900586823,westmere,LR
399,0.9868310035419572,westmere,LR
400,0.9936411395003407,westmere,LR
401,0.9954713805609551,westmere,LR
402,0.9937515929781915,westmere,LR
403,0.9986512890879795,westmere,LR
404,0.9839981841289032,westmere,LR
405,0.9984134109615509,westmere,LR
406,0.9818910017880101,westmere,LR
407,0.9956251914519955,westmere,LR
408,0.9861430303775327,westmere,LR
409,0.9901916552307553,westmere,LR
410,0.9881107482912667,westmere,LR
411,0.9944563606262932,westmere,LR
412,0.9836543880310051,westmere,LR
413,0.9882186528004506,westmere,LR
414,0.9942249444680176,westmere,LR
415,0.9861088019016638,westmere,LR
416,0.9926683807063796,westmere,LR
417,0.9906441567548289,westmere,LR
418,0.9865688453006332,westmere,LR
419,0.9958925891947323,westmere,LR
420,0.9782656299408466,westmere,LR
421,0.9962994748946394,westmere,LR
422,0.9870705713950926,westmere,LR
423,0.9961696201060118,westmere,LR
424,0.9855646136949864,westmere,LR
425,0.9884855033461466,westmere,LR
426,0.9817132403076048,westmere,LR
427,0.9854787380010286,westmere,LR
428,0.9700743392095603,westmere,LR
429,0.9849882458417132,westmere,LR
430,0.9868155772235955,westmere,LR
431,0.9736729309066522,westmere,LR
432,0.9778053688165372,westmere,LR
433,0.9839431398296535,westmere,LR
434,0.9746128448240355,westmere,LR
435,0.9822152470306055,westmere,LR
436,0.9806940731704001,westmere,LR
437,0.9871819307112756,westmere,LR
438,1.0055199397851355,westmere,LR
439,1.0002174846722294,westmere,LR
440,0.9747115674042438,westmere,LR
441,0.9752007004716312,westmere,LR
442,0.9612889708470195,westmere,LR
443,0.9776918966179713,westmere,LR
444,0.9651776148246298,westmere,LR
445,0.9740604080795009,westmere,LR
446,0.9608934547901751,westmere,LR
447,0.9782149363667859,westmere,LR
448,0.9662775728652587,westmere,LR
449,0.9846445999433999,westmere,LR
450,0.9837767412564044,westmere,LR
451,0.9608244496176923,westmere,LR
452,0.9548766747913036,westmere,LR
453,0.9862481950498039,westmere,LR
454,0.9696856286353887,westmere,LR
455,0.990876447863472,westmere,LR
456,0.9549899904317255,westmere,LR
457,0.9718812936865413,westmere,LR
458,0.9883860694992807,westmere,LR
459,0.9709023881386868,westmere,LR
460,0.8956944284667049,westmere,LR
461,0.9163057763379624,westmere,LR
462,0.9333675430613018,westmere,LR
463,0.9103617780670177,westmere,LR
464,0.9425950916729344,westmere,LR
465,0.9471409893551429,westmere,LR
466,0.9166185652965732,westmere,LR
467,0.9520573975754759,westmere,LR
468,0.918850263970839,westmere,LR
469,0.9308028170698913,westmere,LR
470,0.9199475624108364,westmere,LR
471,0.904614419669487,westmere,LR
472,0.9225683158516687,westmere,LR
473,0.8835069256574017,westmere,LR
474,0.9289362361235807,westmere,LR
475,0.9291312736674812,westmere,LR
476,0.9228980863124105,westmere,LR
477,0.9072518679914838,westmere,LR
478,0.9378899347783297,westmere,LR
479,0.9400993131390412,westmere,LR
480,0.9239265025731269,westmere,LR
481,0.9321433394563013,westmere,LR
482,0.9440992049258446,westmere,LR
483,0.9302171853655932,westmere,LR
484,0.9035639765893209,westmere,LR
485,0.9192924407178041,westmere,LR
486,0.931247366782965,westmere,LR
487,0.9474713352170219,westmere,LR
488,0.9490902652332618,westmere,LR
489,0.9201818259937811,westmere,LR
490,0.9412132521046989,westmere,LR
491,0.9251849518855918,westmere,LR
492,0.9456753219631607,westmere,LR
493,0.9182772344830283,westmere,LR
494,0.9330706862589084,westmere,LR
495,0.9121213182918861,westmere,LR
496,0.9188301376227216,westmere,LR
497,0.9468249381334696,westmere,LR
498,0.9330735091446124,westmere,LR
499,0.9538816087382096,westmere,LR
500,0.917682753904812,westmere,LR
501,0.9296748068262444,westmere,LR
502,0.9351250075548826,westmere,LR
503,0.924460037185879,westmere,LR
504,0.9158896623859493,westmere,LR
505,0.9186306439907187,westmere,LR
506,0.9382793730310923,westmere,LR
507,0.9228795508913651,westmere,LR
508,0.9313053866426155,westmere,LR
509,0.9176339989969701,westmere,LR
510,0.9215732106805712,westmere,LR
511,0.9418949976707729,westmere,LR
512,0.9494569999737164,westmere,LR
513,0.9169458291542475,westmere,LR
514,0.9163348360856484,westmere,LR
515,0.9143604954622893,westmere,LR
516,0.9168811998895953,westmere,LR
517,0.9191476423730977,westmere,LR
518,0.917492633945754,westmere,LR
519,0.9253948963528293,westmere,LR
520,0.9035589242108147,westmere,LR
521,0.9223733434594144,westmere,LR
522,0.9499658858594522,westmere,LR
523,0.9578775091780611,westmere,LR
524,0.9525742306482291,westmere,LR
525,0.9322340444724787,westmere,LR
526,0.930215031136342,westmere,LR
527,0.9228567032895496,westmere,LR
528,0.932023115369168,westmere,LR
529,0.9296643490282549,westmere,LR
530,0.9313417888191754,westmere,LR
531,0.9226350765924316,westmere,LR
532,0.9152364753671663,westmere,LR
533,0.9581513290355569,westmere,LR
534,0.9465813086752446,westmere,LR
535,0.9368763339933549,westmere,LR
536,0.9270443628502067,westmere,LR
537,0.9530973950471059,westmere,LR
538,0.9362509064969176,westmere,LR
539,0.9193615125262982,westmere,LR
540,0.6523940340711671,haswell,LR
541,0.6635616067420774,haswell,LR
542,0.6552944025803432,haswell,LR
543,0.6587592084478457,haswell,LR
544,0.714915205269792,haswell,LR
545,0.6534674132373179,haswell,LR
546,0.6802047748629919,haswell,LR
547,0.6551475271319036,haswell,LR
548,0.6608772097750298,haswell,LR
549,0.6521488084347072,haswell,LR
550,0.7039655509531119,haswell,LR
551,0.6576480182146752,haswell,LR
552,0.6673109673252777,haswell,LR
553,0.6478975329138975,haswell,LR
554,0.6451631307680746,haswell,LR
555,0.6604614372265425,haswell,LR
556,0.6652486288172906,haswell,LR
557,0.6648604647083507,haswell,LR
558,0.6545471304863282,haswell,LR
559,0.6530553934473026,haswell,LR
560,0.7814799745173328,haswell,LR
561,0.7895810285695776,haswell,LR
562,0.7748673612450185,haswell,LR
563,0.7864822400132394,haswell,LR
564,0.7787221975717478,haswell,LR
565,0.7870792264494945,haswell,LR
566,0.791981558082354,haswell,LR
567,0.7937965048025756,haswell,LR
568,0.7777827324861561,haswell,LR
569,0.782522577571845,haswell,LR
570,0.7832698932224051,haswell,LR
571,0.8423080199594467,haswell,LR
572,0.7838997900711085,haswell,LR
573,0.789609631618074,haswell,LR
574,0.8397707807389522,haswell,LR
575,0.7741377830310471,haswell,LR
576,0.78361886414164,haswell,LR
577,0.7827698485509156,haswell,LR
578,0.7798728521626943,haswell,LR
579,0.788348029548023,haswell,LR
580,0.8000387524739556,haswell,LR
581,0.7955959334718142,haswell,LR
582,0.795727578894726,haswell,LR
583,0.8095020716516378,haswell,LR
584,0.8080423352474617,haswell,LR
585,0.8070214279630427,haswell,LR
586,0.8097021260110956,haswell,LR
587,0.7948579691669472,haswell,LR
588,0.7788107621513183,haswell,LR
589,0.8035062462231615,haswell,LR
590,0.8073601437005503,haswell,LR
591,0.7986776532672442,haswell,LR
592,0.8138684050354841,haswell,LR
593,0.7934133664051558,haswell,LR
594,0.8350571081347054,haswell,LR
595,0.7989198866326538,haswell,LR
596,0.7945179253264271,haswell,LR
597,0.7871460941918597,haswell,LR
598,0.7899403157567674,haswell,LR
599,0.7986684674441142,haswell,LR
600,0.7142848313705471,haswell,LR
601,0.750102879452989,haswell,LR
602,0.7285900268575582,haswell,LR
603,0.7495248470596706,haswell,LR
604,0.7132143602713988,haswell,LR
605,0.6912488252630581,haswell,LR
606,0.7081552081330069,haswell,LR
607,0.7359698521971999,haswell,LR
608,0.7105904730871273,haswell,LR
609,0.7453602316269363,haswell,LR
610,0.7353860744352768,haswell,LR
611,0.7272242909849577,haswell,LR
612,0.7345913559244412,haswell,LR
613,0.7189232804612424,haswell,LR
614,0.7004614471663347,haswell,LR
615,0.7325201151767888,haswell,LR
616,0.7194680819441789,haswell,LR
617,0.7247496616680232,haswell,LR
618,0.7003239158029222,haswell,LR
619,0.7102959332085218,haswell,LR
620,0.7525656243571346,haswell,LR
621,0.7422911630421343,haswell,LR
622,0.7272461022327715,haswell,LR
623,0.7633836221998779,haswell,LR
624,0.7470359015442947,haswell,LR
625,0.7456330247304024,haswell,LR
626,0.7634079540540989,haswell,LR
627,0.7476570779296854,haswell,LR
628,0.7779587046288222,haswell,LR
629,0.740526300236574,haswell,LR
630,0.7940964492292742,haswell,LR
631,0.7445811138296967,haswell,LR
632,0.794810225011232,haswell,LR
633,0.7553942213229456,haswell,LR
634,0.7407888789613585,haswell,LR
635,0.7791127186057349,haswell,LR
636,0.7293364887209052,haswell,LR
637,0.7214020410087442,haswell,LR
638,0.746577159133511,haswell,LR
639,0.7474023363752954,haswell,LR
640,0.7723449246772385,haswell,LR
641,0.7797171086957697,haswell,LR
642,0.7567075018298334,haswell,LR
643,0.7457326343465466,haswell,LR
644,0.7597690040622438,haswell,LR
645,0.7625918075725766,haswell,LR
646,0.7561395822811445,haswell,LR
647,0.752294623706395,haswell,LR
648,0.7497044034332189,haswell,LR
649,0.7669737929396385,haswell,LR
650,0.7585165292210791,haswell,LR
651,0.8372979834127324,haswell,LR
652,0.7661036956945085,haswell,LR
653,0.7675041890469183,haswell,LR
654,0.7686252154306562,haswell,LR
655,0.7316129860366295,haswell,LR
656,0.7760375199558311,haswell,LR
657,0.7712728276012741,haswell,LR
658,0.758874626070204,haswell,LR
659,0.766228228716972,haswell,LR
660,0.7476846003225619,haswell,LR
661,0.738872304844482,haswell,LR
662,0.7647244207050022,haswell,LR
663,0.7449031391082185,haswell,LR
664,0.7704073468353303,haswell,LR
665,0.7270749065123571,haswell,LR
666,0.7526468509000939,haswell,LR
667,0.7558546676476716,haswell,LR
668,0.7408804969800273,haswell,LR
669,0.7740090195758907,haswell,LR
670,0.7701811355617043,haswell,LR
671,0.7590643349648548,haswell,LR
672,0.7366059055066029,haswell,LR
673,0.7554047691370618,haswell,LR
674,0.7809037800205725,haswell,LR
675,0.7587968272288641,haswell,LR
676,0.7397715964280308,haswell,LR
677,0.7397993932770616,haswell,LR
678,0.7565169671330301,haswell,LR
679,0.7414058154375673,haswell,LR
680,0.7588726225958881,haswell,LR
681,0.77161449425057,haswell,LR
682,0.7800033287095357,haswell,LR
683,0.7650538115367028,haswell,LR
684,0.7547488819642232,haswell,LR
685,0.7685504524795809,haswell,LR
686,0.7884847086925004,haswell,LR
687,0.7642112063199246,haswell,LR
688,0.7667691044535891,haswell,LR
689,0.7820706565466897,haswell,LR
690,0.7503169732892417,haswell,LR
691,0.7840592084643945,haswell,LR
692,0.7727317648221201,haswell,LR
693,0.7695316311003199,haswell,LR
694,0.7718016571218208,haswell,LR
695,0.7612355474356718,haswell,LR
696,0.7698514446203863,haswell,LR
697,0.7501097357755474,haswell,LR
698,0.7908262042923004,haswell,LR
699,0.7505243977088994,haswell,LR
700,0.7437736299576854,haswell,LR
701,0.724415403986949,haswell,LR
702,0.7478165097589424,haswell,LR
703,0.7446158052682443,haswell,LR
704,0.7431903319539243,haswell,LR
705,0.7310847655792634,haswell,LR
706,0.7974435719303112,haswell,LR
707,0.7816323859562737,haswell,LR
708,0.7640454376870601,haswell,LR
709,0.7572817521590514,haswell,LR
710,0.7341515350140988,haswell,LR
711,0.7498788616972082,haswell,LR
712,0.7589394233547501,haswell,LR
713,0.7776332695481191,haswell,LR
714,0.7639770183941436,haswell,LR
715,0.7424722147481921,haswell,LR
716,0.7725132761450891,haswell,LR
717,0.7497864071682299,haswell,LR
718,0.7331727496834138,haswell,LR
719,0.7477613298379681,haswell,LR
720,0.7588211078798861,haswell,LR
721,0.7457322710833855,haswell,LR
722,0.7393091610769937,haswell,LR
723,0.7445723337098924,haswell,LR
724,0.7670956940405184,haswell,LR
725,0.7656818562456547,haswell,LR
726,0.7704592762336021,haswell,LR
727,0.757927064966851,haswell,LR
728,0.7423123024081054,haswell,LR
729,0.7946706692699008,haswell,LR
730,0.7743248499779816,haswell,LR
731,0.7462387495244561,haswell,LR
732,0.7492340045905499,haswell,LR
733,0.7726600759845303,haswell,LR
734,0.7475790645056185,haswell,LR
735,0.7437949547099184,haswell,LR
736,0.7558031730765511,haswell,LR
737,0.7477558700142004,haswell,LR
738,0.7519459118639207,haswell,LR
739,0.7732146091823586,haswell,LR
740,0.7148236491735177,haswell,LR
741,0.6876273887634401,haswell,LR
742,0.6916532868126627,haswell,LR
743,0.7213273900029779,haswell,LR
744,0.7134569432767293,haswell,LR
745,0.697619396674969,haswell,LR
746,0.7276600910015343,haswell,LR
747,0.6994618485255831,haswell,LR
748,0.7514532168929533,haswell,LR
749,0.7055736569736257,haswell,LR
750,0.7237416103158377,haswell,LR
751,0.7119061935223204,haswell,LR
752,0.6832301500591397,haswell,LR
753,0.7087208788238627,haswell,LR
754,0.6732199362432709,haswell,LR
755,0.6955532606605879,haswell,LR
756,0.7085111717506145,haswell,LR
757,0.6998470708042618,haswell,LR
758,0.742628974795864,haswell,LR
759,0.6921364601173988,haswell,LR
760,0.7271527222065306,haswell,LR
761,0.7370304965633963,haswell,LR
762,0.7321518046492771,haswell,LR
763,0.7394153040538555,haswell,LR
764,0.7129051201074413,haswell,LR
765,0.7499235928498458,haswell,LR
766,0.7274704473976465,haswell,LR
767,0.7284562187661195,haswell,LR
768,0.7296502955109873,haswell,LR
769,0.7365702871417094,haswell,LR
770,0.7236826432758313,haswell,LR
771,0.7356815132893686,haswell,LR
772,0.7265620617613358,haswell,LR
773,0.7455636527156156,haswell,LR
774,0.7367717783856949,haswell,LR
775,0.7245743803312574,haswell,LR
