id,architecture,cpuop-mode,byteorder,cpu,on-linecpulist,threadpercore,corepersocket,socket,numanode,vendorid,cpufamily,model,stepping,frequencyboost,cpumhz,cpumaxmhz,cpuminmhz,bogomips,virtualization,l1dcache,l1icache,l2cache,l3cache,numanode0cpu,vulnerabilityitlbmultihit,vulnerabilityl1tf,vulnerabilitymds,vulnerabilitymeltdown,vulnerabilityspecstorebypass,vulnerabilityspectrev1,vulnerabilityspectrev2,vulnerabilitysrbds,vulnerabilitytsxasyncabort,flags,numanode1cpu,addresssize,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
AMDRyzen75800U,x86_64,32-bit.64-bit,LittleEndian,16,0-15,2,8,1,1,AuthenticAMD,25,80,0,enabled,1900,1900,1600,3794.67,AMD-V,256,256,4000,16000,0-15,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,,48-48,,,
2xIntelXeonE5-24300,x86_64,32-bit.64-bit,,24,,2,6,,2,GenuineIntel,6,45,7,,2200.072,,,,VT-x,32,32,256,15360,,,,,,,,,,,,,,,,,,
2xAMDEPYC764248-Core,x86_64,32-bit.64-bit,LittleEndian,192,0-191,2,48,2,2,AuthenticAMD,23,49,0,,2189.361,2300,1500,4591.31,AMD-V,32,32,512,16384,0-47.96-143,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,48-95.144-191,,,,,,
ARMv7rev38-Core,armv7l,,,8,0-7,1,4,2,,ARM,,3,,,,2000,200,90,,,,,,,,,,,,,,,,,,,,,,,
2xAMDOpteron6174,x86_64,32-bit.64-bit,LittleEndian,24,0-23,1,12,2,1,AuthenticAMD,16,9,1,,2200.128,,,4400.46,AMD-V,64,64,512,5118,0-23,,,,,,,,,,,,,,,,,
IntelXeonX3440,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,GenuineIntel,6,30,5,,1467,2533,1200,5054.45,VT-x,32,32,256,8192,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfpnidtes64monitords_cplvmxsmxesttm2ssse3cx16xtprpdcmsse4_1sse4_2popcntlahf_lmtpr_shadowvnmiflexpriorityeptvpiddthermida,,,,,,,
AMDA10-7850KRadeonR712ComputeCores4C,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,,AuthenticAMD,21,48,1,,4092.479,,,8188.99,AMD-V,16,96,2048,,,,,,,,,,,,,,,,,,,
IntelCorei7-4710HQ,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,,GenuineIntel,6,60,3,,2501,2501,,5002,VT-x,,,,,,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3fmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveosxsaveavxf16crdrand,,,,,,,
AMDRyzenThreadripper2920X12-Core,x86_64,32-bit.64-bit,LittleEndian,24,0-23,2,12,1,1,AuthenticAMD,23,8,2,,2239.598,3500,2200,6986.09,AMD-V,32,64,512,8192,0-23,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidamd_dcmaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbhw_pstatesmessbdsevibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,,,,,,,
IntelXeonE5-26200,x86_64,32-bit.64-bit,,12,,2,6,,1,GenuineIntel,6,45,7,,1999.983,,,,VT-x,32,32,256,15360,,,,,,,,,,,,,,,,,,
2xIntelXeonGold6144,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,8,2,2,GenuineIntel,6,85,4,,1199.92,4200,1200,7000,VT-x,32,32,1024,25344,0.2.4.6.8.10.12.14.16.18.20.22.24.26.28.30,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbcat_l3cdp_l3intel_ppinintel_ptssbdmbaibrsibpbstibptpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnptshwphwp_act_windowhwp_epphwp_pkg_reqpkuospkespec_ctrlintel_stibpflush_l1d,1.3.5.7.9.11.13.15.17.19.21.23.25.27.29.31,,,,,,
IntelCeleron1007U,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,58,9,,1496.59,1500,800,2993.18,VT-x,32,32,256,2048,0.1,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperfpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3cx16xtprpdcmpcidsse4_1sse4_2x2apicpopcnttsc_deadline_timerxsavelahf_lmcpuid_faultepbtpr_shadowvnmiflexpriorityeptvpidfsgsbasesmepermsxsaveoptdthermaratplnpts,,,,,,,
IntelCorei9-7940X,x86_64,32-bit.64-bit,LittleEndian,28,0-27,2,14,1,1,GenuineIntel,6,85,4,,1200,3101,1200,6450,VT-x,32,32,1024,19712,0-27,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultepbcat_l3cdp_l3invpcid_singleptiretpolineintel_ptmbarsb_ctxswtpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnpts,,,,,,,
AmpereARMv8Neoverse-N1256-Core,aarch64,32-bit.64-bit,LittleEndian,256,0-255,1,128,2,2,ARM,,1,,disabled,,3000,1000,50,,16000,16000,256000,,0-127,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctl,Mitigation,__userpointersanitization,Notaffected,Notaffected,Notaffected,fpasimdevtstrmaespmullsha1sha2crc32atomicsfphpasimdhpcpuidasimdrdmlrcpcdcpopasimddpssbs,128-255,,,,
AArch64rev4,aarch64,,LittleEndian,4,0-3,1,1,4,,,,,,,,1344,480,,,,,,,,,,,,,,,,,,,,,,,,
2xAMDEPYC774264-Core,x86_64,32-bit.64-bit,LittleEndian,256,0-255,2,64,2,2,AuthenticAMD,23,49,0,enabled,2312.795,2250,1500,4491.29,AMD-V,4000,4000,64000,512000,0-63.128-191,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPconditional.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2x2apicmovbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,64-127.192-255,43-48,,,
IntelCorei7-7700K,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,GenuineIntel,6,158,9,,4499.926,4500,800,8400,VT-x,32,32,256,8192,0-7,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmmpxrdseedadxsmapclflushoptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_epp,,,,,,,
AMDEPYC7401P24-Core,x86_64,32-bit.64-bit,LittleEndian,48,0-47,2,24,1,4,AuthenticAMD,23,1,2,,1996.136,2000,1200,3992.27,AMD-V,32,64,512,8192,0-5.24-29,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidamd_dcmaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2mwaitxcpbhw_pstatevmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadoverflow_recovsuccorsmca,6-11.30-35,,,,,,
IntelPentiumE5400,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,23,10,,1200,,,5399.95,VT-x,32,32,2048,,0.1,,,,,,,,,,,,,,,,,
IntelCeleron847,i686,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,,GenuineIntel,6,42,7,,800,,,2194.9,VT-x,32,32,256,2048,,,,,,,,,,,,,,,,,,
AMDRyzen93950X16-Core,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,16,1,1,AuthenticAMD,23,113,0,enabled,2106.607,3500,2200,6986.61,AMD-V,512,512,8000,64000,0-31,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.STIBPconditional.RSBfilling,,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
AMDEPYC734316-Core,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,16,1,1,AuthenticAMD,25,1,1,enabled,3200,3940.625,1500,6388.15,AMD-V,512,512,8000,128000,0-31,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16pcidsse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3invpcid_singlehw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdamd_ppinaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,,48-48,,,
IntelCorei7-2600K,x86_64,32-bit.64-bit,,8,,2,4,,1,GenuineIntel,6,42,7,,1600,,,,VT-x,32,32,256,8192,,,,,,,,,,,,,,,,,,
IntelAtomE3845,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,GenuineIntel,6,55,9,,1915.9,,,3827.2,VT-x,24,32,1024,,0-3,,,,,,,,,,,,,,,,,
IntelXeonGold6138,x86_64,32-bit.64-bit,LittleEndian,80,0-19.40-59,2,20,1,2,GenuineIntel,6,85,4,,2000,3700,1000,4000,VT-x,32,32,1024,28160,0-19.40-59,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultepbcat_l3cdp_l3intel_ppinintel_ptmbatpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnptshwphwp_act_windowhwp_epphwp_pkg_reqpkuospke,,,,,,,
AMDG-T56N,i686,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,,AuthenticAMD,20,1,0,,1600,,,3200.31,AMD-V,32,32,512,,,,,,,,,,,,,,,,,,,
IntelXeonE5620,x86_64,32-bit.64-bit,LittleEndian,1,0,1,1,,1,GenuineIntel,6,44,2,,2399.83,,,4799.66,,32,32,4096,,0,,,,,,,,,,,,,,,,,
IntelCorei5-2520M,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,42,7,,800,,,4983.64,VT-x,32,32,256,3072,0-3,,,,,,,,,,,,,,,,,
IntelCeleronN3160,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,,GenuineIntel,6,76,4,,2332.985,,,3200,VT-x,,,,,,,,,,,,,,,,,,,,,,
AMDEPYC740224-Core,x86_64,32-bit.64-bit,LittleEndian,48,0-47,2,24,1,1,AuthenticAMD,23,49,0,enabled,1794.093,2800,1500,5589.71,AMD-V,768,768,12000,128000,0-47,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
4xIntelXeonX7460,x86_64,32-bit.64-bit,LittleEndian,24,0-23,1,6,4,1,GenuineIntel,6,29,1,,2666.655,,,5333.31,VT-x,32,32,3072,16384,0-23,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxlmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologyaperfmperfeagerfpupnidtes64monitords_cplvmxesttm2ssse3cx16xtprpdcmdcasse4_1lahf_lmtpr_shadowvnmiflexprioritydtherm,,,,,,,
IntelAtomC2550,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,GenuineIntel,6,77,8,,1200,2401,1200,4800.19,VT-x,24,32,1024,,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3cx16xtprpdcmsse4_1sse4_2movbepopcnttsc_deadline_timeraesrdrandlahf_lm3dnowprefetchepbtpr_shadowvnmiflexpriorityeptvpidtsc_adjustsmepermsdthermidaarat,,,,,,,
IntelCorei7-6770HQ,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,GenuineIntel,6,94,3,,2600,2601,800,5184,VT-x,32,32,256,6144,0-7,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmmpxrdseedadxsmapclflushoptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_epp,,,,,,,
IntelCore26400,i686,32-bit.64-bit,LittleEndian,2,0.1,1,2,,,GenuineIntel,6,15,2,,1596,,,4256,VT-x,32,32,2048,,,,,,,,,,,,,,,,,,,
IntelCeleronN3060,x86_64,,LittleEndian,2,0.1,,,1,,,6,76,,,927.883,,,3199.83,VT-x,24,32,1024,,0.1,,,,,,,,,,,,,,,,,
AMDAthlon64X24000,i686,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,,AuthenticAMD,15,107,1,,2100,,,4219.51,AMD-V,64,64,512,,,,,,,,,,,,,,,,,,,
2xIntelXeonE5630,x86_64,32-bit.64-bit,,16,,2,4,,2,GenuineIntel,6,44,2,,1600,,,,VT-x,32,32,256,12288,0-3.8-11,,,,,,,,,,,4-7.12-15,,,,,,
AMDEPYC766264-Core,x86_64,32-bit.64-bit,LittleEndian,128,0-127,2,64,1,1,AuthenticAMD,23,49,0,enabled,1497.019,2000,1500,3992.4,AMD-V,2000,2000,32000,256000,0-127,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
