Producer,Name,Range,Codename,core,clock,Socket,Process (nm),L3 Cache,TDP (W),rel_date,rel_year,Range
Intel,Core Duo T2250,Core,Yonah,2,1733,Socket 479,65,N/A,31,May 1st,2006,
Intel,Core Duo T2300,Core,Yonah,2,"1,66",Socket 479,65,N/A,31,Jan 5th,2006,
Intel,Core Duo T2400,Core,Yonah,2,1826,Socket 479,65,N/A,31,Jan 5th,2006,
Intel,Core Duo T2500,Core,Yonah,2,1992,Socket 479,65,N/A,31,Jan 5th,2006,
Intel,Core Duo T2600,Core,Yonah,2,2166,Socket 479,65,N/A,31,Jan 5th,2006,
Intel,Core Duo T2700,Core,Yonah,2,2333,Socket 479,65,N/A,31,Jun 28th,2006,
Intel,Core Duo ULV L2400,Core,Yonah,2,1066,Socket 479,65,N/A,9,Sep 3rd,2006,
Intel,Core Duo ULV L2500,Core,Yonah,2,"1,2",Socket 479,65,N/A,9,Jun 28th,2006,
Intel,Core Solo T1200,Core,Yonah,1,"1,5",Socket 479,65,N/A,27,Jan 5th,2006,
Intel,Core Solo T1300,Core,Yonah,1,"1,66",Socket 479,65,N/A,27,Jan 5th,2006,
Intel,Core Solo T1350,Core,Yonah,1,1866,Socket 479,65,N/A,27,Jan 5th,2006,
Intel,Core Solo T1400,Core,Yonah,1,1833,Socket 479,65,N/A,27,Jan 5th,2006,
Intel,Core Solo ULV U1300,Core,Yonah,1,1066,Socket 479,65,N/A,5,Apr 19th,2006,
Intel,Core Solo ULV U1400,Core,Yonah,1,"1,2",Socket 479,65,N/A,5,Apr 19th,2006,
Intel,Core Solo ULV U1500,Core,Yonah,1,1333,Socket 479,65,N/A,5,Apr 19th,2006,
Intel,Xeon 5030,Xeon,Dempsey,3,2667,Socket 771,65,N/A,95,May 23rd,2006,
Intel,Xeon 5040,Xeon,Dempsey,3,"2,83",Socket 771,65,N/A,95,May 23rd,2006,
Intel,Xeon 5050,Xeon,Dempsey,3,3,Socket 771,65,N/A,95,May 23rd,2006,
Intel,Xeon 5060,Xeon,Dempsey,3,"3,2",Socket 771,65,N/A,130,May 23rd,2006,
Intel,Xeon 5063,Xeon,Dempsey,3,"3,2",Socket 771,65,N/A,95,May 23rd,2006,
Intel,Xeon 5080,Xeon,Dempsey,3,"3,73",Socket 771,65,N/A,130,May 23rd,2006,
Intel,Xeon 5110,Xeon,Woodcrest,2,"1,6",Socket 771,65,N/A,65,Jun 26th,2006,
Intel,Xeon 5120,Xeon,Woodcrest,2,1866,Socket 771,65,N/A,65,Jun 26th,2006,
Intel,Xeon 5130,Xeon,Woodcrest,2,2,Socket 771,65,N/A,65,Jun 26th,2006,
Intel,Xeon 5140,Xeon,Woodcrest,2,2333,Socket 771,65,N/A,65,Jun 26th,2006,
Intel,Xeon 5148,Xeon,Woodcrest,2,2333,Socket 771,65,N/A,40,Jun 26th,2006,
Intel,Xeon 5150,Xeon,Woodcrest,2,2666,Socket 771,65,N/A,65,Jun 26th,2006,
Intel,Xeon 5160,Xeon,Woodcrest,2,3,Socket 771,65,N/A,80,Jun 26th,2006,
Intel,Xeon 7110M,Xeon,Tulsa,3,"2,6",Socket 771,65,4MB,95,Aug 27th,2006,
Intel,Xeon 7110N,Xeon,Tulsa,3,"2,5",Socket 771,65,4MB,95,Aug 27th,2006,
Intel,Xeon 7120M,Xeon,Tulsa,3,3,Socket 771,65,4MB,95,Aug 27th,2006,
Intel,Xeon 7120N,Xeon,Tulsa,3,3,Socket 771,65,4MB,95,Aug 27th,2006,
Intel,Xeon 7130M,Xeon,Tulsa,3,"3,2",Socket 771,65,8MB,150,Aug 27th,2006,
Intel,Xeon 7130N,Xeon,Tulsa,3,3166,Socket 771,65,8MB,150,Aug 27th,2006,
Intel,Xeon 7140M,Xeon,Tulsa,3,"3,4",Socket 771,65,16MB,150,Aug 27th,2006,
Intel,Xeon 7140N,Xeon,Tulsa,3,3333,Socket 771,65,16MB,150,Aug 27th,2006,
Intel,Celeron D 352,Celeron,Cedar Mill,1,"3,2",Socket 775,65,N/A,84,May 28th,2006,
Intel,Core 2 Duo E4300,Core,Allendale,2,"1,8",Socket 775,65,N/A,65,Jul 27th,2006,
Intel,Core 2 Duo E6300,Core,Conroe,2,1866,Socket 775,65,N/A,65,Jul 27th,2006,
Intel,Core 2 Duo E6400,Core,Conroe,2,2133,Socket 775,65,N/A,65,Jul 27th,2006,
Intel,Core 2 Duo E6600,Core,Conroe,2,"2,4",Socket 775,65,N/A,65,Jul 27th,2006,
Intel,Core 2 Duo E6700,Core,Conroe,2,2667,Socket 775,65,N/A,65,Jul 27th,2006,
Intel,Core 2 Extreme QX6700,Core,Kentsfield,4,2666,Socket 775,65,N/A,130,Nov 1st,2006,
Intel,Core 2 Extreme X6800,Core,Conroe,2,2933,Socket 775,65,N/A,75,Jul 27th,2006,
Intel,Pentium 4 HT 631,Pentium,Cedar Mill,"1,5",3,Socket 775,65,N/A,86,Jan 5th,2006,
Intel,Pentium 4 HT 641,Pentium,Cedar Mill,"1,5","3,2",Socket 775,65,N/A,86,Jan 5th,2006,
Intel,Pentium 4 HT 651,Pentium,Cedar Mill,"1,5","3,4",Socket 775,65,N/A,86,Jan 5th,2006,
Intel,Pentium 4 HT 661,Pentium,Cedar Mill,"1,5","3,6",Socket 775,65,N/A,86,Jan 5th,2006,
Intel,Pentium D 915,Pentium,Presler,2,"2,8",Socket 775,65,N/A,95,Jul 23rd,2006,
Intel,Pentium D 920,Pentium,Presler,2,"2,8",Socket 775,65,N/A,130,Jan 16th,2006,
Intel,Pentium D 925,Pentium,Presler,2,3,Socket 775,65,N/A,95,Oct 1st,2006,
Intel,Pentium D 930,Pentium,Presler,2,3,Socket 775,65,N/A,130,Jan 16th,2006,
Intel,Pentium D 940,Pentium,Presler,2,"3,2",Socket 775,65,N/A,130,Jan 16th,2006,
Intel,Pentium D 945,Pentium,Presler,2,"3,4",Socket 775,65,N/A,95,Jul 23rd,2006,
Intel,Pentium D 950,Pentium,Presler,2,"3,4",Socket 775,65,N/A,130,Jan 16th,2006,
Intel,Pentium D 955 EE,Pentium,Presler,3,"3,46",Socket 775,65,N/A,130,Jan 16th,2006,
Intel,Pentium D 960,Pentium,Presler,2,"3,6",Socket 775,65,N/A,130,May 2nd,2006,
Intel,Pentium D 965 EE,Pentium,Presler,3,"3,73",Socket 775,65,N/A,130,Mar 26th,2006,
Intel,Core 2 Duo T5500,Core,Merom,2,1667,Socket M,65,N/A,35,Jul 27th,2006,
Intel,Core 2 Duo T7600G,Core,Merom,2,2333,Socket M,65,N/A,35,Dec 27th,2006,
Intel,A100,A-Series,Stealey,1,"0,6",BGA 437,90,N/A,3,Jun 1st,2007,
Intel,A110,A-Series,Stealey,1,"0,8",BGA 437,90,N/A,3,Jun 1st,2007,
Intel,Celeron 220,Celeron,Conroe,1,"1,2",Socket 479,65,N/A,19,Oct 21st,2007,
Intel,Celeron 420,Celeron,Conroe,1,"1,6",Socket 775,65,N/A,35,Jun 3rd,2007,
Intel,Celeron 430,Celeron,Conroe,1,"1,8",Socket 775,65,N/A,35,Jun 3rd,2007,
Intel,Celeron 440,Celeron,Conroe,1,2,Socket 775,65,N/A,35,Jun 3rd,2007,
Intel,Core 2 Duo E4400,Core,Allendale,2,2,Socket 775,65,N/A,65,Jul 22nd,2007,
Intel,Core 2 Duo E4500,Core,Allendale,2,"2,2",Socket 775,65,N/A,65,Jul 22nd,2007,
Intel,Core 2 Duo E4600,Core,Allendale,2,"2,4",Socket 775,65,N/A,65,Oct 21st,2007,
Intel,Core 2 Duo E6320,Core,Conroe,2,"1,86",Socket 775,65,N/A,65,Apr 1st,2007,
Intel,Core 2 Duo E6420,Core,Conroe,2,2133,Socket 775,65,N/A,65,Apr 1st,2007,
Intel,Core 2 Duo E6550,Core,Conroe,2,2333,Socket 775,65,N/A,65,Jul 1st,2007,
Intel,Core 2 Duo E6750,Core,Conroe,2,2667,Socket 775,65,N/A,65,Jul 1st,2007,
Intel,Core 2 Duo E6850,Core,Conroe,2,3,Socket 775,65,N/A,75,Jul 1st,2007,
Intel,Core 2 Duo T7100,Core,Merom,2,"1,8",Socket P,65,N/A,35,May 27th,2007,
Intel,Core 2 Duo T7250,Core,Merom,2,2,Socket P,65,N/A,35,Sep 27th,2007,
Intel,Core 2 Duo T7500,Core,Merom,2,"2,2",Socket P,65,N/A,35,May 27th,2007,
Intel,Core 2 Duo T7700,Core,Merom,2,"2,4",Socket P,65,N/A,35,May 27th,2007,
Intel,Core 2 Duo T7800,Core,Merom,2,"2,6",Socket P,65,N/A,35,Sep 27th,2007,
Intel,Core 2 Duo U7500,Core,Merom,2,1073,Socket M,65,N/A,10,Apr 27th,2007,
Intel,Core 2 Duo U7600,Core,Merom,2,"1,2",Socket M,65,N/A,10,Apr 27th,2007,
Intel,Core 2 Duo U7600,Core,Merom,2,"1,2",Socket P,65,N/A,10,Apr 27th,2007,
Intel,Core 2 Duo U7700,Core,Merom,2,1333,Socket M,65,N/A,10,Dec 27th,2007,
Intel,Core 2 Extreme QX6800,Core,Kentsfield,4,2933,Socket 775,65,N/A,130,Apr 9th,2007,
Intel,Core 2 Extreme QX6850,Core,Kentsfield,4,3,Socket 775,65,N/A,130,Jul 15th,2007,
Intel,Core 2 Extreme QX9650,Core,Yorkfield,4,3,Socket 775,45,N/A,130,Nov 30th,2007,
Intel,Core 2 Extreme X7900,Core,Merom,2,"2,8",Socket P,65,N/A,44,Aug 1st,2007,
Intel,Core 2 Quad Q6600 (105W),Core,Kentsfield,4,"2,4",Socket 775,65,N/A,105,Jan 7th,2007,
Intel,Core 2 Quad Q6600 (95W),Core,Kentsfield,4,"2,4",Socket 775,65,N/A,95,Jul 23rd,2007,
Intel,Core 2 Quad Q6700,Core,Kentsfield,4,2666,Socket 775,65,N/A,95,Apr 20th,2007,
Intel,Core 2 Solo ULV U2100,Core,Merom,1,1067,BGA 956,65,N/A,5,Sep 1st,2007,
Intel,Core 2 Solo ULV U2200,Core,Merom,1,"1,2",BGA 956,65,N/A,5,Sep 1st,2007,
Intel,Pentium D 935,Pentium,Presler,2,"3,2",Socket 775,65,N/A,95,Jan 1st,2007,
Intel,Pentium Dual-Core E2140,Pentium,Allendale,2,"1,6",Socket 775,65,N/A,65,Jun 3rd,2007,
Intel,Pentium Dual-Core E2160,Pentium,Allendale,2,"1,8",Socket 775,65,N/A,65,Jun 3rd,2007,
Intel,Pentium Dual-Core E2180,Pentium,Allendale,2,2,Socket 775,65,N/A,65,Aug 26th,2007,
Intel,Pentium Dual-Core E2200,Pentium,Allendale,2,"2,2",Socket 775,65,N/A,65,Dec 2nd,2007,
Intel,Atom 230,Atom,Diamondville,"1,5","1,6",BGA 437,45,N/A,4,Jun 3rd,2008,
Intel,Atom 330,Atom,Diamondville,3,"1,6",BGA 437,45,N/A,8,Jun 3rd,2008,
Intel,Atom N270,Atom,Diamondville,"1,5","1,6",BGA 437,45,N/A,3,Jun 3rd,2008,
Intel,Atom N280,Atom,Diamondville,"1,5",1667,BGA 437,45,N/A,3,Jun 3rd,2008,
Intel,Atom Z500,Atom,Silverthorne,1,"0,8",BGA 441,45,N/A,1,Apr 2nd,2008,
Intel,Atom Z510,Atom,Silverthorne,1,"1,1",BGA 441,45,N/A,2,Apr 2nd,2008,
Intel,Atom Z520,Atom,Silverthorne,"1,5",1334,BGA 441,45,N/A,2,Apr 2nd,2008,
Intel,Atom Z530,Atom,Silverthorne,"1,5","1,6",BGA 441,45,N/A,2,Apr 2nd,2008,
Intel,Atom Z540,Atom,Silverthorne,"1,5",1867,BGA 441,45,N/A,2,Apr 2nd,2008,
Intel,Celeron 445,Celeron,Conroe,1,1866,Socket 771,65,N/A,65,May 1st,2008,
Intel,Celeron 450,Celeron,Conroe,1,"2,2",Socket 775,65,N/A,35,Aug 31st,2008,
Intel,Celeron E1200,Celeron,Allendale,2,"1,6",Socket 775,65,N/A,65,Jan 20th,2008,
Intel,Celeron E1400,Celeron,Allendale,2,2,Socket 775,65,N/A,65,Apr 20th,2008,
Intel,Celeron E1500,Celeron,Allendale,2,"2,2",Socket 775,65,N/A,65,Nov 30th,2008,
Intel,Core 2 Duo E4700,Core,Allendale,2,"2,6",Socket 775,65,N/A,65,Mar 2nd,2008,
Intel,Core 2 Duo E7200,Core,Wolfdale,2,2533,Socket 775,45,N/A,65,Apr 20th,2008,
Intel,Core 2 Duo E7300,Core,Wolfdale,2,2667,Socket 775,45,N/A,65,Aug 10th,2008,
Intel,Core 2 Duo E7400,Core,Wolfdale,2,"2,8",Socket 775,45,N/A,65,Oct 10th,2008,
Intel,Core 2 Duo E8190,Core,Wolfdale,2,2667,Socket 775,45,N/A,65,Jan 1st,2008,
Intel,Core 2 Duo E8200,Core,Wolfdale,2,2667,Socket 775,45,N/A,65,Jan 1st,2008,
Intel,Core 2 Duo E8300,Core,Wolfdale,2,2833,Socket 775,45,N/A,65,Apr 1st,2008,
Intel,Core 2 Duo E8400,Core,Wolfdale,2,3,Socket 775,45,N/A,65,Jan 1st,2008,
Intel,Core 2 Duo E8500,Core,Wolfdale,2,3166,Socket 775,45,N/A,65,Jan 1st,2008,
Intel,Core 2 Duo E8600,Core,Wolfdale,2,3333,Socket 775,45,N/A,65,Aug 8th,2008,
Intel,Core 2 Duo U7500,Core,Merom,2,1073,Socket P,65,N/A,10,Feb 27th,2008,
Intel,Core 2 Duo U7700,Core,Merom,2,1333,Socket P,65,N/A,10,Feb 27th,2008,
Intel,Core 2 Extreme QX9300,Core,Penryn,4,2534,Socket P,45,N/A,45,Aug 1st,2008,
Intel,Core 2 Extreme QX9770,Core,Yorkfield,4,"3,2",Socket 775,45,N/A,136,Mar 24th,2008,
Intel,Core 2 Extreme QX9775,Core,Yorkfield,4,"3,2",Socket 771,45,N/A,150,Mar 24th,2008,
Intel,Core 2 Extreme X9100,Core,Penryn,2,3067,Socket P,45,N/A,44,Jul 1st,2008,
Intel,Core 2 Quad Q8200,Core,Yorkfield,4,2333,Socket 775,45,N/A,95,Aug 31st,2008,
Intel,Core 2 Quad Q8300,Core,Yorkfield,4,"2,5",Socket 775,45,N/A,95,Nov 30th,2008,
Intel,Core 2 Quad Q9100,Core,Penryn,4,2267,Socket P,45,N/A,45,Aug 1st,2008,
Intel,Core 2 Quad Q9300,Core,Yorkfield,4,"2,5",Socket 775,45,N/A,95,Mar 10th,2008,
Intel,Core 2 Quad Q9400,Core,Yorkfield,4,2666,Socket 775,45,N/A,95,Aug 10th,2008,
Intel,Core 2 Quad Q9450,Core,Yorkfield,4,2666,Socket 775,45,N/A,95,Mar 25th,2008,
Intel,Core 2 Quad Q9550,Core,Yorkfield,4,2833,Socket 775,45,N/A,95,Mar 25th,2008,
Intel,Core 2 Quad Q9650,Core,Yorkfield,4,3,Socket 775,45,N/A,95,Aug 10th,2008,
Intel,Core 2 Solo ULV SU3300,Core,Penryn-L,1,"1,2",BGA 956,45,N/A,5,May 1st,2008,
Intel,Core i7-920,Core,Bloomfield,6,"2,7995",Socket 1366,45,8MB,130,Nov 17th,2008,
Intel,Core i7-940,Core,Bloomfield,6,"3,0665",Socket 1366,45,8MB,130,Nov 17th,2008,
Intel,Core i7-965,Core,Bloomfield,6,3333,Socket 1366,45,8MB,130,Nov 17th,2008,
Intel,Pentium Dual-Core E2220,Pentium,Allendale,2,"2,4",Socket 775,65,N/A,65,Mar 2nd,2008,
Intel,Pentium E5200,Pentium,Wolfdale,2,"2,5",Socket 775,45,N/A,65,Aug 31st,2008,
Intel,Pentium E5300,Pentium,Wolfdale,2,"2,6",Socket 775,45,N/A,65,Nov 30th,2008,
Intel,Celeron E1600,Celeron,Allendale,2,"2,4",Socket 775,65,N/A,65,May 31st,2009,
Intel,Celeron E3200,Celeron,Wolfdale,2,"2,4",Socket 775,45,N/A,65,Aug 30th,2009,
Intel,Celeron E3300,Celeron,Wolfdale,2,"2,5",Socket 775,45,N/A,65,Aug 30th,2009,
Intel,Core 2 Duo E7500,Core,Wolfdale,2,2933,Socket 775,45,N/A,65,Jan 10th,2009,
Intel,Core 2 Duo E7600,Core,Wolfdale,2,3067,Socket 775,45,N/A,65,May 10th,2009,
Intel,Core 2 Quad Q7600,Core,Yorkfield,4,"2,7",Socket 775,45,N/A,95,Aug 31st,2009,
Intel,Core 2 Quad Q8200S,Core,Yorkfield,4,2333,Socket 775,45,N/A,65,Jan 18th,2009,
Intel,Core 2 Quad Q8400,Core,Yorkfield,4,2666,Socket 775,45,N/A,95,Apr 19th,2009,
Intel,Core 2 Quad Q8400S,Core,Yorkfield,4,2666,Socket 775,45,N/A,65,Apr 19th,2009,
Intel,Core 2 Quad Q9400S,Core,Yorkfield,4,2666,Socket 775,45,N/A,65,Jan 18th,2009,
Intel,Core 2 Quad Q9550S,Core,Yorkfield,4,2833,Socket 775,45,N/A,65,Jan 27th,2009,
Intel,Core i5-750,Core,Lynnfield,4,2933,Socket 1156,45,8MB,95,Sep 8th,2009,
Intel,Core i7-860,Core,Lynnfield,6,3133,Socket 1156,45,8MB,95,Sep 8th,2009,
Intel,Core i7-870,Core,Lynnfield,6,"3,2665",Socket 1156,45,8MB,95,Sep 8th,2009,
Intel,Core i7-950,Core,Bloomfield,6,"3,1995",Socket 1366,45,8MB,130,Jun 2nd,2009,
Intel,Core i7-960,Core,Bloomfield,6,3333,Socket 1366,45,8MB,130,Oct 20th,2009,
Intel,Core i7-975,Core,Bloomfield,6,"3,4665",Socket 1366,45,8MB,130,Jun 2nd,2009,
Intel,Pentium Dual-Core E2210,Pentium,Wolfdale,2,"2,2",Socket 775,45,N/A,65,Jun 1st,2009,
Intel,Pentium E5400,Pentium,Wolfdale,2,"2,7",Socket 775,45,N/A,65,Jan 18th,2009,
Intel,Pentium E6300,Pentium,Wolfdale,2,"2,8",Socket 775,45,N/A,65,May 9th,2009,
Intel,Pentium E6500,Pentium,Wolfdale,2,2933,Socket 775,45,N/A,65,Aug 9th,2009,
Intel,Pentium E6500K,Pentium,Wolfdale,2,2933,Socket 775,45,N/A,65,Aug 9th,2009,
Intel,Xeon E5502,Xeon,Gainestown,2,1866,Socket 1366,45,4MB,80,Mar 30th,2009,
Intel,Xeon E5504,Xeon,Gainestown,4,2,Socket 1366,45,4MB,80,Mar 30th,2009,
Intel,Xeon E5506,Xeon,Gainestown,4,2133,Socket 1366,45,4MB,80,Mar 30th,2009,
Intel,Xeon E5520,Xeon,Gainestown,6,"2,3995",Socket 1366,45,8MB,80,Mar 30th,2009,
Intel,Xeon E5530,Xeon,Gainestown,6,2533,Socket 1366,45,8MB,80,Mar 30th,2009,
Intel,Xeon E5540,Xeon,Gainestown,6,"2,6665",Socket 1366,45,8MB,80,Mar 30th,2009,
Intel,Xeon L5506,Xeon,Gainestown,4,2133,Socket 1366,45,4MB,60,Mar 30th,2009,
Intel,Xeon L5508,Xeon,Gainestown,3,"2,2",Socket 1366,45,8MB,38,Mar 30th,2009,
Intel,Xeon L5518,Xeon,Gainestown,6,"2,2665",Socket 1366,45,8MB,60,Mar 30th,2009,
Intel,Xeon L5520,Xeon,Gainestown,6,"2,3995",Socket 1366,45,8MB,60,Mar 30th,2009,
Intel,Xeon L5530,Xeon,Gainestown,6,2533,Socket 1366,45,8MB,60,Aug 9th,2009,
Intel,Xeon W3503,Xeon,Bloomfield,2,"2,4",Socket 1366,45,4MB,130,Mar 30th,2009,
Intel,Xeon W3505,Xeon,Bloomfield,2,2533,Socket 1366,45,4MB,130,Mar 30th,2009,
Intel,Xeon W3520,Xeon,Bloomfield,6,"2,7995",Socket 1366,45,8MB,130,Mar 30th,2009,
Intel,Xeon W3540,Xeon,Bloomfield,6,"3,0665",Socket 1366,45,8MB,130,Mar 30th,2009,
Intel,Xeon W3550,Xeon,Bloomfield,6,"3,1995",Socket 1366,45,8MB,130,Aug 9th,2009,
Intel,Xeon W3565,Xeon,Bloomfield,6,3333,Socket 1366,45,8MB,130,Nov 1st,2009,
Intel,Xeon W3570,Xeon,Bloomfield,6,3333,Socket 1366,45,8MB,130,Mar 30th,2009,
Intel,Xeon W3580,Xeon,Bloomfield,6,"3,4665",Socket 1366,45,8MB,130,Aug 9th,2009,
Intel,Xeon W5580,Xeon,Gainestown,6,3333,Socket 1366,45,8MB,130,Mar 30th,2009,
Intel,Xeon W5590,Xeon,Gainestown,6,"3,4665",Socket 1366,45,8MB,130,Aug 9th,2009,
Intel,Xeon X5550,Xeon,Gainestown,6,2866,Socket 1366,45,8MB,95,Mar 30th,2009,
Intel,Xeon X5560,Xeon,Gainestown,6,3,Socket 1366,45,8MB,95,Mar 30th,2009,
Intel,Xeon X5570,Xeon,Gainestown,6,3133,Socket 1366,45,8MB,95,Mar 30th,2009,
Intel,Atom CE4100,Atom,Sodaville,1,"1,2",BGA 951,45,N/A,7,Sep 24th,2009,
Intel,Atom CE4130,Atom,Sodaville,1,"1,2",BGA 951,45,N/A,7,Sep 24th,2009,
Intel,Atom CE4150,Atom,Sodaville,1,"1,2",BGA 951,45,N/A,7,Sep 24th,2009,
Intel,Atom D510,Atom,Pineview,3,1667,BGA 437,45,N/A,13,Dec 21st,2009,
Intel,Atom N450,Atom,Pineview,"1,5",1667,BGA 559,45,N/A,6,Dec 21st,2009,
Intel,Atom Z510P,Atom,Silverthorne,"1,5","1,1",BGA 437,45,N/A,2,Mar 2nd,2009,
Intel,Atom Z510PT,Atom,Silverthorne,"1,5","1,1",BGA 437,45,N/A,2,Mar 2nd,2009,
Intel,Atom Z515,Atom,Silverthorne,1,"1,2",BGA 441,45,N/A,1,Apr 8th,2009,
Intel,Atom Z520PT,Atom,Silverthorne,"1,5",1334,BGA 437,45,N/A,2,Mar 2nd,2009,
Intel,Atom Z530P,Atom,Silverthorne,"1,5","1,6",BGA 437,45,N/A,2,Mar 2nd,2009,
Intel,Atom Z550,Atom,Silverthorne,"1,5",2,BGA 441,45,N/A,2,Apr 8th,2009,
Intel,Core 2 Solo ULV SU3500,Core,Penryn,1,"1,4",BGA 956,45,N/A,5,Mar 29th,2009,
Intel,Pentium Dual-Core T4200,Pentium,Penryn,2,2,Socket P,45,N/A,35,Jan 1st,2009,
Intel,Pentium Dual-Core T4300,Pentium,Penryn,2,"2,1",Socket P,45,N/A,35,Apr 1st,2009,
Intel,Pentium Dual-Core T4400,Pentium,Penryn,2,"2,2",Socket P,45,N/A,35,Dec 1st,2009,
Intel,Pentium SU2700,Pentium,Penryn,1,"1,3",BGA 956,45,N/A,10,Jun 2nd,2009,
Intel,Pentium SU4100,Pentium,Penryn,2,"1,3",BGA 956,45,N/A,10,Sep 1st,2009,
Intel,Celeron G1101,Celeron,Clarkdale,2,2266,Socket 1156,32,2MB,73,Jan 7th,2010,
Intel,Core i3-350M,Core,Arrandale,3,2267,Socket G1,32,3MB,35,Jan 7th,2010,
Intel,Core i3-370M,Core,Arrandale,3,"2,4",Socket G1,32,3MB,35,Jun 20th,2010,
Intel,Core i3-380M,Core,Arrandale,3,2534,Socket G1,32,3MB,35,Oct 26th,2010,
Intel,Core i3-530,Core,Clarkdale,3,2933,Socket 1156,32,4MB,73,Jan 7th,2010,
Intel,Core i3-540,Core,Clarkdale,3,3066,Socket 1156,32,4MB,73,Jan 7th,2010,
Intel,Core i3-550,Core,Clarkdale,3,"3,2",Socket 1156,32,4MB,73,May 30th,2010,
Intel,Core i3-560,Core,Clarkdale,3,3333,Socket 1156,32,4MB,73,Aug 29th,2010,
Intel,Core i5-430M,Core,Arrandale,3,"2,4005",Socket G1,32,3MB,35,Jan 7th,2010,
Intel,Core i5-450M,Core,Arrandale,3,2533,Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Core i5-460M,Core,Arrandale,3,2667,Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Core i5-540M,Core,Arrandale,3,2803,Socket G1,32,3MB,35,Jan 7th,2010,
Intel,Core i5-560M,Core,Arrandale,3,"2,9335",Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Core i5-580M,Core,Arrandale,3,3,Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Core i5-650,Core,Clarkdale,3,3333,Socket 1156,32,4MB,73,Jan 7th,2010,
Intel,Core i5-655K,Core,Clarkdale,3,3333,Socket 1156,32,4MB,73,May 30th,2010,
Intel,Core i5-660,Core,Clarkdale,3,"3,4665",Socket 1156,32,4MB,73,Jan 7th,2010,
Intel,Core i5-661,Core,Clarkdale,3,"3,4665",Socket 1156,32,4MB,87,Jan 7th,2010,
Intel,Core i5-670,Core,Clarkdale,3,"3,5995",Socket 1156,32,4MB,73,Jan 7th,2010,
Intel,Core i5-680,Core,Clarkdale,3,3733,Socket 1156,32,4MB,73,Apr 19th,2010,
Intel,Core i7-620M,Core,Arrandale,3,3005,Socket G1,32,4MB,35,Jan 7th,2010,
Intel,Core i7-620M,Core,Arrandale,3,3005,BGA 1288,32,4MB,35,Jan 7th,2010,
Intel,Core i7-640M,Core,Arrandale,3,"3,1335",BGA 1288,32,4MB,35,Sep 1st,2010,
Intel,Core i7-640M,Core,Arrandale,3,"3,1335",Socket G1,32,4MB,35,Sep 1st,2010,
Intel,Core i7-970,Core,Gulftown,9,3333,Socket 1366,32,12MB,130,Jul 19th,2010,
Intel,Core i7-980X,Core,Gulftown,9,"3,4665",Socket 1366,32,12MB,130,Mar 16th,2010,
Intel,Pentium G6950,Pentium,Clarkdale,2,"2,8",Socket 1156,32,3MB,73,Jan 7th,2010,
Intel,Pentium G6951,Pentium,Clarkdale,2,"2,8",Socket 1156,32,3MB,73,Sep 1st,2010,
Intel,Pentium P6000,Pentium,Arrandale,2,1877,Socket G1,32,3MB,35,Jun 20th,2010,
Intel,Pentium P6100,Pentium,Arrandale,2,2,Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Pentium P6200,Pentium,Arrandale,2,2133,Socket G1,32,3MB,35,Sep 26th,2010,
Intel,Pentium U5400,Pentium,Arrandale,2,"1,2",BGA 1288,32,3MB,18,May 25th,2010,
Intel,Xeon E5620,Xeon,Westmere,6,2533,Socket 1366,32,12MB,80,Mar 16th,2010,
Intel,Xeon E5630,Xeon,Westmere,6,"2,6665",Socket 1366,32,12MB,80,Mar 16th,2010,
Intel,Xeon E5640,Xeon,Westmere,6,"2,7995",Socket 1366,32,12MB,80,Mar 16th,2010,
Intel,Xeon E5645,Xeon,Westmere,9,2533,Socket 1366,32,12MB,80,Mar 16th,2010,
Intel,Xeon L5609,Xeon,Westmere,4,1866,Socket 1366,32,12MB,40,Mar 16th,2010,
Intel,Xeon L5618,Xeon,Westmere,6,2066,Socket 1366,32,12MB,40,Mar 16th,2010,
Intel,Xeon L5630,Xeon,Westmere,6,"2,2665",Socket 1366,32,12MB,40,Mar 16th,2010,
Intel,Xeon L5638,Xeon,Westmere,9,"2,2",Socket 1366,32,12MB,60,Mar 16th,2010,
Intel,Xeon L5640,Xeon,Westmere,9,2533,Socket 1366,32,12MB,60,Mar 16th,2010,
Intel,Xeon W3670,Xeon,Gulftown,9,3333,Socket 1366,32,12MB,130,Aug 29th,2010,
Intel,Xeon W3680,Xeon,Gulftown,9,"3,4665",Socket 1366,32,12MB,130,Mar 16th,2010,
Intel,Xeon X5650,Xeon,Westmere,9,2866,Socket 1366,32,12MB,95,Mar 16th,2010,
Intel,Xeon X5660,Xeon,Westmere,9,3,Socket 1366,32,12MB,95,Mar 16th,2010,
Intel,Xeon X5667,Xeon,Westmere,6,3266,Socket 1366,32,12MB,95,Mar 16th,2010,
Intel,Xeon X5670,Xeon,Westmere,9,3133,Socket 1366,32,12MB,95,Mar 16th,2010,
Intel,Xeon X5677,Xeon,Westmere,6,"3,5995",Socket 1366,32,12MB,130,Mar 16th,2010,
Intel,Xeon X5680,Xeon,Westmere,9,"3,4665",Socket 1366,32,12MB,130,Feb 14th,2010,
