id,nb_models,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_cpumhz,cp_cachesize,cp_siblings,cp_cpucores,cp_fpu,cp_fpu_exception,cp_bogomips,ls_range,ls_cpuop-mode,cp_addresssizes,ls_architecture_aarch64,ls_architecture_armv6l,ls_architecture_armv7l,ls_architecture_i686,ls_architecture_ppc64le,ls_architecture_x86_64,scores
2xAMDEPYC72528-Core,1.1844736427177935,0.25724231414255805,0.5523753474572831,-0.046901757324009856,0.5822348058298654,0.5720721362468412,-0.04021079840018694,-0.016039484230115215,0.6114897475756087,0.5907058145670707,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,-0.20792093267941433,-0.04526566979145523,-0.7111531641915724,0.03117888117496986,-0.03452380401492189,0,0,0.6093461758287658,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,-0.04780858298092731
2xAMDEPYC72628-Core,1.1844736427177935,0.25724231414255805,0.5523753474572831,-0.046901757324009856,0.5822348058298654,0.5720721362468412,-0.023267479227365027,0.0952001844889447,0.6114897475756087,0.7116933817747462,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,-0.20792093267941433,-0.04018712973880641,-0.7111531641915724,0.03117888117496986,-0.03452380401492189,0,0,0.7259534704958625,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.1134903562843744
2xAMDEPYC727212-Core,1.1844736427177935,0.6834398447861632,0.5523753474572831,0.268149895288884,0.5822348058298654,0.5720721362468412,-0.02476896576215003,-0.23851882166823504,0.6114897475756087,0.35524679411706345,0.7091477449770635,0.708197561698231,0.6117293942617503,1.2241000959211452,-0.0163779469776616,-0.7111531641915724,0.39955569790415096,0.3352150002739197,0,0,0.3824117889879164,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.1134903562843744
2xAMDEPYC728216-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,0.5720721362468412,-0.03150588122645175,-0.34975849038729495,0.6114897475756087,0.22734305385407955,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,-0.20792093267941433,-0.03572552965336307,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,0.25913871660462967,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.3957634999986524
2xAMDEPYC730116-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,6.276073227509709,-0.042130443476273385,-1.0171965027016545,0.03958666209167064,-0.49389074733692484,-0.17006223204407633,-0.13645138751404215,-0.21445587618149392,-0.3130233934941343,-0.05039323069937881,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,-0.43598330560274123,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.03284088665172355
2xAMDEPYC730216-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,0.5720721362468412,-0.03691347719649764,-0.12727915294917513,0.6114897475756087,0.4697121858580325,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,-0.20792093267941433,-0.04016748371469733,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,0.49273303911283867,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.355438765182327
2xAMDEPYC731316-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,0.5720721362468412,-0.03949349091305914,0.6842052199432007,0.6114897475756087,0.47643439086972156,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,0.0022839889500255806,-0.04521786503706253,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,0.49921187126643646,EPYC,-0.1137552078421752,1.3538515452947772,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.355438765182327
2xAMDEPYC734316-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,0.5720721362468412,-0.02468154916712831,0.9190689809394822,0.6114897475756087,0.7114994137311268,0.9862900203424226,0.9865477835977301,0.8993983602935207,2.8663260461511446,-0.016099956592927296,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,0.7257665249332701,EPYC,-0.1137552078421752,1.3538515452947772,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,2.3716755059985983
2xAMDEPYC735116-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,6.276073227509709,-0.042107362985870464,-0.7947171652635346,0.03958666209167064,-0.25818926683239285,-0.17006223204407633,-0.13645138751404215,-0.21445587618149392,-0.3130233934941343,-0.05035631946838051,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,-0.20210856475064365,EPYC,-0.1137552078421752,1.3538515452947772,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,-0.04780858298092731
2xAMDEPYC735224-Core,1.1844736427177935,1.9620324367169786,0.5523753474572831,1.2133048531275654,0.5822348058298654,0.5720721362468412,-0.036908293016886556,-0.9059568339825945,0.6114897475756087,-0.37752204416793905,-0.17006223204407633,-0.17484452156914546,-0.21445587618149392,-0.20792093267941433,-0.029651996412815275,-0.7111531641915724,1.5046861480916944,1.4444314131404443,0,0,-0.3238276521448794,EPYC,-0.1137552078421752,0.23899413460811367,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.5167377044476287
2xAMDEPYC737116-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,6.276073227509709,-0.027382681002636987,-0.016039484230115215,2.5178333658554024,0.5859596589997557,-0.17006223204407633,-0.13645138751404215,-0.21445587618149392,-0.3130233934941343,-0.01085061431498147,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,0.6154920111989959,EPYC,-0.1137552078421752,1.3538515452947772,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,0.07316562146804897
2xAMDEPYC73F316-Core,1.1844736427177935,1.1096373754297684,0.5523753474572831,0.5832015479017778,0.5822348058298654,0.5720721362468412,-0.02206767709431699,1.0258547245626994,0.6114897475756087,1.074704575408677,0.9862900203424226,0.9865477835977301,0.8993983602935207,6.150777946611144,-0.010961502161609314,-0.7111531641915724,0.7679325146333321,0.7049538045627612,0,0,1.0758220908877996,EPYC,-0.1137552078421752,1.3538515452947772,-0.17091952242522626,-0.033058980245364314,-0.16750630254320203,-0.2080388959602176,-0.09386465089278644,0.36175156880221565,2.936221793427155
