,Test Mean Absolute Error (Lower is better),Architecture,Algorithm
5574,[0.01615642],broadwell,DT
5575,[0.02042464],broadwell,DT
5576,[0.01712964],broadwell,DT
5577,[0.00089467],broadwell,DT
5578,[0.59101628],broadwell,DT
5579,[0.57182454],broadwell,DT
5580,[0.02249594],broadwell,DT
5581,[1.33897836],broadwell,DT
5582,[0.45400579],broadwell,DT
5583,[0.01399469],broadwell,DT
5584,[1.05292276],broadwell,DT
5585,[0.02489105],broadwell,DT
5586,[0.57081619],broadwell,DT
5587,[0.04787437],broadwell,DT
5588,[0.04368989],broadwell,DT
5589,[0.02211996],broadwell,DT
5590,[0.08523531],broadwell,DT
5591,[0.45301015],broadwell,DT
5592,[0.49943631],broadwell,DT
5593,[0.00804869],broadwell,DT
5594,[0.08107868],broadwell,DT
5595,[0.03298151],broadwell,DT
5596,[0.1071464],broadwell,DT
5597,[0.00607133],broadwell,DT
5598,[0.11494791],broadwell,DT
5599,[0.1554594],broadwell,DT
5600,[0.02334083],broadwell,DT
5601,[0.14583587],broadwell,DT
5602,[0.04246313],broadwell,DT
5603,[1.69071876],broadwell,DT
5604,[0.1428094],broadwell,DT
5605,[0.01260831],broadwell,DT
5606,[0.10184768],broadwell,DT
5607,[0.70354698],broadwell,DT
5608,[0.66870715],broadwell,DT
5609,[0.04179715],broadwell,DT
5610,[0.06824524],broadwell,DT
5611,[0.01002517],broadwell,DT
5612,[0.05281045],broadwell,DT
5613,[0.50833991],broadwell,DT
5614,[0.01179849],broadwell,DT
5615,[0.01436389],broadwell,DT
5616,[0.05264692],broadwell,DT
5617,[0.0149018],broadwell,DT
5618,[0.05809298],broadwell,DT
5619,[0.50359136],broadwell,DT
5620,[0.10483608],broadwell,DT
5621,[0.19421742],broadwell,DT
5622,[0.01995455],broadwell,DT
5623,[0.00828237],broadwell,DT
5624,[0.00186994],broadwell,DT
5625,[0.02197818],broadwell,DT
5626,[0.01866096],broadwell,DT
5627,[0.47553639],broadwell,DT
5628,[0.09222467],broadwell,DT
5629,[0.01129648],broadwell,DT
5630,[0.14105653],broadwell,DT
5631,[0.0048755],broadwell,DT
5632,[0.06380844],broadwell,DT
5633,[0.54381902],broadwell,DT
5634,[0.0142935],broadwell,DT
5635,[0.11030074],broadwell,DT
5636,[0.01683798],broadwell,DT
5637,[0.027921],broadwell,DT
5638,[0.00850438],broadwell,DT
5639,[0.00063185],broadwell,DT
5640,[0.0478552],broadwell,DT
5641,[0.11955099],broadwell,DT
5642,[0.01855042],broadwell,DT
5643,[0.04530292],broadwell,DT
5644,[0.60662991],broadwell,DT
5645,[0.07622028],broadwell,DT
5646,[0.04503609],broadwell,DT
5647,[0.01479161],broadwell,DT
5648,[0.04756517],broadwell,DT
5649,[0.79178603],broadwell,DT
5650,[0.69033301],broadwell,DT
5651,[0.07099971],broadwell,DT
5652,[0.00817889],broadwell,DT
5653,[0.56865899],broadwell,DT
5654,[0.56086294],broadwell,DT
5655,[0.65570325],broadwell,DT
5656,[0.0478552],broadwell,DT
5657,[0.01044113],broadwell,DT
5658,[0.10232312],broadwell,DT
5659,[0.05835434],broadwell,DT
5660,[0.12462545],broadwell,DT
5661,[0.00444252],broadwell,DT
5662,[0.33011026],broadwell,DT
5663,[0.01612672],broadwell,DT
5664,[0.0071875],broadwell,DT
5665,[0.14114947],broadwell,DT
5666,[0.00198649],broadwell,DT
5667,[0.13315835],broadwell,DT
5668,[0.00422582],broadwell,DT
5669,[0.27747718],broadwell,DT
5670,[0.00921011],broadwell,DT
5671,[0.33532932],broadwell,DT
5672,[0.00465923],broadwell,DT
5673,[0.03066425],broadwell,DT
5674,[0.04305276],broadwell,DT
5675,[0.12115811],broadwell,DT
5676,[0.06187028],broadwell,DT
5677,[0.00552607],broadwell,DT
5678,[0.46976986],broadwell,DT
5679,[0.02492148],broadwell,DT
5680,[0.51206995],broadwell,DT
5681,[1.33077474],broadwell,DT
5682,[0.01561336],broadwell,DT
5683,[0.01846978],broadwell,DT
5684,[0.05364647],broadwell,DT
5685,[0.015756],broadwell,DT
5686,[0.05716975],broadwell,DT
5687,[0.02615515],broadwell,DT
5688,[0.51789981],broadwell,DT
5689,[1.09672428],broadwell,DT
5690,[0.08758453],broadwell,DT
5691,[0.08013322],broadwell,DT
5692,[0.00135323],broadwell,DT
5693,[0.80377048],broadwell,DT
5694,[0.10919477],broadwell,DT
5695,[0.53168814],broadwell,DT
5696,[0.05272481],broadwell,DT
5697,[0.05401221],broadwell,DT
5698,[0.06769081],broadwell,DT
5699,[0.01831617],broadwell,DT
5700,[0.56709101],broadwell,DT
5701,[0.45562322],broadwell,DT
5702,[0.00092085],broadwell,DT
5703,[0.09720099],broadwell,DT
5704,[0.05554525],broadwell,DT
5705,[0.53575648],broadwell,DT
5706,[0.01468246],broadwell,DT
5707,[0.12037575],broadwell,DT
5708,[0.0065227],broadwell,DT
5709,[0.03820255],broadwell,DT
5710,[0.01341374],broadwell,DT
5711,[0.4560261],broadwell,DT
5712,[0.03996112],broadwell,DT
5713,[0.66332638],broadwell,DT
5714,[0.46981841],broadwell,DT
5715,[0.01200944],broadwell,DT
5716,[0.59041925],broadwell,DT
5717,[0.02141619],broadwell,DT
5718,[0.61415675],broadwell,DT
5719,[0.44893426],broadwell,DT
5720,[0.042238],broadwell,DT
5721,[0.38686092],broadwell,DT
5722,[0.0027686],broadwell,DT
5723,[0.04554681],broadwell,DT
5724,[0.02667308],broadwell,DT
5725,[0.05737525],broadwell,DT
5726,[0.09924186],broadwell,DT
5727,[0.57719191],broadwell,DT
5728,[0.12372032],broadwell,DT
5729,[0.01485589],broadwell,DT
5730,[0.18277249],broadwell,DT
5731,[0.00982515],broadwell,DT
5732,[0.18078045],broadwell,DT
5733,[0.38841404],broadwell,DT
5734,[0.13280267],broadwell,DT
5735,[0.07675544],broadwell,DT
5736,[0.07821852],broadwell,DT
5737,[0.00833956],broadwell,DT
5738,[0.2208801],broadwell,DT
5739,[0.00523333],broadwell,DT
5740,[0.03745853],broadwell,DT
5741,[0.48761689],broadwell,DT
5742,[0.01956186],broadwell,DT
5743,[0.00348178],broadwell,DT
5744,[0.53206421],broadwell,DT
5745,[0.56187797],broadwell,DT
5746,[0.01345614],broadwell,DT
5747,[0.0054161],broadwell,DT
5748,[0.00857829],broadwell,DT
5749,[0.08547453],broadwell,DT
5750,[0.01244693],broadwell,DT
5751,[0.04391748],broadwell,DT
5752,[0.53513389],broadwell,DT
5753,[0.02107568],broadwell,DT
5754,[0.00403684],broadwell,DT
5755,[0.03481776],broadwell,DT
5756,[0.00353224],broadwell,DT
5757,[0.01261513],broadwell,DT
5758,[0.01441489],broadwell,DT
5759,[0.00723268],broadwell,DT
5760,[0.01532407],broadwell,DT
5761,[0.49470669],broadwell,DT
5762,[0.04950115],broadwell,DT
5763,[0.60143518],broadwell,DT
5764,[0.46304264],broadwell,DT
5765,[0.08698792],broadwell,DT
5766,[0.00070578],broadwell,DT
5767,[0.52337543],broadwell,DT
5768,[0.00417054],broadwell,DT
5769,[0.01793334],broadwell,DT
5770,[0.01964433],broadwell,DT
5771,[0.06690782],broadwell,DT
5772,[0.01450333],broadwell,DT
5773,[0.02300215],broadwell,DT
5774,[0.01079529],broadwell,DT
5775,[0.45312958],broadwell,DT
5776,[0.0053923],broadwell,DT
5777,[0.45037595],broadwell,DT
5778,[0.0569199],broadwell,DT
5779,[0.44591133],broadwell,DT
5780,[0.50956859],broadwell,DT
5781,[0.05816566],broadwell,DT
5782,[0.00513605],broadwell,DT
5783,[0.57941417],broadwell,DT
5784,[0.00602521],broadwell,DT
5785,[0.00376332],broadwell,DT
5786,[0.03802314],broadwell,DT
5787,[0.01883608],broadwell,DT
5788,[0.00842359],broadwell,DT
5789,[0.41263883],broadwell,DT
5790,[0.02363284],broadwell,DT
5791,[0.56899193],broadwell,DT
5792,[0.03755516],broadwell,DT
5793,[0.08224698],broadwell,DT
5794,[0.01210891],broadwell,DT
5795,[0.08638078],broadwell,DT
5796,[0.02295038],broadwell,DT
5797,[0.03717493],broadwell,DT
5798,[0.08312444],broadwell,DT
5799,[0.00532324],broadwell,DT
5800,[0.02729912],broadwell,DT
5801,[0.49723397],broadwell,DT
5802,[0.00857972],broadwell,DT
5803,[0.02402756],broadwell,DT
5804,[0.00103997],broadwell,DT
5805,[0.00584981],broadwell,DT
5806,[0.0497884],broadwell,DT
5807,[0.49138416],broadwell,DT
5808,[0.05524822],broadwell,DT
5809,[0.06181301],broadwell,DT
5810,[0.05212832],broadwell,DT
5811,[0.05680817],broadwell,DT
5812,[0.00714977],broadwell,DT
5813,[0.06730533],broadwell,DT
5814,[0.42713373],broadwell,DT
5815,[0.44591813],broadwell,DT
5816,[0.03490387],broadwell,DT
5817,[0.48546935],broadwell,DT
5818,[0.01020467],broadwell,DT
5819,[0.06711034],broadwell,DT
5820,[0.50508047],broadwell,DT
5821,[0.04762622],broadwell,DT
5822,[0.4462891],broadwell,DT
5823,[0.01919932],broadwell,DT
5824,[0.00301798],broadwell,DT
5825,[0.00572176],broadwell,DT
5826,[0.5382755],broadwell,DT
5827,[0.48349708],broadwell,DT
5828,[0.02025768],broadwell,DT
5829,[0.11542744],broadwell,DT
5830,[0.06446628],broadwell,DT
5831,[0.0473947],broadwell,DT
5832,[0.00841314],broadwell,DT
5833,[0.0265417],broadwell,DT
5834,[0.04152135],broadwell,DT
5835,[0.02488801],broadwell,DT
5836,[0.05797555],broadwell,DT
5837,[0.05391575],broadwell,DT
5838,[1.21595692],broadwell,DT
5839,[0.60111566],broadwell,DT
5840,[0.0104742],broadwell,DT
5841,[0.07957641],broadwell,DT
5842,[0.53333846],broadwell,DT
5843,[0.12163174],broadwell,DT
5844,[0.44924895],broadwell,DT
5845,[0.04267891],broadwell,DT
5846,[0.01826379],broadwell,DT
5847,[0.03171853],broadwell,DT
5848,[0.08222931],broadwell,DT
5849,[0.55929671],broadwell,DT
5850,[0.46891845],broadwell,DT
5851,[0.00486189],broadwell,DT
5852,[0.53509297],broadwell,DT
5853,[0.11547511],broadwell,DT
5854,[0.52384721],broadwell,DT
5855,[0.01988882],broadwell,DT
5856,[0.07450842],broadwell,DT
5857,[0.01038436],broadwell,DT
5858,[0.07518486],broadwell,DT
5859,[0.07428118],broadwell,DT
5860,[0.16746514],broadwell,DT
5861,[0.06299821],broadwell,DT
5862,[0.08513932],broadwell,DT
5863,[0.15657807],broadwell,DT
5864,[0.68671104],broadwell,DT
5865,[0.48930646],broadwell,DT
5866,[0.09663803],broadwell,DT
5867,[0.06299821],broadwell,DT
5868,[0.08348792],broadwell,DT
5869,[0.1275255],broadwell,DT
5870,[0.18275596],broadwell,DT
5871,[0.46484114],broadwell,DT
5872,[0.21575357],broadwell,DT
5873,[0.09247892],broadwell,DT
5874,[0.20856688],broadwell,DT
5875,[0.08287628],broadwell,DT
5876,[0.16226626],broadwell,DT
5877,[0.19082952],broadwell,DT
5878,[0.16954469],broadwell,DT
5879,[0.13957467],broadwell,DT
5880,[0.23181236],broadwell,DT
5881,[0.16482175],broadwell,DT
5882,[0.1653866],broadwell,DT
5883,[0.23757378],broadwell,DT
5884,[0.25197733],broadwell,DT
5885,[0.04744698],broadwell,DT
5886,[0.03874836],broadwell,DT
5887,[0.09331238],broadwell,DT
5888,[0.10031646],broadwell,DT
5889,[0.15431564],broadwell,DT
5890,[0.12132869],broadwell,DT
5891,[0.1945326],broadwell,DT
5892,[0.15047469],broadwell,DT
5893,[0.21046123],broadwell,DT
5894,[0.30840534],broadwell,DT
5895,[0.05880036],broadwell,DT
5896,[0.55467773],broadwell,DT
5897,[0.01474245],broadwell,DT
5898,[0.23587925],broadwell,DT
5899,[0.49610331],broadwell,DT
5900,[0.20995043],broadwell,DT
5901,[0.0908609],broadwell,DT
5902,[0.16976384],broadwell,DT
5903,[0.51242802],broadwell,DT
5904,[0.2854228],broadwell,DT
5905,[0.24949991],broadwell,DT
5906,[0.24111954],broadwell,DT
5907,[0.30698634],broadwell,DT
5908,[0.68782779],broadwell,DT
5909,[0.02793458],broadwell,DT
5910,[0.17201821],broadwell,DT
5911,[0.38226268],broadwell,DT
5912,[1.22226042],broadwell,DT
5913,[0.32835384],broadwell,DT
5914,[0.07645254],broadwell,DT
5915,[0.55232057],broadwell,DT
5916,[0.75570392],broadwell,DT
5917,[0.06175013],broadwell,DT
5918,[0.66405889],broadwell,DT
5919,[0.46459618],broadwell,DT
5920,[0.2735932],broadwell,DT
5921,[0.22276946],broadwell,DT
5922,[0.61415973],broadwell,DT
5923,[0.07324318],broadwell,DT
5924,[0.09974752],broadwell,DT
5925,[0.10117248],broadwell,DT
5926,[0.54623642],broadwell,DT
5927,[0.06554837],broadwell,DT
5928,[0.0964226],broadwell,DT
5929,[0.18809532],broadwell,DT
5930,[0.22989428],broadwell,DT
5931,[0.4545637],broadwell,DT
5932,[0.29658263],broadwell,DT
5933,[0.22039452],broadwell,DT
5934,[0.22343444],broadwell,DT
5935,[0.15579613],broadwell,DT
5936,[0.89772768],broadwell,DT
5937,[0.22799433],broadwell,DT
5938,[0.81127983],broadwell,DT
5939,[0.82505448],broadwell,DT
5940,[0.15393282],sandy bridge,DT
5941,[0.14307961],sandy bridge,DT
5942,[0.16936018],sandy bridge,DT
5943,[0.21237421],sandy bridge,DT
5944,[0.18114939],sandy bridge,DT
5945,[0.15368193],sandy bridge,DT
5946,[0.15763705],sandy bridge,DT
5947,[0.16100251],sandy bridge,DT
5948,[0.21186655],sandy bridge,DT
5949,[0.18411456],sandy bridge,DT
5950,[0.18676735],sandy bridge,DT
5951,[0.21730897],sandy bridge,DT
5952,[0.18271505],sandy bridge,DT
5953,[0.17864248],sandy bridge,DT
5954,[0.19016613],sandy bridge,DT
5955,[0.17117313],sandy bridge,DT
5956,[0.17624047],sandy bridge,DT
5957,[0.1635281],sandy bridge,DT
5958,[0.18733656],sandy bridge,DT
5959,[0.19607726],sandy bridge,DT
5960,[0.04142245],sandy bridge,DT
5961,[0.04478449],sandy bridge,DT
5962,[0.03499029],sandy bridge,DT
5963,[0.0364867],sandy bridge,DT
5964,[0.04448415],sandy bridge,DT
5965,[0.0394312],sandy bridge,DT
5966,[0.04426606],sandy bridge,DT
5967,[0.02896019],sandy bridge,DT
5968,[0.0358459],sandy bridge,DT
5969,[0.02561841],sandy bridge,DT
5970,[0.03393696],sandy bridge,DT
5971,[0.03899673],sandy bridge,DT
5972,[0.03443051],sandy bridge,DT
5973,[0.02390154],sandy bridge,DT
5974,[0.02901528],sandy bridge,DT
5975,[0.03589213],sandy bridge,DT
5976,[0.03305565],sandy bridge,DT
5977,[0.03717234],sandy bridge,DT
5978,[0.03854717],sandy bridge,DT
5979,[0.03657915],sandy bridge,DT
5980,[0.03557736],sandy bridge,DT
5981,[0.04012887],sandy bridge,DT
5982,[0.03795526],sandy bridge,DT
5983,[0.04833219],sandy bridge,DT
5984,[0.03823137],sandy bridge,DT
5985,[0.04558483],sandy bridge,DT
5986,[0.03899251],sandy bridge,DT
5987,[0.04123261],sandy bridge,DT
5988,[0.04149157],sandy bridge,DT
5989,[0.03168653],sandy bridge,DT
5990,[0.03576802],sandy bridge,DT
5991,[0.03321674],sandy bridge,DT
5992,[0.04159752],sandy bridge,DT
5993,[0.04984287],sandy bridge,DT
5994,[0.04647031],sandy bridge,DT
5995,[0.02937237],sandy bridge,DT
5996,[0.02537617],sandy bridge,DT
5997,[0.03960302],sandy bridge,DT
5998,[0.03721946],sandy bridge,DT
5999,[0.03370589],sandy bridge,DT
6000,[0.05827867],sandy bridge,DT
6001,[0.05414259],sandy bridge,DT
6002,[0.04885828],sandy bridge,DT
6003,[0.05208712],sandy bridge,DT
6004,[0.0574641],sandy bridge,DT
6005,[0.04698449],sandy bridge,DT
6006,[0.05317839],sandy bridge,DT
6007,[0.0474807],sandy bridge,DT
6008,[0.0465865],sandy bridge,DT
6009,[0.04719637],sandy bridge,DT
6010,[0.05621986],sandy bridge,DT
6011,[0.05670722],sandy bridge,DT
6012,[0.08014238],sandy bridge,DT
6013,[0.05501738],sandy bridge,DT
6014,[0.05913459],sandy bridge,DT
6015,[0.06290919],sandy bridge,DT
6016,[0.0553343],sandy bridge,DT
6017,[0.04756919],sandy bridge,DT
6018,[0.05456056],sandy bridge,DT
6019,[0.05866372],sandy bridge,DT
6020,[0.07289396],sandy bridge,DT
6021,[0.0649204],sandy bridge,DT
6022,[0.06877794],sandy bridge,DT
6023,[0.08619943],sandy bridge,DT
6024,[0.06323168],sandy bridge,DT
6025,[0.06553333],sandy bridge,DT
6026,[0.06123351],sandy bridge,DT
6027,[0.05582425],sandy bridge,DT
6028,[0.05805484],sandy bridge,DT
6029,[0.0605544],sandy bridge,DT
6030,[0.07397183],sandy bridge,DT
6031,[0.0642998],sandy bridge,DT
6032,[0.07320248],sandy bridge,DT
6033,[0.06299536],sandy bridge,DT
6034,[0.06025124],sandy bridge,DT
6035,[0.07798407],sandy bridge,DT
6036,[0.06777511],sandy bridge,DT
6037,[0.06254482],sandy bridge,DT
6038,[0.03854861],sandy bridge,DT
6039,[0.06731839],sandy bridge,DT
6040,[0.07323881],sandy bridge,DT
6041,[0.04800139],sandy bridge,DT
6042,[0.06642569],sandy bridge,DT
6043,[0.07811047],sandy bridge,DT
6044,[0.0546591],sandy bridge,DT
6045,[0.05677675],sandy bridge,DT
6046,[0.06438603],sandy bridge,DT
6047,[0.06236165],sandy bridge,DT
6048,[0.06369239],sandy bridge,DT
6049,[0.0694236],sandy bridge,DT
6050,[0.04976989],sandy bridge,DT
6051,[0.06692753],sandy bridge,DT
6052,[0.04520464],sandy bridge,DT
6053,[0.07515],sandy bridge,DT
6054,[0.06020511],sandy bridge,DT
6055,[0.04567462],sandy bridge,DT
6056,[0.05896772],sandy bridge,DT
6057,[0.06525668],sandy bridge,DT
6058,[0.05903204],sandy bridge,DT
6059,[0.05587329],sandy bridge,DT
6060,[0.07578126],sandy bridge,DT
6061,[0.07143829],sandy bridge,DT
6062,[0.07533877],sandy bridge,DT
6063,[0.06009966],sandy bridge,DT
6064,[0.0640076],sandy bridge,DT
6065,[0.05501751],sandy bridge,DT
6066,[0.07374602],sandy bridge,DT
6067,[0.07195061],sandy bridge,DT
6068,[0.0806548],sandy bridge,DT
6069,[0.06698248],sandy bridge,DT
6070,[0.07153472],sandy bridge,DT
6071,[0.05573514],sandy bridge,DT
6072,[0.08464086],sandy bridge,DT
6073,[0.07047267],sandy bridge,DT
6074,[0.06561045],sandy bridge,DT
6075,[0.07801791],sandy bridge,DT
6076,[0.0680463],sandy bridge,DT
6077,[0.05140894],sandy bridge,DT
6078,[0.08936214],sandy bridge,DT
6079,[0.08575199],sandy bridge,DT
6080,[0.09687788],sandy bridge,DT
6081,[0.10087624],sandy bridge,DT
6082,[0.12113381],sandy bridge,DT
6083,[0.10910997],sandy bridge,DT
6084,[0.10899337],sandy bridge,DT
6085,[0.08587779],sandy bridge,DT
6086,[0.08071839],sandy bridge,DT
6087,[0.13684238],sandy bridge,DT
6088,[0.1016526],sandy bridge,DT
6089,[0.0724662],sandy bridge,DT
6090,[0.09055726],sandy bridge,DT
6091,[0.14684943],sandy bridge,DT
6092,[0.10115472],sandy bridge,DT
6093,[0.11062698],sandy bridge,DT
6094,[0.09187605],sandy bridge,DT
6095,[0.08634906],sandy bridge,DT
6096,[0.11342545],sandy bridge,DT
6097,[0.10857453],sandy bridge,DT
6098,[0.10887604],sandy bridge,DT
6099,[0.12071288],sandy bridge,DT
6100,[0.05294022],sandy bridge,DT
6101,[0.07082116],sandy bridge,DT
6102,[0.06277105],sandy bridge,DT
6103,[0.07502738],sandy bridge,DT
6104,[0.07109019],sandy bridge,DT
6105,[0.06361143],sandy bridge,DT
6106,[0.08376491],sandy bridge,DT
6107,[0.06560477],sandy bridge,DT
6108,[0.06677089],sandy bridge,DT
6109,[0.07508352],sandy bridge,DT
6110,[0.07139627],sandy bridge,DT
6111,[0.07181695],sandy bridge,DT
6112,[0.07394294],sandy bridge,DT
6113,[0.07124943],sandy bridge,DT
6114,[0.06974373],sandy bridge,DT
6115,[0.06340291],sandy bridge,DT
6116,[0.0713436],sandy bridge,DT
6117,[0.08098203],sandy bridge,DT
6118,[0.07277694],sandy bridge,DT
6119,[0.06768143],sandy bridge,DT
6120,[0.0676874],sandy bridge,DT
6121,[0.08601791],sandy bridge,DT
6122,[0.09672256],sandy bridge,DT
6123,[0.09141291],sandy bridge,DT
6124,[0.08894768],sandy bridge,DT
6125,[0.07706329],sandy bridge,DT
6126,[0.07268736],sandy bridge,DT
6127,[0.07404],sandy bridge,DT
6128,[0.0834486],sandy bridge,DT
6129,[0.10101421],sandy bridge,DT
6130,[0.07075486],sandy bridge,DT
6131,[0.07738194],sandy bridge,DT
6132,[0.08233498],sandy bridge,DT
6133,[0.07603139],sandy bridge,DT
6134,[0.09542501],sandy bridge,DT
6135,[0.08802048],sandy bridge,DT
6136,[0.09161605],sandy bridge,DT
6137,[0.10534747],sandy bridge,DT
6138,[0.10487184],sandy bridge,DT
6139,[0.08421269],sandy bridge,DT
6140,[0.12776936],sandy bridge,DT
6141,[0.08251618],sandy bridge,DT
6142,[0.1030957],sandy bridge,DT
6143,[0.07804195],sandy bridge,DT
6144,[0.11491551],sandy bridge,DT
6145,[0.10601149],sandy bridge,DT
6146,[0.08995447],sandy bridge,DT
6147,[0.07675861],sandy bridge,DT
6148,[0.08861525],sandy bridge,DT
6149,[0.10283729],sandy bridge,DT
6150,[0.09110882],sandy bridge,DT
6151,[0.09505769],sandy bridge,DT
6152,[0.10723641],sandy bridge,DT
6153,[0.09367948],sandy bridge,DT
6154,[0.10168301],sandy bridge,DT
6155,[0.10929381],sandy bridge,DT
6156,[0.09703339],sandy bridge,DT
6157,[0.10545476],sandy bridge,DT
6158,[0.08896258],sandy bridge,DT
6159,[0.11844584],sandy bridge,DT
6160,[0.07890409],sandy bridge,DT
6161,[0.09923435],sandy bridge,DT
6162,[0.08202804],sandy bridge,DT
6163,[0.07238815],sandy bridge,DT
6164,[0.07726156],sandy bridge,DT
6165,[0.06141248],sandy bridge,DT
6166,[0.08339686],sandy bridge,DT
6167,[0.08140241],sandy bridge,DT
6168,[0.06865029],sandy bridge,DT
6169,[0.07887477],sandy bridge,DT
6170,[0.07730496],sandy bridge,DT
6171,[0.07939907],sandy bridge,DT
6172,[0.0894681],sandy bridge,DT
6173,[0.08463284],sandy bridge,DT
6174,[0.07674148],sandy bridge,DT
6175,[0.07480901],sandy bridge,DT
6176,[0.0842389],sandy bridge,DT
6177,[0.06547258],sandy bridge,DT
6178,[0.08665523],sandy bridge,DT
6179,[0.08071135],sandy bridge,DT
6180,[0.11916395],sandy bridge,DT
6181,[0.1026481],sandy bridge,DT
6182,[0.12957891],sandy bridge,DT
6183,[0.09906678],sandy bridge,DT
6184,[0.06685373],sandy bridge,DT
6185,[0.09810106],sandy bridge,DT
6186,[0.07919726],sandy bridge,DT
6187,[0.09655042],sandy bridge,DT
6188,[0.09822448],sandy bridge,DT
6189,[0.11820263],sandy bridge,DT
6190,[0.1341198],sandy bridge,DT
6191,[0.11490381],sandy bridge,DT
6192,[0.11299255],sandy bridge,DT
6193,[0.10602909],sandy bridge,DT
6194,[0.10335105],sandy bridge,DT
6195,[0.10716231],sandy bridge,DT
6196,[0.13752798],sandy bridge,DT
6197,[0.12056989],sandy bridge,DT
6198,[0.10130665],sandy bridge,DT
6199,[0.09230656],sandy bridge,DT
6200,[0.07357792],sandy bridge,DT
6201,[0.09173667],sandy bridge,DT
6202,[0.10859879],sandy bridge,DT
6203,[0.08528729],sandy bridge,DT
6204,[0.10459958],sandy bridge,DT
6205,[0.07252508],sandy bridge,DT
6206,[0.09697933],sandy bridge,DT
6207,[0.08650104],sandy bridge,DT
6208,[0.07958771],sandy bridge,DT
6209,[0.08420339],sandy bridge,DT
6210,[0.0882097],sandy bridge,DT
6211,[0.08529448],sandy bridge,DT
6212,[0.09236322],sandy bridge,DT
6213,[0.0940467],sandy bridge,DT
6214,[0.09127866],sandy bridge,DT
6215,[0.07931723],sandy bridge,DT
6216,[0.08794599],sandy bridge,DT
6217,[0.1073789],sandy bridge,DT
6218,[0.09025618],sandy bridge,DT
6219,[0.0699086],sandy bridge,DT
6220,[0.05963846],sandy bridge,DT
6221,[0.06474924],sandy bridge,DT
6222,[0.06188323],sandy bridge,DT
6223,[0.07220541],sandy bridge,DT
6224,[0.0561638],sandy bridge,DT
6225,[0.08312094],sandy bridge,DT
6226,[0.0627712],sandy bridge,DT
6227,[0.06457099],sandy bridge,DT
6228,[0.08706837],sandy bridge,DT
6229,[0.06626288],sandy bridge,DT
6230,[0.06843357],sandy bridge,DT
6231,[0.06757549],sandy bridge,DT
6232,[0.06639162],sandy bridge,DT
6233,[0.07595984],sandy bridge,DT
6234,[0.07486344],sandy bridge,DT
6235,[0.06634551],sandy bridge,DT
6236,[0.07311864],sandy bridge,DT
6237,[0.07054953],sandy bridge,DT
6238,[0.05948816],sandy bridge,DT
6239,[0.05975715],sandy bridge,DT
6240,[0.08242481],sandy bridge,DT
6241,[0.0613249],sandy bridge,DT
6242,[0.05879591],sandy bridge,DT
6243,[0.07451572],sandy bridge,DT
6244,[0.07114545],sandy bridge,DT
6245,[0.05891029],sandy bridge,DT
6246,[0.06231492],sandy bridge,DT
6247,[0.05913981],sandy bridge,DT
6248,[0.06961496],sandy bridge,DT
6249,[0.07146452],sandy bridge,DT
6250,[0.06320089],sandy bridge,DT
6251,[0.06523133],sandy bridge,DT
6252,[0.05925963],sandy bridge,DT
6253,[0.08880765],sandy bridge,DT
6254,[0.07228604],sandy bridge,DT
6255,[0.06050426],sandy bridge,DT
6256,[0.06980299],sandy bridge,DT
6257,[0.06703339],sandy bridge,DT
6258,[0.06700388],sandy bridge,DT
6259,[0.06540198],sandy bridge,DT
6260,[0.0688191],sandy bridge,DT
6261,[0.07977887],sandy bridge,DT
6262,[0.08243885],sandy bridge,DT
6263,[0.05393122],sandy bridge,DT
6264,[0.06531073],sandy bridge,DT
6265,[0.05607243],sandy bridge,DT
6266,[0.07743834],sandy bridge,DT
6267,[0.07954471],sandy bridge,DT
6268,[0.05614501],sandy bridge,DT
6269,[0.06745034],sandy bridge,DT
6270,[0.05998889],sandy bridge,DT
6271,[0.05433067],sandy bridge,DT
6272,[0.06906768],sandy bridge,DT
6273,[0.06233603],sandy bridge,DT
6274,[0.05871258],sandy bridge,DT
6275,[0.07847935],sandy bridge,DT
6276,[0.07342267],sandy bridge,DT
6277,[0.05852309],sandy bridge,DT
6278,[0.07693905],sandy bridge,DT
6279,[0.05879247],sandy bridge,DT
6280,[0.09978481],sandy bridge,DT
6281,[0.09583367],sandy bridge,DT
6282,[0.10364446],sandy bridge,DT
6283,[0.09679783],sandy bridge,DT
6284,[0.07945977],sandy bridge,DT
6285,[0.08906048],sandy bridge,DT
6286,[0.07843187],sandy bridge,DT
6287,[0.09265525],sandy bridge,DT
6288,[0.08865617],sandy bridge,DT
6289,[0.09246728],sandy bridge,DT
6290,[0.10909952],sandy bridge,DT
6291,[0.09195066],sandy bridge,DT
6292,[0.08529862],sandy bridge,DT
6293,[0.10832999],sandy bridge,DT
6294,[0.11463888],sandy bridge,DT
6295,[0.09101404],sandy bridge,DT
6296,[0.0864261],sandy bridge,DT
6297,[0.09270749],sandy bridge,DT
6298,[0.11073484],sandy bridge,DT
6299,[0.11342461],sandy bridge,DT
6300,[0.06563089],sandy bridge,DT
6301,[0.07576507],sandy bridge,DT
6302,[0.08336662],sandy bridge,DT
6303,[0.07395564],sandy bridge,DT
6304,[0.06102156],sandy bridge,DT
6305,[0.07137449],sandy bridge,DT
6306,[0.06765927],sandy bridge,DT
6307,[0.07231667],sandy bridge,DT
6308,[0.08014093],sandy bridge,DT
