processor	: 0
vendor_id	: GenuineIntel
cpu family	: 6
model		: 23
model name	: Intel Core 2 Duo P9xxx (Penryn Class Core 2)
stepping	: 3
cpu MHz		: 2494.184
cache size	: 2048 KB
fpu		: yes
fpu_exception	: yes
cpuid level	: 2
wp		: yes
flags		: fpu vme de pse tsc msr pae mce cx8 apic mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss syscall nx lm constant_tsc unfair_spinlock pni ssse3 cx16 sse4_1 x2apic hypervisor lahf_lm
bogomips	: 4988.36
clflush size	: 64
cache_alignment	: 64
address sizes	: 38 bits physical, 48 bits virtual
power management:
