,idproc,descproc,percentile,nbproc,perf
0,/s/6001GB+Western+Digital+WD60EFAX-68S,6001GB Western Digital WD60EFAX-68S,79th,4,23
2,/s/500GB+CT500P5SSD8,500GB CT500P5SSD8,53rd,3,32 +/- 3
3,/s/1000GB+Sabrent+Rocket+4.0+Plus,1000GB Sabrent Rocket 4.0 Plus,51st,7,33
5,/s/2+x+1000GB+Western+Digital+WDS100T1X0E-00AFY0,2 x 1000GB Western Digital WDS100T1X0E-00AFY0,48th,14,34 +/- 5
6,/s/500GB+Western+Digital+WDS500G3X0C-00SJG0,500GB Western Digital WDS500G3X0C-00SJG0,47th,15,35 +/- 3
7,/s/120GB+SSDSCKJB120G7R,120GB SSDSCKJB120G7R,46th,6,36 +/- 2
8,/s/500GB+Seagate+FireCuda+520+SSD+ZP500GM30002,500GB Seagate FireCuda 520 SSD ZP500GM30002,42nd,3,44 +/- 3
9,/s/2000GB+Corsair+Force+MP600,2000GB Corsair Force MP600,41st,14,46 +/- 7
10,/s/2398GB+HW-SAS3508,2398GB HW-SAS3508,38th,6,60 +/- 1
11,/s/4+x+400GB+KXG50ZNV512G+TOSHIBA,4 x 400GB KXG50ZNV512G TOSHIBA,37th,7,65 +/- 5
12,/s/525GB+Crucial_CT525MX3,525GB Crucial_CT525MX3,36th,15,70 +/- 3
13,/s/KXG50ZNV512G+NVMe+TOSHIBA,KXG50ZNV512G NVMe TOSHIBA,36th,3,73 +/- 2
14,/s/1+TB+APPLE+HDD+HTS541010A9E662,1 TB APPLE HDD HTS541010A9E662,34th,3,87 +/- 1
15,/s/240GB+Force+MP500,240GB Force MP500,33rd,3,95 +/- 2
16,/s/1024GB+SAMSUNG+MZVLB1T0HALR-000L7,1024GB SAMSUNG MZVLB1T0HALR-000L7,26th,5,144 +/- 10
17,/s/128GB+TS128GMSA230S,128GB TS128GMSA230S,26th,3,151 +/- 9
19,/s/Samsung+SSD+970+PRO,Samsung SSD 970 PRO,24th,22,165 +/- 18
20,/s/1000GB+Samsung+SSD+980+PRO+1TB,1000GB Samsung SSD 980 PRO 1TB,21st,11,200 +/- 7
21,/s/500GB+CT500P2SSD8,500GB CT500P2SSD8,15th,9,317 +/- 23
