,idproc,descproc,percentile,nbproc,perf
0,/s/500GB+Seagate+FireCuda+520+SSD+ZP500GM30002,500GB Seagate FireCuda 520 SSD ZP500GM30002,82nd,4,1043 +/- 50
2,/s/2+x+1000GB+CT1000P1SSD8,2 x 1000GB CT1000P1SSD8,74th,3,940 +/- 7
3,/s/Samsung+SSD+970+PRO,Samsung SSD 970 PRO,70th,3,879 +/- 31
4,/s/Samsung+SSD+980+PRO,Samsung SSD 980 PRO,56th,3,670 +/- 4
5,/s/2048GB+Kioxia+KXG50PNV2T04,2048GB Kioxia KXG50PNV2T04,53rd,5,599 +/- 21
7,/s/2+x+7682GB+INTEL+SSDPF2KX076TZ,2 x 7682GB INTEL SSDPF2KX076TZ,35th,4,359 +/- 3
8,/s/Kioxia+KBG40ZNS256G+NVMe,Kioxia KBG40ZNS256G NVMe,29th,3,263
10,/s/256GB+TOSHIBA+RD400,256GB TOSHIBA RD400,23rd,3,242 +/- 3
11,/s/256GB+TS256GMTS800,256GB TS256GMTS800,21st,4,237 +/- 1
12,/s/500GB+Samsung+SSD+860,500GB Samsung SSD 860,19th,6,230 +/- 30
13,/s/256GB+Samsung+SSD+850,256GB Samsung SSD 850,18th,3,223 +/- 4
14,/s/120GB+CT120BX100SSD1,120GB CT120BX100SSD1,13th,3,154
15,/s/128GB+SAMSUNG+MZNTE128,128GB SAMSUNG MZNTE128,8th,4,73 +/- 1
