,idproc,descproc,percentile,nbproc,perf
0,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,100th,10,10.15 +/- 0.08
1,/s/2+x+Intel+Xeon+Platinum+8380,2 x Intel Xeon Platinum 8380,95th,27,9.00 +/- 0.10
2,/s/2+x+AMD+EPYC+7713+64-Core,2 x AMD EPYC 7713 64-Core,91st,4,8.53 +/- 0.02
3,/s/2+x+AMD+EPYC+7663+56-Core,2 x AMD EPYC 7663 56-Core,91st,3,8.50 +/- 0.02
4,/s/2+x+AMD+EPYC+74F3+24-Core,2 x AMD EPYC 74F3 24-Core,89th,3,5.87 +/- 0.07
5,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,88th,4,5.71 +/- 0.02
6,/s/AMD+EPYC+7763+64-Core,AMD EPYC 7763 64-Core,87th,4,5.66 +/- 0.03
7,/s/2+x+AMD+EPYC+7443+24-Core,2 x AMD EPYC 7443 24-Core,85th,4,5.18 +/- 0.01
8,/s/AMD+EPYC+7713+64-Core,AMD EPYC 7713 64-Core,83rd,4,5.11 +/- 0.01
9,/s/2+x+AMD+EPYC+7453+28-Core,2 x AMD EPYC 7453 28-Core,83rd,7,5.10 +/- 0.03
10,/s/Intel+Xeon+Platinum+8380,Intel Xeon Platinum 8380,80th,9,5.02
12,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,73rd,26,3.70 +/- 0.07
13,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,73rd,3,3.70 +/- 0.01
14,/s/2+x+AMD+EPYC+7343+16-Core,2 x AMD EPYC 7343 16-Core,73rd,6,3.69 +/- 0.52
15,/s/2+x+Intel+Xeon+Gold+5220R,2 x Intel Xeon Gold 5220R,69th,3,3.38 +/- 0.02
16,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,68th,3,3.34
17,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,65th,3,2.53
18,/s/Intel+Xeon+Gold+6226R,Intel Xeon Gold 6226R,64th,3,1.83
19,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,63rd,3,1.69
20,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,62nd,6,1.58 +/- 0.01
21,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,60th,4,1.42 +/- 0.03
22,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,59th,4,1.33 +/- 0.01
23,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,54th,13,1.28 +/- 0.01
24,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,54th,8,1.28 +/- 0.02
25,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,51st,4,1.22
26,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,51st,3,1.12 +/- 0.01
28,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,50th,3,1.09 +/- 0.04
