,idproc,descproc,percentile,nbproc,perf
0,/s/Ampere+Altra+ARMv8+Neoverse-N1+160-Core,Ampere Altra ARMv8 Neoverse-N1 160-Core,100th,3,42
1,/s/2+x+Intel+Xeon+Platinum+8380,2 x Intel Xeon Platinum 8380,95th,23,81 +/- 2
2,/s/2+x+AMD+EPYC+7453+28-Core,2 x AMD EPYC 7453 28-Core,88th,12,106 +/- 9
3,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,88th,8,106 +/- 2
4,/s/2+x+AMD+EPYC+74F3+24-Core,2 x AMD EPYC 74F3 24-Core,87th,5,108
5,/s/2+x+AMD+EPYC+7601+32-Core,2 x AMD EPYC 7601 32-Core,84th,4,119
6,/s/AMD+EPYC+7763+64-Core,AMD EPYC 7763 64-Core,84th,11,119 +/- 3
7,/s/2+x+AMD+EPYC+7443+24-Core,2 x AMD EPYC 7443 24-Core,84th,4,119
8,/s/AMD+EPYC+7713+64-Core,AMD EPYC 7713 64-Core,80th,4,128
9,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,79th,3,136
10,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,76th,7,156 +/- 1
12,/s/Intel+Xeon+Platinum+8380,Intel Xeon Platinum 8380,73rd,9,162
13,/s/2+x+AMD+EPYC+7343+16-Core,2 x AMD EPYC 7343 16-Core,71st,7,166 +/- 8
14,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,71st,3,171
15,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,69th,6,185 +/- 19
16,/s/AMD+EPYC+7453+28-Core,AMD EPYC 7453 28-Core,69th,6,204 +/- 1
17,/s/AMD+EPYC+74F3+24-Core,AMD EPYC 74F3 24-Core,67th,4,212
18,/s/2+x+Intel+Xeon+Gold+5220R,2 x Intel Xeon Gold 5220R,67th,3,222
