,idproc,descproc,percentile,nbproc,perf
0,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,99th,10,19 +/- 2
1,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,98th,6,24
2,/s/2+x+Intel+Xeon+Platinum+8380,2 x Intel Xeon Platinum 8380,96th,3,24
3,/s/AMD+Ryzen+Threadripper+PRO+3995WX+64-Cores,AMD Ryzen Threadripper PRO 3995WX 64-Cores,95th,3,25
4,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,94th,3,28
5,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,92nd,10,32
6,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,92nd,4,32
7,/s/2+x+Intel+Xeon+Gold+5220R,2 x Intel Xeon Gold 5220R,90th,3,45
8,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,84th,35,48 +/- 2
9,/s/Ampere+ARMv8+Neoverse-N1+256-Core,Ampere ARMv8 Neoverse-N1 256-Core,80th,3,50
10,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,79th,3,51
11,/s/AMD+EPYC+7551+32-Core,AMD EPYC 7551 32-Core,78th,4,51 +/- 3
12,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,77th,3,53 +/- 1
13,/s/Ampere+Altra+ARMv8+Neoverse-N1+160-Core,Ampere Altra ARMv8 Neoverse-N1 160-Core,76th,6,54 +/- 1
15,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,75th,15,55 +/- 6
16,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,72nd,4,57 +/- 1
17,/s/Intel+Core+i9-7960X,Intel Core i9-7960X,71st,3,60 +/- 5
18,/s/Intel+Xeon+Gold+6226R,Intel Xeon Gold 6226R,70th,3,63 +/- 3
19,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,68th,3,69 +/- 10
20,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,67th,3,73 +/- 1
21,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,65th,3,74
22,/s/AMD+EPYC+72F3+8-Core,AMD EPYC 72F3 8-Core,59th,3,77
23,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,59th,28,77 +/- 2
24,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,59th,7,79 +/- 9
25,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,53rd,25,85 +/- 5
26,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,52nd,3,86
28,/s/AMD+Ryzen+9+5900HX,AMD Ryzen 9 5900HX,44th,20,100 +/- 3
29,/s/AMD+Ryzen+5+5600G,AMD Ryzen 5 5600G,42nd,6,105 +/- 2
30,/s/Intel+Xeon+E-2288G,Intel Xeon E-2288G,39th,4,118
31,/s/AMD+Ryzen+7+5800H,AMD Ryzen 7 5800H,37th,4,123 +/- 5
32,/s/Intel+Core+i7-8700K,Intel Core i7-8700K,36th,4,126 +/- 11
33,/s/AMD+Ryzen+7+2700+Eight-Core,AMD Ryzen 7 2700 Eight-Core,36th,3,127 +/- 9
34,/s/Intel+Core+i7-10700T,Intel Core i7-10700T,33rd,4,153 +/- 1
35,/s/AMD+Ryzen+7+4700U,AMD Ryzen 7 4700U,31st,3,157
36,/s/AMD+Ryzen+5+5500U,AMD Ryzen 5 5500U,31st,4,157
37,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,29th,4,188 +/- 6
38,/s/AMD+Ryzen+5+3400G,AMD Ryzen 5 3400G,28th,4,203 +/- 1
39,/s/Intel+Xeon+E3-1231+v3,Intel Xeon E3-1231 v3,26th,3,208 +/- 1
40,/s/Intel+Xeon+E3-1275+v6,Intel Xeon E3-1275 v6,26th,3,208
42,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,24th,7,222 +/- 5
43,/s/Intel+Xeon+E3-1270+v5,Intel Xeon E3-1270 v5,24th,4,222
44,/s/Intel+Core+i7-4770K,Intel Core i7-4770K,22nd,4,244 +/- 16
45,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,21st,4,264
46,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,19th,4,284 +/- 9
47,/s/Intel+Core+i7-8550U,Intel Core i7-8550U,19th,4,285 +/- 5
48,/s/Intel+Core+i7-8565U,Intel Core i7-8565U,17th,5,292 +/- 15
49,/s/AMD+FX-8150+Eight-Core,AMD FX-8150 Eight-Core,16th,4,335 +/- 2
50,/s/Intel+Xeon+E3-1235L+v5,Intel Xeon E3-1235L v5,14th,3,357 +/- 1
51,/s/AMD+Ryzen+3+3200U,AMD Ryzen 3 3200U,12th,6,593 +/- 3
52,/s/ARMv8+Cortex-A72+4-Core,ARMv8 Cortex-A72 4-Core,6th,32,4948 +/- 295
