,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,100th,85,317 +/- 2
1,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,99th,15,303 +/- 4
2,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,97th,8,266 +/- 1
3,/s/AMD+Ryzen+Threadripper+1920X+12-Core,AMD Ryzen Threadripper 1920X 12-Core,97th,8,266 +/- 35
4,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,95th,14,260 +/- 2
5,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,82nd,268,244
6,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,76th,13,243 +/- 4
8,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,70th,19,236 +/- 1
9,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,69th,14,230 +/- 2
10,/s/NVIDIA+GeForce+RTX+3080+Ti,NVIDIA GeForce RTX 3080 Ti,69th,78,227
11,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,67th,13,206
12,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,67th,14,205 +/- 7
13,/s/Zotac+NVIDIA+GeForce+RTX+2060+SUPER,Zotac NVIDIA GeForce RTX 2060 SUPER,65th,84,202
14,/s/NVIDIA+GeForce+GTX+1080+Ti,NVIDIA GeForce GTX 1080 Ti,64th,3,195 +/- 2
15,/s/MSI+NVIDIA+GeForce+GTX+1080+Ti,MSI NVIDIA GeForce GTX 1080 Ti,64th,84,191
16,/s/NVIDIA+Quadro+RTX+4000,NVIDIA Quadro RTX 4000,64th,4,191 +/- 1
17,/s/NVIDIA+Quadro+RTX+5000+with+Max-Q+Design,NVIDIA Quadro RTX 5000 with Max-Q Design,60th,5,189 +/- 3
18,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,60th,11,183 +/- 1
19,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,60th,5,181 +/- 1
21,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,48th,3,151
22,/s/NVIDIA+GeForce+GTX+1060,NVIDIA GeForce GTX 1060,39th,86,87
24,/s/AMD+Radeon+RX+580,AMD Radeon RX 580,24th,924,69 +/- 7
25,/s/NVIDIA+Quadro+P2000,NVIDIA Quadro P2000,9th,3,52
26,/s/eVGA+NVIDIA+GeForce+GTX+950,eVGA NVIDIA GeForce GTX 950,8th,3,49
27,/s/AMD+Phenom+II+X6+1045T,AMD Phenom II X6 1045T,8th,3,48 +/- 2
28,/s/AMD+Radeon+HD+7800,AMD Radeon HD 7800,5th,84,24
29,/s/Intel+Core+i7-8550U,Intel Core i7-8550U,2nd,4,5
