,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,100th,3,175
1,/s/AMD+Radeon+RX+6800+XT,AMD Radeon RX 6800 XT,99th,6,164 +/- 5
2,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,93rd,15,153 +/- 1
3,/s/AMD+Radeon+RX+6800,AMD Radeon RX 6800,87th,6,146 +/- 12
4,/s/NVIDIA+GeForce+RTX+3070+Ti,NVIDIA GeForce RTX 3070 Ti,85th,3,130
5,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,76th,9,121 +/- 3
6,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,76th,3,120
8,/s/AMD+Radeon+RX+6700+XT,AMD Radeon RX 6700 XT,72nd,7,116 +/- 4
9,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,66th,10,106 +/- 1
10,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,62nd,9,104 +/- 1
11,/s/NVIDIA+GeForce+RTX+2080,NVIDIA GeForce RTX 2080,59th,3,100 +/- 1
12,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,55th,6,93 +/- 3
13,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,52nd,11,92 +/- 1
15,/s/AMD+Radeon+RX+6600+XT,AMD Radeon RX 6600 XT,45th,3,88 +/- 1
16,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,35th,4,82
17,/s/AMD+Radeon+RX+5600+OEM,AMD Radeon RX 5600 OEM,32nd,22,79 +/- 6
18,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,26th,11,77 +/- 2
19,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,26th,5,76 +/- 2
21,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,12th,7,63 +/- 2
22,/s/AMD+Radeon+RX+56,AMD Radeon RX 56,9th,5,60 +/- 4
23,/s/eVGA+NVIDIA+GeForce+GTX+1660+SUPER,eVGA NVIDIA GeForce GTX 1660 SUPER,7th,4,54
24,/s/NVIDIA+GeForce+GTX+1060,NVIDIA GeForce GTX 1060,4th,3,35
