,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,92nd,4,9.4 +/- 0.1
1,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,90th,21,9.7 +/- 1.3
2,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,83rd,4,12.1 +/- 1.2
3,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,83rd,7,12.1 +/- 0.5
4,/s/Intel+Core+i7-8565U,Intel Core i7-8565U,78th,13,12.4 +/- 0.4
5,/s/Intel+Core+i7-6700K,Intel Core i7-6700K,78th,3,12.6 +/- 1.1
7,/s/AMD+Ryzen+7+1700+Eight-Core,AMD Ryzen 7 1700 Eight-Core,66th,5,14.0 +/- 0.6
8,/s/2+x+Intel+Xeon+Gold+6138,2 x Intel Xeon Gold 6138,65th,4,14.1 +/- 0.8
9,/s/AMD+Ryzen+Threadripper+1950X+16-Core,AMD Ryzen Threadripper 1950X 16-Core,62nd,3,14.2 +/- 0.6
10,/s/AMD+Ryzen+5+1600+Six-Core,AMD Ryzen 5 1600 Six-Core,61st,3,14.3 +/- 0.1
11,/s/Intel+Xeon+E3-1220+v3,Intel Xeon E3-1220 v3,59th,3,14.4 +/- 0.2
12,/s/AMD+Ryzen+5+2600+Six-Core,AMD Ryzen 5 2600 Six-Core,56th,7,14.6 +/- 0.1
14,/s/2+x+Intel+Xeon+E5-2680+0,2 x Intel Xeon E5-2680 0,35th,4,17.5
16,/s/2+x+Intel+Xeon+E5-2620+v2,2 x Intel Xeon E5-2620 v2,25th,3,20.7 +/- 0.3
17,/s/Intel+Xeon+X3440,Intel Xeon X3440,20th,3,22.8 +/- 0.2
18,/s/AMD+A8-7600+Radeon+R7+10+Compute+Cores+4C,AMD A8-7600 Radeon R7 10 Compute Cores 4C,20th,4,22.9 +/- 0.8
19,/s/ARMv8+rev+0+6-Core,ARMv8 rev 0 6-Core,16th,3,27.3 +/- 0.1
20,/s/ARMv8+Cortex-A72+4-Core,ARMv8 Cortex-A72 4-Core,8th,9,43.9 +/- 3.5
21,/s/ARMv7+Cortex-A72+4-Core,ARMv7 Cortex-A72 4-Core,6th,3,54.7 +/- 0.5
22,/s/ARMv8+Cortex-A53+4-Core,ARMv8 Cortex-A53 4-Core,4th,3,79.0 +/- 6.0
