,idproc,descproc,percentile,nbproc,perf
0,/s/MSI+AMD+Radeon+RX+470,MSI AMD Radeon RX 470,100th,84,166
1,/s/NVIDIA+GeForce+GTX+860M,NVIDIA GeForce GTX 860M,87th,84,85
2,/s/NVIDIA+GeForce+GTX+1060+3GB,NVIDIA GeForce GTX 1060 3GB,82nd,84,75
3,/s/MSI+NVIDIA+GeForce+GTX+1080+Ti,MSI NVIDIA GeForce GTX 1080 Ti,81st,84,72
4,/s/NVIDIA+GeForce+GTX+460+SE,NVIDIA GeForce GTX 460 SE,77th,86,71
6,/s/MSI+NVIDIA+GeForce+GTX+1060+6GB,MSI NVIDIA GeForce GTX 1060 6GB,72nd,84,69
7,/s/AMD+Radeon+HD+6600,AMD Radeon HD 6600,62nd,86,64
8,/s/NVIDIA+GeForce+9800+GT,NVIDIA GeForce 9800 GT,62nd,86,64
9,/s/AMD+Radeon+HD+6800,AMD Radeon HD 6800,57th,3,62 +/- 9
10,/s/Intel+HD+4000,Intel HD 4000,51st,3,40 +/- 4
11,/s/NVIDIA+Quadro+2000M,NVIDIA Quadro 2000M,51st,87,40
13,/s/AMD+Radeon+HD+6550D,AMD Radeon HD 6550D,31st,427,31 +/- 1
15,/s/NVIDIA+Quadro+NVS+4200M,NVIDIA Quadro NVS 4200M,16th,3,27
16,/s/AMD+Radeon+HD+6400M,AMD Radeon HD 6400M,16th,87,22
17,/s/ATI+Radeon+3000,ATI Radeon 3000,11th,85,10
18,/s/AMD+Radeon+9600,AMD Radeon 9600,6th,87,1
