,idproc,descproc,percentile,nbproc,perf
0,/s/2+x+AMD+EPYC+7742+64-Core,2 x AMD EPYC 7742 64-Core,100th,4,7 +/- 1
1,/s/POWER9+altivec+supported+44-Core,POWER9 altivec supported 44-Core,99th,4,13
2,/s/AMD+EPYC+7642+48-Core,AMD EPYC 7642 48-Core,99th,7,14 +/- 1
3,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,92nd,6,20 +/- 3
4,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,89th,15,22 +/- 1
5,/s/AMD+EPYC+7601+32-Core,AMD EPYC 7601 32-Core,83rd,20,25 +/- 3
6,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,81st,5,26 +/- 3
8,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,75th,3,30 +/- 2
9,/s/AMD+Ryzen+Threadripper+2950X+16-Core,AMD Ryzen Threadripper 2950X 16-Core,73rd,13,32 +/- 4
10,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,71st,8,34 +/- 2
11,/s/AMD+Ryzen+7+2700X+Eight-Core,AMD Ryzen 7 2700X Eight-Core,70th,8,35 +/- 3
12,/s/AMD+Ryzen+7+1800X+Eight-Core,AMD Ryzen 7 1800X Eight-Core,64th,15,41 +/- 5
13,/s/Intel+Core+i7-8086K,Intel Core i7-8086K,63rd,10,44 +/- 5
14,/s/2+x+Intel+Xeon+Silver+4215R,2 x Intel Xeon Silver 4215R,55th,3,53 +/- 2
15,/s/Intel+Core+i7-7740K,Intel Core i7-7740K,54th,3,54 +/- 2
17,/s/AMD+FX-8370+Eight-Core,AMD FX-8370 Eight-Core,38th,4,92 +/- 3
18,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,33rd,4,108 +/- 6
19,/s/Intel+Xeon+W3530,Intel Xeon W3530,31st,3,116 +/- 16
20,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,29th,4,121 +/- 6
22,/s/Intel+Core+i3-7100,Intel Core i3-7100,24th,3,144 +/- 7
23,/s/AMD+A10-7870K+Radeon+R7+12+Compute+Cores+4C,AMD A10-7870K Radeon R7 12 Compute Cores 4C,20th,5,174 +/- 6
24,/s/Intel+Core+i7+740Q,Intel Core i7 740Q,13th,5,261 +/- 26
25,/s/Intel+Core+i5-6200U,Intel Core i5-6200U,9th,6,320 +/- 11
26,/s/Intel+Atom+N2600,Intel Atom N2600,1st,5,1243 +/- 52
