,idproc,descproc,percentile,nbproc,perf
0,/s/4093GB+database,4093GB database,96th,4,665 +/- 11
1,/s/4093GB+RAID_DISK,4093GB RAID_DISK,95th,4,647 +/- 20
2,/s/512GB+database,512GB database,94th,3,611 +/- 75
3,/s/1024GB+Toshiba+KXG60ZNV1T02,1024GB Toshiba KXG60ZNV1T02,93rd,14,542
4,/s/1000GB+Samsung+SSD+860,1000GB Samsung SSD 860,89th,3,528 +/- 4
5,/s/250GB+Samsung+SSD+850,250GB Samsung SSD 850,85th,3,501 +/- 26
6,/s/500GB+CT500MX500SSD1,500GB CT500MX500SSD1,85th,3,501 +/- 7
7,/s/480GB+INTEL+SSDSC2BB48,480GB INTEL SSDSC2BB48,84th,12,496 +/- 11
9,/s/3999GB+DISK_RAID0,3999GB DISK_RAID0,75th,4,408 +/- 9
10,/s/1000GB+Seagate+ST1000DM010-2EP1,1000GB Seagate ST1000DM010-2EP1,58th,6,212 +/- 4
11,/s/2000GB+SMC3108,2000GB SMC3108,56th,8,206 +/- 1
12,/s/128GB+CORSAIR+CMFSSD-1,128GB CORSAIR CMFSSD-1,54th,3,202 +/- 2
13,/s/64GB+OCZ+VERTEX,64GB OCZ VERTEX,54th,3,199 +/- 3
14,/s/900GB+Seagate+ST900MM0026,900GB Seagate ST900MM0026,54th,3,198 +/- 1
16,/s/1000GB+Western+Digital+WD10EZEX-00W,1000GB Western Digital WD10EZEX-00W,46th,4,177 +/- 2
17,/s/500GB+Hitachi+HDS72105,500GB Hitachi HDS72105,36th,3,136
18,/s/1000GB+PERC+6,1000GB PERC 6,34th,5,129 +/- 3
19,/s/500GB+Seagate+ST500DM002-1BD14,500GB Seagate ST500DM002-1BD14,33rd,3,125 +/- 11
20,/s/1000GB+Seagate+ST31000524AS,1000GB Seagate ST31000524AS,29th,3,115 +/- 1
21,/s/500GB+SAMSUNG+HD502HI,500GB SAMSUNG HD502HI,26th,7,109 +/- 3
23,/s/1000GB+Western+Digital+WD10JPVT-75A,1000GB Western Digital WD10JPVT-75A,23rd,3,105 +/- 5
24,/s/750GB+SAMSUNG+HD753LJ,750GB SAMSUNG HD753LJ,21st,3,102 +/- 4
25,/s/1000GB+Seagate+ST1000LM024+HN-M,1000GB Seagate ST1000LM024 HN-M,19th,3,99 +/- 6
26,/s/250GB+Western+Digital+WD2500AAJS-7,250GB Western Digital WD2500AAJS-7,17th,3,94
27,/s/320GB+Hitachi+HTS54503,320GB Hitachi HTS54503,12th,3,74 +/- 4
28,/s/160GB+Seagate+ST3160812AS,160GB Seagate ST3160812AS,9th,6,66 +/- 2
