,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,98th,3,617 +/- 2
1,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,96th,5,622 +/- 37
2,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,91st,3,709 +/- 55
3,/s/AMD+EPYC+72F3+8-Core,AMD EPYC 72F3 8-Core,88th,3,729 +/- 4
4,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,87th,3,733 +/- 37
5,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,86th,3,737 +/- 38
6,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,86th,3,741 +/- 10
7,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,84th,3,754 +/- 48
8,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,80th,3,780 +/- 54
9,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,76th,3,804 +/- 9
10,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,76th,5,805 +/- 30
12,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,74th,3,810 +/- 27
13,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,74th,9,810 +/- 44
14,/s/Intel+Xeon+E-2288G,Intel Xeon E-2288G,72nd,4,831 +/- 28
15,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,70th,3,844 +/- 63
16,/s/Intel+Core+i7-8700K,Intel Core i7-8700K,67th,4,901 +/- 67
17,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,64th,3,921 +/- 20
18,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,63rd,4,948 +/- 44
19,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,57th,5,973 +/- 22
20,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,57th,3,976 +/- 17
21,/s/Intel+Core+i7-1185G7,Intel Core i7-1185G7,57th,3,979 +/- 28
22,/s/Intel+Xeon+Gold+6226R,Intel Xeon Gold 6226R,52nd,3,1019 +/- 61
24,/s/Intel+Core+i5-8400,Intel Core i5-8400,49th,3,1043 +/- 71
25,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,49th,5,1043 +/- 78
26,/s/Intel+Core+i7-10700T,Intel Core i7-10700T,49th,4,1047 +/- 9
27,/s/AMD+Ryzen+7+2700+Eight-Core,AMD Ryzen 7 2700 Eight-Core,44th,4,1076 +/- 52
28,/s/Intel+Xeon+E3-1275+v6,Intel Xeon E3-1275 v6,44th,3,1087 +/- 59
29,/s/Intel+Xeon+E3-1270+v5,Intel Xeon E3-1270 v5,44th,4,1103 +/- 72
30,/s/Intel+Xeon+E3-1280+v5,Intel Xeon E3-1280 v5,42nd,3,1116 +/- 63
31,/s/Intel+Core+i3-8100,Intel Core i3-8100,41st,3,1123 +/- 8
32,/s/Intel+Core+i7-8565U,Intel Core i7-8565U,40th,3,1126 +/- 53
33,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,37th,4,1142 +/- 102
34,/s/AMD+Ryzen+7+4700U,AMD Ryzen 7 4700U,34th,3,1181 +/- 61
35,/s/Intel+Xeon+E3-1231+v3,Intel Xeon E3-1231 v3,32nd,3,1195 +/- 12
36,/s/Intel+Core+i7-8550U,Intel Core i7-8550U,30th,4,1202 +/- 42
37,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,29th,4,1209 +/- 8
38,/s/Intel+Core+i7-4770K,Intel Core i7-4770K,28th,4,1216 +/- 81
39,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,27th,3,1218 +/- 47
41,/s/AMD+Ryzen+5+5500U,AMD Ryzen 5 5500U,23rd,3,1285 +/- 30
42,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,21st,4,1326 +/- 107
43,/s/AMD+Ryzen+5+3400G,AMD Ryzen 5 3400G,19th,5,1353 +/- 99
44,/s/Intel+Xeon+E3-1235L+v5,Intel Xeon E3-1235L v5,17th,3,1436 +/- 78
45,/s/Intel+Core+i3-7100,Intel Core i3-7100,13th,3,1590 +/- 32
46,/s/AMD+FX-8150+Eight-Core,AMD FX-8150 Eight-Core,9th,4,1886 +/- 103
47,/s/AMD+Ryzen+3+3200U,AMD Ryzen 3 3200U,9th,3,1889 +/- 96
48,/s/ARMv8+Cortex-A72+4-Core,ARMv8 Cortex-A72 4-Core,2nd,5,7171 +/- 202
