,idproc,descproc,percentile,nbproc,perf
0,/s/466GB+Samsung+SSD+970+EVO+Plus,466GB Samsung SSD 970 EVO Plus,99th,5,1332 +/- 170
1,/s/233GB+Samsung+SSD+970+EVO,233GB Samsung SSD 970 EVO,84th,5,336 +/- 15
2,/s/224GB+VisionTek,224GB VisionTek,77th,7,310 +/- 21
3,/s/238GB+MTFDDAK256MAM-1K1,238GB MTFDDAK256MAM-1K1,77th,6,310 +/- 16
5,/s/224GB+PNY+CS900+240GB+SSD,224GB PNY CS900 240GB SSD,69th,10,276 +/- 10
6,/s/119GB+SAMSUNG+MZNTE128HMGR-000L1,119GB SAMSUNG MZNTE128HMGR-000L1,60th,6,251 +/- 26
7,/s/112GB+ADATA+SU700,112GB ADATA SU700,58th,7,248 +/- 2
8,/s/119GB+TOSHIBA,119GB TOSHIBA,54th,5,236 +/- 3
10,/s/112GB+INTEL+SSDSC2BW120A4,112GB INTEL SSDSC2BW120A4,49th,20,226 +/- 19
11,/s/489GB+Crucial_CT525MX300SSD1,489GB Crucial_CT525MX300SSD1,32nd,10,180 +/- 13
13,/s/59GB+SanDisk+SDSSDP064G,59GB SanDisk SDSSDP064G,13th,6,168 +/- 23
14,/s/60GB+ADATA+SP600,60GB ADATA SP600,7th,4,83 +/- 1
15,/s/149GB+FUJITSU+MHZ2160BH+G2,149GB FUJITSU MHZ2160BH G2,3rd,3,51
