,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,87th,4,149
1,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,85th,3,147
2,/s/Intel+Xeon+E-2288G,Intel Xeon E-2288G,81st,7,129 +/- 6
3,/s/AMD+EPYC+7502+32-Core,AMD EPYC 7502 32-Core,80th,3,128 +/- 1
5,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,73rd,3,107 +/- 2
6,/s/2+x+AMD+EPYC+7F72+24-Core,2 x AMD EPYC 7F72 24-Core,71st,3,100 +/- 1
7,/s/AMD+EPYC+7313+16-Core,AMD EPYC 7313 16-Core,69th,6,99
8,/s/Intel+Core+i7-4790K,Intel Core i7-4790K,66th,4,89 +/- 4
9,/s/AMD+EPYC+7F72+24-Core,AMD EPYC 7F72 24-Core,65th,3,87
10,/s/Intel+Core+i3-7100,Intel Core i3-7100,62nd,3,86 +/- 1
11,/s/Intel+Core+i7-5775C,Intel Core i7-5775C,56th,6,81 +/- 2
12,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,54th,9,80 +/- 5
13,/s/Intel+Core+i3-8100,Intel Core i3-8100,51st,3,77
14,/s/AMD+Ryzen+7+2700+Eight-Core,AMD Ryzen 7 2700 Eight-Core,51st,4,76 +/- 10
16,/s/AMD+Ryzen+7+1800X+Eight-Core,AMD Ryzen 7 1800X Eight-Core,45th,4,66 +/- 1
17,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,43rd,6,63 +/- 1
18,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,40th,3,60 +/- 1
19,/s/Intel+Xeon+E3-1260L+v5,Intel Xeon E3-1260L v5,40th,3,60 +/- 2
20,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,37th,3,57
21,/s/2+x+Intel+Xeon+Platinum+8124M,2 x Intel Xeon Platinum 8124M,33rd,3,51
22,/s/Intel+Core+i5-6500,Intel Core i5-6500,31st,3,48
23,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,30th,3,48
24,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,30th,3,48
26,/s/Intel+Core+i7-10700T,Intel Core i7-10700T,25th,8,41
27,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,17th,3,20
28,/s/Intel+Core+i7-7820X,Intel Core i7-7820X,4th,3,4
