,idproc,descproc,percentile,nbproc,perf
0,/s/XFX+AMD+Radeon+R9+290,XFX AMD Radeon R9 290,96th,3,236 +/- 10
1,/s/ASUS+AMD+Radeon+HD+7800,ASUS AMD Radeon HD 7800,92nd,3,218 +/- 27
2,/s/Sapphire+AMD+Radeon+HD+6870,Sapphire AMD Radeon HD 6870,92nd,5,217 +/- 15
3,/s/Sapphire+AMD+Radeon+HD+6800,Sapphire AMD Radeon HD 6800,90th,3,208 +/- 9
4,/s/XFX+AMD+Radeon+HD+7900,XFX AMD Radeon HD 7900,90th,5,207 +/- 28
5,/s/Sapphire+AMD+Radeon+HD+5830,Sapphire AMD Radeon HD 5830,81st,4,164 +/- 23
7,/s/Sapphire+AMD+Radeon+HD+6770,Sapphire AMD Radeon HD 6770,74th,4,140 +/- 15
9,/s/AMD+Radeon+HD+6670,AMD Radeon HD 6670,46th,171,107 +/- 1
11,/s/Sapphire+AMD+Radeon+HD+4770,Sapphire AMD Radeon HD 4770,20th,3,81 +/- 1
12,/s/ASUS+AMD+Radeon+HD+8400,ASUS AMD Radeon HD 8400,11th,3,40
13,/s/AMD+Radeon+HD+8400,AMD Radeon HD 8400,11th,8,39 +/- 2
