,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,97th,4,14.6
1,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,96th,5,14.6 +/- 0.1
2,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,95th,3,14.7 +/- 0.3
3,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,94th,8,15.2 +/- 1.2
4,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,94th,3,16.0 +/- 0.1
5,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,91st,3,16.5 +/- 0.1
6,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,88th,4,16.6 +/- 0.3
7,/s/Intel+Core+i7-8086K,Intel Core i7-8086K,88th,3,16.6 +/- 0.1
8,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,88th,3,16.6 +/- 0.2
9,/s/AMD+Ryzen+9+5900HX,AMD Ryzen 9 5900HX,82nd,13,17.1 +/- 0.3
10,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,81st,3,17.1 +/- 0.2
11,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,80th,3,17.2 +/- 0.3
12,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,78th,3,17.4 +/- 0.3
13,/s/Intel+Core+i7-8700K,Intel Core i7-8700K,77th,3,17.5 +/- 0.3
14,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,77th,4,17.7 +/- 0.6
16,/s/AMD+Ryzen+5+3600XT+6-Core,AMD Ryzen 5 3600XT 6-Core,74th,3,18.0 +/- 1.2
17,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,72nd,3,18.3
18,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,72nd,9,18.3 +/- 0.3
19,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,69th,4,19.0
20,/s/Intel+Core+i7-9750H,Intel Core i7-9750H,67th,3,19.6 +/- 0.2
21,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,65th,7,19.7 +/- 0.1
22,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,63rd,3,19.8 +/- 0.2
23,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,61st,3,20.1 +/- 0.1
24,/s/Intel+Core+i5-8400,Intel Core i5-8400,61st,3,20.1 +/- 0.3
25,/s/Intel+Xeon+E3-1275+v6,Intel Xeon E3-1275 v6,59th,4,20.2 +/- 0.2
26,/s/Intel+Core+i7-7700K,Intel Core i7-7700K,59th,3,20.3 +/- 0.1
27,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,56th,3,20.5 +/- 0.1
28,/s/AMD+Ryzen+5+5600G,AMD Ryzen 5 5600G,54th,3,20.6 +/- 0.1
29,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,53rd,9,20.6 +/- 0.2
30,/s/Intel+Core+i3-10100,Intel Core i3-10100,52nd,3,20.7
32,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,49th,3,20.9
33,/s/Intel+Core+i7-8565U,Intel Core i7-8565U,48th,4,20.9 +/- 0.1
34,/s/AMD+EPYC+7453+28-Core,AMD EPYC 7453 28-Core,47th,3,21.0 +/- 0.1
35,/s/Intel+Xeon+E3-1280+v5,Intel Xeon E3-1280 v5,44th,4,21.4
36,/s/Intel+Core+i7-10700T,Intel Core i7-10700T,42nd,4,21.5 +/- 0.1
37,/s/AMD+Ryzen+5+5500U,AMD Ryzen 5 5500U,40th,10,21.6 +/- 0.2
38,/s/Intel+Xeon+E3-1260L+v5,Intel Xeon E3-1260L v5,39th,3,21.6
39,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,38th,3,21.8 +/- 1.0
40,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,35th,5,22.2 +/- 0.1
41,/s/Intel+Xeon+Gold+6226R,Intel Xeon Gold 6226R,35th,4,22.2 +/- 0.1
42,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,33rd,3,22.6 +/- 0.1
43,/s/AMD+Ryzen+7+4700U,AMD Ryzen 7 4700U,32nd,3,22.9 +/- 0.1
44,/s/Intel+Xeon+E3-1245+v5,Intel Xeon E3-1245 v5,29th,4,23.7
45,/s/Intel+Xeon+E3-1270+v5,Intel Xeon E3-1270 v5,27th,4,23.8 +/- 0.1
46,/s/AMD+Ryzen+3+2200G,AMD Ryzen 3 2200G,26th,3,24.0 +/- 0.1
47,/s/Intel+Core+i7-6800K,Intel Core i7-6800K,26th,3,24.1 +/- 1.4
49,/s/Intel+Core+i7-4770K,Intel Core i7-4770K,24th,4,24.6 +/- 0.1
