,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,100th,4,11.6 +/- 0.4
1,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,99th,6,13.0 +/- 1.0
2,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,97th,3,13.4 +/- 0.1
3,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,97th,3,14.0 +/- 1.0
5,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,61st,3,16.0
6,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,59th,3,16.8 +/- 0.1
7,/s/2+x+AMD+EPYC+7742+64-Core,2 x AMD EPYC 7742 64-Core,54th,7,18.1 +/- 1.3
8,/s/AMD+EPYC+7642+48-Core,AMD EPYC 7642 48-Core,54th,4,18.6 +/- 1.2
10,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,24th,6,20.3 +/- 0.3
12,/s/2+x+Intel+Xeon+Silver+4215R,2 x Intel Xeon Silver 4215R,24th,4,20.4 +/- 0.4
13,/s/Intel+Core+i5-6500,Intel Core i5-6500,9th,9,25.4 +/- 1.1
14,/s/Intel+Core+i7+990X,Intel Core i7 990X,8th,4,26.9 +/- 0.1
15,/s/Intel+Core+i3-3110M,Intel Core i3-3110M,3rd,6,39.5 +/- 1.1
