,idproc,descproc,percentile,nbproc,perf
0,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,96th,4,53 +/- 6
1,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,96th,5,53 +/- 1
2,/s/2+x+Intel+Xeon+Platinum+8252C,2 x Intel Xeon Platinum 8252C,92nd,3,55 +/- 1
3,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,87th,4,58
4,/s/Intel+Core+i5-8400,Intel Core i5-8400,87th,4,58 +/- 7
5,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,81st,3,61 +/- 1
6,/s/Intel+Core+i7-4770K,Intel Core i7-4770K,81st,7,61 +/- 6
7,/s/Intel+Core+i5-4670,Intel Core i5-4670,77th,6,62 +/- 2
8,/s/Intel+Core+i3-8100,Intel Core i3-8100,77th,4,62 +/- 7
10,/s/Intel+Core+i7-7900X,Intel Core i7-7900X,73rd,5,64 +/- 8
11,/s/Intel+Core+i7-3770K,Intel Core i7-3770K,71st,9,65 +/- 10
12,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,69th,4,66 +/- 4
13,/s/Intel+Core+i7-4960X,Intel Core i7-4960X,69th,7,66 +/- 9
14,/s/Intel+Core+i5-6500,Intel Core i5-6500,68th,4,67 +/- 8
15,/s/Intel+Xeon+E5-1680+v3,Intel Xeon E5-1680 v3,66th,10,68 +/- 8
16,/s/2+x+Intel+Xeon+Gold+6138,2 x Intel Xeon Gold 6138,66th,8,68 +/- 2
17,/s/Intel+Core+i7-2700K,Intel Core i7-2700K,64th,10,69 +/- 8
18,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,61st,5,70 +/- 9
19,/s/Intel+Core+i7-3960X,Intel Core i7-3960X,60th,5,71 +/- 9
20,/s/Intel+Core+i7+990X,Intel Core i7 990X,52nd,5,76 +/- 7
21,/s/Intel+Xeon+E5-2687W+v3,Intel Xeon E5-2687W v3,52nd,5,76 +/- 10
23,/s/Intel+Core+i3-2120,Intel Core i3-2120,37th,15,89 +/- 11
24,/s/Intel+Core+i5-5300U,Intel Core i5-5300U,30th,10,100 +/- 13
26,/s/AMD+EPYC+7J13+64-Core,AMD EPYC 7J13 64-Core,7th,38,135
27,/s/Intel+Celeron+N3050,Intel Celeron N3050,4th,4,286 +/- 19
