,idproc,descproc,percentile,nbproc,perf
0,/s/16+x+8192+MB+DDR4-2667MT,16 x 8192 MB DDR4-2667MT,100th,10,236233 +/- 10097
1,/s/12+x+8192+MB+DDR4-2666MT,12 x 8192 MB DDR4-2666MT,99th,4,127355 +/- 9631
2,/s/12+x+32+GB+DDR4-2400MHz+Micron+36ASF4G72PZ-2G6D1,12 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1,99th,5,124265 +/- 5358
3,/s/8+x+8192+MB+DDR4-2666MT,8 x 8192 MB DDR4-2666MT,99th,3,119746 +/- 5641
4,/s/12+x+32+GB+DDR4-2400MHz+M393A4K40CB2-CTD,12 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD,99th,3,118928 +/- 6495
5,/s/12+x+16384+MB+DDR4-2400MHz+Hynix+HMA82GR7AFR4N-VK,12 x 16384 MB DDR4-2400MHz Hynix HMA82GR7AFR4N-VK,98th,4,108388 +/- 6744
6,/s/12+x+16384+MB+DDR4-2666MT,12 x 16384 MB DDR4-2666MT,98th,10,107886 +/- 16156
7,/s/12+x+16384+MB+DDR4-2400MHz+M393A2K40BB2-CTD,12 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD,97th,3,101328 +/- 4325
8,/s/6+x+32+GB+DDR4-2933MHz+Samsung+M393A4K40CB2-CVF,6 x 32 GB DDR4-2933MHz Samsung M393A4K40CB2-CVF,96th,7,91619 +/- 1841
9,/s/7.875+x+32768+MB+DDR4-2133MHz+Samsung,7.875 x 32768 MB DDR4-2133MHz Samsung,95th,5,90513 +/- 211
10,/s/8+x+16384+MB+DDR4-2134MHz+Kingston,8 x 16384 MB DDR4-2134MHz Kingston,95th,3,90357 +/- 8519
11,/s/6+x+32+GB+DDR4-2933MT,6 x 32 GB DDR4-2933MT,95th,19,88066 +/- 11208
12,/s/8+x+16384+MB+DDR4-2400MHz+M393A2K43BB1-CTD,8 x 16384 MB DDR4-2400MHz M393A2K43BB1-CTD,94th,3,86001 +/- 12720
13,/s/8+x+32+GB+DDR4-2400MT,8 x 32 GB DDR4-2400MT,93rd,3,83646 +/- 12007
14,/s/16+x+8192+MB+2133MHz+Samsung+M393A1G40EB1-CRC,16 x 8192 MB 2133MHz Samsung M393A1G40EB1-CRC,91st,4,76039 +/- 284
15,/s/8+x+8192+MB+DDR4-2133MHz+Samsung+M393A1G40DB0-CPB,8 x 8192 MB DDR4-2133MHz Samsung M393A1G40DB0-CPB,90th,16,75504 +/- 1633
16,/s/8+x+16384+MB+DDR4-1866MHz,8 x 16384 MB DDR4-1866MHz,90th,5,74281 +/- 6763
17,/s/6+x+32+GB+DDR4-2400MHz+M393A4K40CB2-CTD,6 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD,90th,9,73262 +/- 801
18,/s/8+x+8192+MB+DDR4-2400MHz+Samsung,8 x 8192 MB DDR4-2400MHz Samsung,89th,3,71157 +/- 988
19,/s/6+x+32+GB+DDR4-2400MHz+Micron+36ASF4G72PZ-2G6D1,6 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1,89th,6,70824 +/- 9812
20,/s/6+x+4096+MB+DDR4-2666MT,6 x 4096 MB DDR4-2666MT,88th,4,65265 +/- 6864
21,/s/16+x+16384+MB+DDR3-1333MT,16 x 16384 MB DDR3-1333MT,87th,4,64178 +/- 125
22,/s/8+x+16384+MB+DDR3-1600MT,8 x 16384 MB DDR3-1600MT,87th,5,62972 +/- 988
23,/s/8+x+8192+MB+DDR4-2133MHz+Micron,8 x 8192 MB DDR4-2133MHz Micron,86th,9,62527 +/- 2202
24,/s/8+x+8192+MB+DDR4-3200MT,8 x 8192 MB DDR4-3200MT,83rd,64,61512 +/- 1391
25,/s/8+x+GB+DDR4-3200MT,8 x GB DDR4-3200MT,83rd,171,61271 +/- 1629
26,/s/4+x+32+GB+DDR4-2933MT,4 x 32 GB DDR4-2933MT,82nd,6,59288 +/- 4092
27,/s/6+x+16384+MB+DDR4-2400MHz+M393A2K40BB2-CTD,6 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD,80th,3,55947 +/- 1340
28,/s/8+x+32+GB+DDR4-2400MHz+HMA84GR7AFR4N-VK,8 x 32 GB DDR4-2400MHz HMA84GR7AFR4N-VK,80th,3,53607 +/- 93
29,/s/8+x+8192+MB+DDR4-2134MT,8 x 8192 MB DDR4-2134MT,78th,3,52417 +/- 137
30,/s/8+x+16384+MB+DDR4-2133MHz+HMA42GR7MFR4N-TF,8 x 16384 MB DDR4-2133MHz HMA42GR7MFR4N-TF,76th,47,51863 +/- 2423
32,/s/4+x+32+GB+DDR4-2400MHz+M393A4K40CB2-CTD,4 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD,74th,5,50536 +/- 935
33,/s/8+x+32+GB+DDR4-2400MHz+M393A4K40CB2-CTD,8 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD,74th,3,50473 +/- 941
34,/s/4+x+8+GB+DDR4-3600MT,4 x 8 GB DDR4-3600MT,73rd,3,50270 +/- 319
35,/s/4+x+32+GB+DDR4-2400MHz+Micron+36ASF4G72PZ-2G6D1,4 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1,68th,6,48542 +/- 6137
36,/s/6+x+16384+MB+DDR4-2400MHz+HMA82GR7AFR8N-VK,6 x 16384 MB DDR4-2400MHz HMA82GR7AFR8N-VK,66th,3,47644 +/- 354
37,/s/8+x+32+GB+DDR4-2133MHz+Samsung+M386A4G40DM0-CPB,8 x 32 GB DDR4-2133MHz Samsung M386A4G40DM0-CPB,64th,108,46486 +/- 4968
38,/s/16+x+16384+MB+DDR3-1333MHz+Micron+36KSF2G72PZ-1G6N1,16 x 16384 MB DDR3-1333MHz Micron 36KSF2G72PZ-1G6N1,63rd,4,45877 +/- 240
39,/s/16+x+16384+MB+DDR3-1600MHz+Samsung,16 x 16384 MB DDR3-1600MHz Samsung,62nd,3,45465 +/- 456
40,/s/3.9375+x+32768+MB+DDR4-2400MT,3.9375 x 32768 MB DDR4-2400MT,62nd,4,45319 +/- 3162
41,/s/8+x+16384+MB+DDR3-1333MHz+Micron+36KSF2G72PZ-1G6N1,8 x 16384 MB DDR3-1333MHz Micron 36KSF2G72PZ-1G6N1,60th,89,45030 +/- 344
42,/s/4+x+16384+MB+DDR3-1866MT,4 x 16384 MB DDR3-1866MT,58th,3,43715 +/- 238
43,/s/16+x+16384+MB+DDR4-2400MHz+HMA82GR7AFR8N-VK,16 x 16384 MB DDR4-2400MHz HMA82GR7AFR8N-VK,56th,5,42561 +/- 383
44,/s/4+x+16384+MB+DDR4-2400MT,4 x 16384 MB DDR4-2400MT,56th,3,42383 +/- 6038
45,/s/16+x+16384+MB+DDR4-2400MHz+Samsung,16 x 16384 MB DDR4-2400MHz Samsung,53rd,3,39526 +/- 247
46,/s/8+x+16384+MB+DDR4-2400MHz+M393A2K40BB2-CTD,8 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD,53rd,3,39226 +/- 1235
47,/s/4+x+16384+MB+DDR4-2400MHz+M393A2K40BB2-CTD,4 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD,52nd,3,38315 +/- 771
48,/s/32+x+4096+MB+DDR3-1067MHz+Hynix,32 x 4096 MB DDR3-1067MHz Hynix,52nd,3,37707 +/- 22
49,/s/16+x+4096+MB+DDR3-1600MHz+Samsung,16 x 4096 MB DDR3-1600MHz Samsung,52nd,3,37425 +/- 272
51,/s/4+x+32+GB+DDR4-2400MHz+HMA84GR7AFR4N-VK,4 x 32 GB DDR4-2400MHz HMA84GR7AFR4N-VK,48th,3,32879 +/- 260
52,/s/9+x+32+GB+DDR4-2400MHz+Micron+36ASF4G72PZ-2G6D1,9 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1,47th,5,31366 +/- 758
53,/s/2+x+32+GB+DDR4-2933MT,2 x 32 GB DDR4-2933MT,46th,5,30967 +/- 115
54,/s/9+x+32+GB+DDR4-2400MHz+M393A4K40CB2-CTD,9 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD,43rd,3,30183 +/- 371
