,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,97th,29,17 +/- 2
1,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,96th,88,17 +/- 1
2,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,95th,14,17 +/- 1
3,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,91st,24,18 +/- 2
4,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,90th,41,18 +/- 1
5,/s/2+x+AMD+EPYC+7443+24-Core,2 x AMD EPYC 7443 24-Core,89th,3,18 +/- 1
6,/s/2+x+AMD+EPYC+7343+16-Core,2 x AMD EPYC 7343 16-Core,89th,4,18 +/- 1
7,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,87th,22,19 +/- 1
8,/s/AMD+EPYC+74F3+24-Core,AMD EPYC 74F3 24-Core,86th,4,19
9,/s/AMD+EPYC+73F3+16-Core,AMD EPYC 73F3 16-Core,86th,4,19
10,/s/AMD+EPYC+75F3+32-Core,AMD EPYC 75F3 32-Core,86th,4,19
11,/s/2+x+AMD+EPYC+75F3+32-Core,2 x AMD EPYC 75F3 32-Core,84th,4,19
12,/s/2+x+AMD+EPYC+73F3+16-Core,2 x AMD EPYC 73F3 16-Core,84th,4,19
13,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,83rd,9,19
14,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,83rd,31,19 +/- 2
15,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,82nd,18,20 +/- 1
16,/s/2+x+Intel+Xeon+Gold+6250,2 x Intel Xeon Gold 6250,82nd,5,20 +/- 2
17,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,81st,42,20 +/- 2
18,/s/Intel+Xeon+Platinum+8380,Intel Xeon Platinum 8380,81st,6,20
19,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,80th,10,20 +/- 2
20,/s/Intel+Core+i9-9900K,Intel Core i9-9900K,80th,13,20 +/- 1
