,idproc,descproc,percentile,nbproc,perf
0,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,100th,4,3125060 +/- 9287
1,/s/2+x+Intel+Xeon+Platinum+8380,2 x Intel Xeon Platinum 8380,99th,4,2412199 +/- 1223
2,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,96th,9,785715 +/- 13946
3,/s/AMD+EPYC+7763+64-Core,AMD EPYC 7763 64-Core,94th,4,752005 +/- 82
4,/s/2+x+AMD+EPYC+7453+28-Core,2 x AMD EPYC 7453 28-Core,93rd,4,690559 +/- 1008
5,/s/AMD+EPYC+7713+64-Core,AMD EPYC 7713 64-Core,91st,8,662611 +/- 2845
6,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,89th,3,541909 +/- 1008
7,/s/Intel+Xeon+Platinum+8380,Intel Xeon Platinum 8380,86th,9,422319 +/- 1508
8,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,82nd,18,415099 +/- 4282
9,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,79th,3,409688 +/- 4295
10,/s/2+x+AMD+EPYC+7343+16-Core,2 x AMD EPYC 7343 16-Core,79th,4,408236 +/- 6941
12,/s/AMD+EPYC+7453+28-Core,AMD EPYC 7453 28-Core,75th,4,370628 +/- 446
13,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,74th,3,354560 +/- 17374
14,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,71st,10,263527 +/- 1879
15,/s/2+x+Intel+Xeon+Gold+5220R,2 x Intel Xeon Gold 5220R,70th,3,261101 +/- 2809
16,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,68th,4,253572 +/- 1412
17,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,65th,6,210842 +/- 901
18,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,64th,4,206920 +/- 2287
19,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,63rd,3,205705 +/- 1888
20,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,62nd,3,190270 +/- 727
21,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,61st,3,187465 +/- 287
22,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,60th,3,182097 +/- 2155
23,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,57th,8,158553 +/- 611
24,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,55th,6,145655 +/- 8275
25,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,55th,4,144788 +/- 1113
26,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,53rd,4,140656 +/- 973
28,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,50th,4,129608 +/- 1054
29,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,49th,3,124015 +/- 591
30,/s/AMD+Ryzen+5+5600G,AMD Ryzen 5 5600G,46th,3,116254 +/- 387
