,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,100th,5,2.6 +/- 0.1
1,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,99th,6,2.6
2,/s/Intel+Core+i9-9900K,Intel Core i9-9900K,97th,8,2.9 +/- 0.1
3,/s/Intel+Core+i7-9700K,Intel Core i7-9700K,96th,8,3.0 +/- 0.1
4,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,94th,3,3.2 +/- 0.4
5,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,92nd,7,3.3 +/- 0.1
6,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,90th,6,3.3 +/- 0.2
7,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,88th,12,3.4 +/- 0.2
8,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,87th,3,3.4 +/- 0.1
9,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,86th,6,3.5 +/- 0.3
10,/s/AMD+Ryzen+5+3600+6-Core,AMD Ryzen 5 3600 6-Core,86th,7,3.5 +/- 0.1
11,/s/Intel+Core+i7-2600K,Intel Core i7-2600K,82nd,3,3.7 +/- 0.1
12,/s/AMD+Ryzen+7+2700X+Eight-Core,AMD Ryzen 7 2700X Eight-Core,80th,3,3.8 +/- 0.1
13,/s/Intel+Core+i5-2500K,Intel Core i5-2500K,78th,5,3.9 +/- 0.4
14,/s/AMD+Ryzen+5+3400G,AMD Ryzen 5 3400G,76th,4,4.0 +/- 0.1
16,/s/Intel+Core+i7-6700,Intel Core i7-6700,75th,13,4.1
17,/s/2+x+AMD+EPYC+7742+64-Core,2 x AMD EPYC 7742 64-Core,70th,5,4.2 +/- 0.1
18,/s/Intel+Xeon+E3-1280+v5,Intel Xeon E3-1280 v5,68th,6,4.2 +/- 0.5
19,/s/2+x+Intel+Xeon+E5-2680+v2,2 x Intel Xeon E5-2680 v2,65th,4,4.3 +/- 0.1
20,/s/Intel+Core+i7-2700K,Intel Core i7-2700K,63rd,8,4.3 +/- 0.1
21,/s/2+x+Intel+Xeon+Platinum+8168,2 x Intel Xeon Platinum 8168,63rd,8,4.3
22,/s/AMD+EPYC+7302P+16-Core,AMD EPYC 7302P 16-Core,61st,9,4.3 +/- 0.1
23,/s/AMD+Ryzen+5+2600+Six-Core,AMD Ryzen 5 2600 Six-Core,61st,39,4.3 +/- 0.1
24,/s/AMD+Ryzen+5+2400G,AMD Ryzen 5 2400G,57th,6,4.4 +/- 0.4
25,/s/2+x+Intel+Xeon+E5-2698+v3,2 x Intel Xeon E5-2698 v3,54th,4,4.4
26,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,53rd,3,4.4 +/- 0.1
28,/s/2+x+Intel+Xeon+E5-2697+v3,2 x Intel Xeon E5-2697 v3,50th,4,4.5
29,/s/2+x+Intel+Xeon+E5-2699+v3,2 x Intel Xeon E5-2699 v3,48th,8,4.5 +/- 0.2
30,/s/Intel+Core+i7-6820HQ,Intel Core i7-6820HQ,48th,5,4.6 +/- 0.1
31,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,47th,4,4.6 +/- 0.6
32,/s/Intel+Core+i7-4700MQ,Intel Core i7-4700MQ,45th,3,4.7
33,/s/Intel+Core+i5-4440S,Intel Core i5-4440S,44th,3,4.8
34,/s/2+x+Intel+Xeon+E5-2680+v3,2 x Intel Xeon E5-2680 v3,43rd,4,4.8
35,/s/AMD+FX-8350+Eight-Core,AMD FX-8350 Eight-Core,41st,21,4.9
36,/s/2+x+Intel+Xeon+E5-2669+v3,2 x Intel Xeon E5-2669 v3,34th,6,5.1 +/- 0.1
37,/s/POWER9+44-Core,POWER9 44-Core,30th,6,5.6
38,/s/Intel+Core+i7+920,Intel Core i7 920,28th,7,5.6
39,/s/2+x+AMD+EPYC+7551+32-Core,2 x AMD EPYC 7551 32-Core,27th,5,5.6 +/- 0.1
40,/s/POWER9+altivec+supported+64-Core,POWER9 altivec supported 64-Core,27th,4,5.7
41,/s/2+x+AMD+EPYC+7532+32-Core,2 x AMD EPYC 7532 32-Core,26th,4,5.7
43,/s/Intel+Core+2+Quad+Q9650,Intel Core 2 Quad Q9650,25th,3,5.8 +/- 0.2
44,/s/AMD+Athlon+II+X4+630,AMD Athlon II X4 630,25th,5,5.8
45,/s/AMD+EPYC+7551P+32-Core,AMD EPYC 7551P 32-Core,22nd,4,6.5
46,/s/Ampere+eMAG+ARMv8+32-Core,Ampere eMAG ARMv8 32-Core,21st,3,6.6
47,/s/ARMv8+rev+0+6-Core,ARMv8 rev 0 6-Core,14th,3,9.5 +/- 0.2
48,/s/ARMv8+Cortex-A72+4-Core,ARMv8 Cortex-A72 4-Core,13th,5,10.9 +/- 0.2
49,/s/2+x+Intel+Xeon+E5-2630+v3,2 x Intel Xeon E5-2630 v3,10th,26,12.8
50,/s/ARMv7+Cortex-A72+4-Core,ARMv7 Cortex-A72 4-Core,6th,12,13.7 +/- 1.1
51,/s/Intel+Pentium+4+3.20GHz,Intel Pentium 4 3.20GHz,5th,3,14.2 +/- 0.2
