,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,88th,351,27506 +/- 57
2,/s/NVIDIA+GeForce+RTX+3080+Ti,NVIDIA GeForce RTX 3080 Ti,75th,80,25741 +/- 27
3,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,68th,70,22569 +/- 38
4,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,62nd,4,16468 +/- 22
5,/s/NVIDIA+GeForce+RTX+3070+Ti,NVIDIA GeForce RTX 3070 Ti,62nd,4,15524 +/- 35
6,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,62nd,6,15275 +/- 32
7,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,60th,6,12836 +/- 29
8,/s/AMD+Radeon+RX+6700,AMD Radeon RX 6700,60th,4,12432 +/- 38
9,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,59th,4,11871 +/- 53
10,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,59th,4,10857 +/- 34
11,/s/AMD+Radeon+RX+56,AMD Radeon RX 56,59th,8,10255 +/- 603
12,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,58th,5,9775 +/- 54
13,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,56th,10,9151 +/- 22
14,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,56th,6,9051 +/- 15
15,/s/AMD+Radeon+RX+5600+OEM,AMD Radeon RX 5600 OEM,56th,23,8735 +/- 920
16,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,55th,3,8436 +/- 27
17,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,55th,5,8272 +/- 62
18,/s/NVIDIA+Quadro+RTX+4000,NVIDIA Quadro RTX 4000,55th,4,8261 +/- 117
19,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,54th,3,7124 +/- 328
20,/s/Sapphire+AMD+Radeon+RX+470,Sapphire AMD Radeon RX 470,53rd,20,5544 +/- 775
21,/s/NVIDIA+GeForce+GTX+1060,NVIDIA GeForce GTX 1060,51st,5,4693 +/- 9
22,/s/Gigabyte+AMD+Radeon+RX+470,Gigabyte AMD Radeon RX 470,51st,3,4304 +/- 20
23,/s/Sapphire+AMD+Radeon+RX+550+640SP,Sapphire AMD Radeon RX 550 640SP,51st,4,2472 +/- 3
24,/s/Apple+M1,Apple M1,51st,84,2366
26,/s/Intel+UHD+620+KBL+GT2,Intel UHD 620 KBL GT2,4th,4,339
28,/s/Intel+UHD+620+WHL+GT2,Intel UHD 620 WHL GT2,4th,3,339
29,/s/Gigabyte+Intel+HD+630+KBL+GT2,Gigabyte Intel HD 630 KBL GT2,4th,3,338
30,/s/MSI+Intel+UHD+630,MSI Intel UHD 630,3rd,10,326 +/- 21
31,/s/Intel+UHD+630+CFL+GT2,Intel UHD 630 CFL GT2,3rd,4,310
32,/s/Gigabyte+Intel+UHD+630+CML+GT2,Gigabyte Intel UHD 630 CML GT2,2nd,3,309
33,/s/Intel+HD+530+SKL+GT2,Intel HD 530 SKL GT2,2nd,6,279
