,idproc,descproc,percentile,nbproc,perf
0,/s/960GB+INTEL+SSDPED1D960GAY,960GB INTEL SSDPED1D960GAY,100th,9,3825147 +/- 48175
1,/s/800GB+INTEL,800GB INTEL,94th,7,2201043 +/- 208018
2,/s/4+x+2048GB+MR9460-16i,4 x 2048GB MR9460-16i,87th,14,1930331 +/- 22560
3,/s/4+x+1000GB+INTEL+SSDPELKX010T8,4 x 1000GB INTEL SSDPELKX010T8,83rd,3,1862651 +/- 9819
4,/s/4+x+1024GB+KXG60ZNV1T02+TOSHIBA,4 x 1024GB KXG60ZNV1T02 TOSHIBA,82nd,4,1808502 +/- 79234
5,/s/2396GB+MR9271-8i,2396GB MR9271-8i,78th,5,1671214 +/- 139996
6,/s/2396GB+MR9266-8i,2396GB MR9266-8i,77th,3,1602054 +/- 111094
8,/s/80GB+INTEL+SSDSCKGW08,80GB INTEL SSDSCKGW08,75th,12,1541275 +/- 183623
9,/s/2+x+32GB+SATA+SSD,2 x 32GB SATA SSD,73rd,11,1498376 +/- 21025
10,/s/1000GB+Force+MP600,1000GB Force MP600,70th,5,1396450 +/- 121918
11,/s/8+x+300GB+H106030SDSUN300G,8 x 300GB H106030SDSUN300G,69th,8,1360222 +/- 123614
12,/s/256GB+TOSHIBA-RD400,256GB TOSHIBA-RD400,64th,14,1257242 +/- 90171
13,/s/Force+MP600,Force MP600,58th,3,1084109 +/- 5325
14,/s/1000GB+Western+Digital+WD_BLACK+SN850+1TB,1000GB Western Digital WD_BLACK SN850 1TB,58th,6,1074168 +/- 46115
15,/s/2398GB+HW-SAS3508,2398GB HW-SAS3508,52nd,5,906590 +/- 131203
17,/s/20+x+500GB+Samsung+SSD+860,20 x 500GB Samsung SSD 860,50th,13,806679 +/- 46787
18,/s/120GB+SSDSCKJB120G7R,120GB SSDSCKJB120G7R,48th,3,782098 +/- 6436
19,/s/32GB+TS32GMSA510,32GB TS32GMSA510,33rd,4,438061 +/- 14193
20,/s/512GB+INTEL+SSDPEKNW512G8,512GB INTEL SSDPEKNW512G8,29th,3,382654 +/- 8887
22,/s/250GB+Tech,250GB Tech,25th,4,285847 +/- 7407
23,/s/20+x+ATA+Samsung+SSD+860+1B6Q,20 x ATA Samsung SSD 860 1B6Q,22nd,87,161830 +/- 168
24,/s/238GB+INTEL+SSDPEKKW256G8,238GB INTEL SSDPEKKW256G8,7th,3,8072 +/- 484
25,/s/238GB+NVMe+INTEL+SSDPEKKW25,238GB NVMe INTEL SSDPEKKW25,6th,5,7509 +/- 378
26,/s/2+x+932GB+WDC+WD10EZEX-00BN5A0,2 x 932GB WDC WD10EZEX-00BN5A0,5th,8,7021 +/- 301
