,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,97th,16,212894 +/- 2213
1,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,94th,5,209773 +/- 668
2,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,93rd,8,209321 +/- 4764
3,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,88th,9,204945 +/- 1593
4,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,87th,12,203956 +/- 9530
5,/s/AMD+Ryzen+5+5600G,AMD Ryzen 5 5600G,86th,4,196592 +/- 720
6,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,83rd,6,190850 +/- 21959
7,/s/Intel+Core+i7-1185G7,Intel Core i7-1185G7,82nd,3,184411 +/- 2090
8,/s/Intel+Core+i7-1165G7,Intel Core i7-1165G7,81st,6,180133 +/- 1361
9,/s/2+x+AMD+EPYC+74F3+24-Core,2 x AMD EPYC 74F3 24-Core,79th,5,176280 +/- 890
10,/s/AMD+EPYC+74F3+24-Core,AMD EPYC 74F3 24-Core,78th,4,176000 +/- 115
11,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,76th,4,173400 +/- 4614
13,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,75th,6,170900 +/- 2511
14,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,73rd,3,169022 +/- 1917
15,/s/AMD+Ryzen+5+3600XT+6-Core,AMD Ryzen 5 3600XT 6-Core,71st,3,167322 +/- 1998
16,/s/AMD+Ryzen+3+3300X+4-Core,AMD Ryzen 3 3300X 4-Core,70th,4,164500 +/- 837
17,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,70th,5,164313 +/- 2878
18,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,69th,3,163233 +/- 651
19,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,66th,5,161227 +/- 1086
20,/s/AMD+Ryzen+7+4700U,AMD Ryzen 7 4700U,66th,3,160889 +/- 327
21,/s/Intel+Core+i7-8086K,Intel Core i7-8086K,64th,3,156133 +/- 635
22,/s/AMD+Ryzen+5+5500U,AMD Ryzen 5 5500U,64th,4,156017 +/- 167
23,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,62nd,3,153700 +/- 436
24,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,60th,4,153183 +/- 194
25,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,60th,3,153067 +/- 231
26,/s/AMD+EPYC+7763+64-Core,AMD EPYC 7763 64-Core,59th,4,152800 +/- 231
27,/s/AMD+EPYC+7453+28-Core,AMD EPYC 7453 28-Core,55th,5,152080 +/- 531
28,/s/2+x+AMD+EPYC+7453+28-Core,2 x AMD EPYC 7453 28-Core,55th,7,151929 +/- 763
29,/s/Intel+Xeon+E-2288G,Intel Xeon E-2288G,53rd,3,151144 +/- 20
30,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,51st,4,150900 +/- 497
31,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,51st,6,150733 +/- 547
33,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,50th,3,150456 +/- 84
34,/s/Intel+Core+i7-1065G7,Intel Core i7-1065G7,48th,4,148925 +/- 1863
35,/s/Intel+Core+i7-8700K,Intel Core i7-8700K,47th,3,144767 +/- 404
36,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,46th,3,143689 +/- 375
37,/s/2+x+Intel+Xeon+Platinum+8380,2 x Intel Xeon Platinum 8380,42nd,15,138951 +/- 2504
38,/s/AMD+Ryzen+3+1300X,AMD Ryzen 3 1300X,42nd,3,138700 +/- 400
39,/s/Intel+Core+i7-7700K,Intel Core i7-7700K,41st,3,138633 +/- 462
40,/s/AMD+Ryzen+3+2200G,AMD Ryzen 3 2200G,39th,4,134125 +/- 780
41,/s/Intel+Core+i7-9750H,Intel Core i7-9750H,37th,3,129600 +/- 4686
42,/s/Intel+Core+i9-7980XE,Intel Core i9-7980XE,36th,3,129200 +/- 656
43,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,36th,3,128967 +/- 493
44,/s/Intel+Xeon+E3-1275+v6,Intel Xeon E3-1275 v6,35th,4,128458 +/- 512
45,/s/AMD+Ryzen+3+3200U,AMD Ryzen 3 3200U,33rd,3,127511 +/- 222
