,idproc,descproc,percentile,nbproc,perf
0,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,98th,13,58
1,/s/AMD+Ryzen+9+5900X+12-Core,AMD Ryzen 9 5900X 12-Core,98th,12,58
2,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,95th,5,58
3,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,94th,10,66 +/- 1
4,/s/AMD+EPYC+75F3+32-Core,AMD EPYC 75F3 32-Core,90th,4,69
5,/s/Intel+Core+i7-8086K,Intel Core i7-8086K,90th,3,69
6,/s/AMD+EPYC+74F3+24-Core,AMD EPYC 74F3 24-Core,90th,4,69
7,/s/2+x+AMD+EPYC+73F3+16-Core,2 x AMD EPYC 73F3 16-Core,90th,4,69 +/- 1
8,/s/AMD+EPYC+73F3+16-Core,AMD EPYC 73F3 16-Core,90th,4,69
9,/s/2+x+AMD+EPYC+75F3+32-Core,2 x AMD EPYC 75F3 32-Core,90th,4,69
10,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,86th,9,70 +/- 1
11,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,86th,9,70
12,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,86th,5,70 +/- 1
13,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,86th,8,70 +/- 1
14,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,83rd,6,71
15,/s/AMD+Ryzen+5+3600X+6-Core,AMD Ryzen 5 3600X 6-Core,80th,3,72
16,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,80th,11,72
17,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,80th,5,72 +/- 1
18,/s/AMD+Ryzen+3+3300X+4-Core,AMD Ryzen 3 3300X 4-Core,77th,5,73 +/- 1
19,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,77th,5,73
20,/s/AMD+Ryzen+Threadripper+3990X+64-Core,AMD Ryzen Threadripper 3990X 64-Core,76th,6,74 +/- 1
22,/s/AMD+EPYC+7543+32-Core,AMD EPYC 7543 32-Core,74th,4,75
23,/s/2+x+AMD+EPYC+7513+32-Core,2 x AMD EPYC 7513 32-Core,73rd,4,76
24,/s/2+x+Intel+Xeon+Gold+6250,2 x Intel Xeon Gold 6250,73rd,4,76 +/- 2
25,/s/Intel+Core+i7-7700K,Intel Core i7-7700K,71st,3,77
26,/s/2+x+AMD+EPYC+7F32+8-Core,2 x AMD EPYC 7F32 8-Core,71st,6,77
27,/s/2+x+AMD+EPYC+7F52+16-Core,2 x AMD EPYC 7F52 16-Core,68th,6,78
28,/s/Intel+Core+i3-10100,Intel Core i3-10100,67th,5,79
29,/s/AMD+EPYC+7F32+8-Core,AMD EPYC 7F32 8-Core,63rd,3,81
30,/s/2+x+AMD+EPYC+7763+64-Core,2 x AMD EPYC 7763 64-Core,63rd,5,81 +/- 1
31,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,61st,3,83
32,/s/2+x+AMD+EPYC+7F72+24-Core,2 x AMD EPYC 7F72 24-Core,61st,6,83 +/- 2
33,/s/Intel+Core+i5-9400F,Intel Core i5-9400F,59th,3,84 +/- 1
34,/s/2+x+Intel+Xeon+Gold+6258R,2 x Intel Xeon Gold 6258R,59th,4,84 +/- 2
35,/s/2+x+Intel+Xeon+Gold+6230R,2 x Intel Xeon Gold 6230R,57th,3,85 +/- 2
36,/s/Intel+Pentium+Gold+G6400,Intel Pentium Gold G6400,57th,5,85
