,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,79th,11,3.7
2,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,64th,77,4.4
3,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,60th,19,4.5
4,/s/NVIDIA+GeForce+GTX+1080+Ti,NVIDIA GeForce GTX 1080 Ti,55th,3,5.0
5,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,55th,14,5.8 +/- 0.1
6,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,54th,6,6.0
7,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,54th,15,6.2
8,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,53rd,8,6.5
9,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,52nd,15,6.9 +/- 0.1
10,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,52nd,9,7.0 +/- 0.1
11,/s/NVIDIA+Quadro+RTX+5000+with+Max-Q+Design,NVIDIA Quadro RTX 5000 with Max-Q Design,51st,3,7.1
13,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,50th,15,7.8 +/- 0.1
14,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,50th,15,7.9
15,/s/NVIDIA+GeForce+GTX+1070,NVIDIA GeForce GTX 1070,49th,7,8.2
16,/s/MSI+NVIDIA+GeForce+GTX+1080+Ti,MSI NVIDIA GeForce GTX 1080 Ti,49th,84,8.5
17,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,36th,14,8.9 +/- 0.1
19,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,18th,3,9.8
20,/s/MSI+AMD+Radeon+RX+470,MSI AMD Radeon RX 470,18th,84,9.8
21,/s/NVIDIA+GeForce+GTX+980+Ti,NVIDIA GeForce GTX 980 Ti,9th,6,10.1
22,/s/eVGA+NVIDIA+GeForce+GTX+1660+Ti,eVGA NVIDIA GeForce GTX 1660 Ti,8th,7,11.0 +/- 0.3
23,/s/eVGA+NVIDIA+GeForce+GTX+1660+SUPER,eVGA NVIDIA GeForce GTX 1660 SUPER,8th,9,11.5
24,/s/NVIDIA+GeForce+GTX+980,NVIDIA GeForce GTX 980,8th,5,11.8
25,/s/ASUS+NVIDIA+GeForce+GTX+1660,ASUS NVIDIA GeForce GTX 1660,7th,6,11.9
26,/s/NVIDIA+GeForce+GTX+1060,NVIDIA GeForce GTX 1060,7th,8,12.0
27,/s/ASUS+NVIDIA+GeForce+GTX+1650+SUPER,ASUS NVIDIA GeForce GTX 1650 SUPER,7th,7,12.5
28,/s/eVGA+NVIDIA+GeForce+GTX+970,eVGA NVIDIA GeForce GTX 970,6th,7,13.1 +/- 0.2
29,/s/ASUS+NVIDIA+GeForce+GTX+1650,ASUS NVIDIA GeForce GTX 1650,6th,6,17.8
30,/s/eVGA+NVIDIA+GeForce+GTX+960,eVGA NVIDIA GeForce GTX 960,6th,4,18.4
31,/s/eVGA+NVIDIA+GeForce+GTX+1050+Ti,eVGA NVIDIA GeForce GTX 1050 Ti,5th,4,21.3
32,/s/eVGA+NVIDIA+GeForce+GTX+950,eVGA NVIDIA GeForce GTX 950,5th,4,23.8
33,/s/NVIDIA+Quadro+M1000M,NVIDIA Quadro M1000M,1st,84,45.3
