,idproc,descproc,percentile,nbproc,perf
0,/s/Intel+Core+i9-11900K,Intel Core i9-11900K,100th,10,14 +/- 1
1,/s/AMD+Ryzen+7+5800X+8-Core,AMD Ryzen 7 5800X 8-Core,96th,9,15 +/- 1
2,/s/AMD+Ryzen+9+5950X+16-Core,AMD Ryzen 9 5950X 16-Core,96th,31,15 +/- 1
3,/s/AMD+Ryzen+5+5600X+6-Core,AMD Ryzen 5 5600X 6-Core,95th,11,16 +/- 1
4,/s/Intel+Core+i7-1185G7,Intel Core i7-1185G7,94th,5,16
5,/s/AMD+Ryzen+7+5700G,AMD Ryzen 7 5700G,93rd,5,16
6,/s/Intel+Core+i9-10885H,Intel Core i9-10885H,93rd,3,16
7,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,92nd,19,16 +/- 1
8,/s/AMD+Ryzen+9+5900HX,AMD Ryzen 9 5900HX,90th,7,17 +/- 1
9,/s/AMD+Ryzen+5+5600G,AMD Ryzen 5 5600G,89th,4,17
10,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,89th,7,17 +/- 1
11,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,87th,7,18 +/- 1
12,/s/AMD+Ryzen+7+3800XT+8-Core,AMD Ryzen 7 3800XT 8-Core,86th,4,18 +/- 1
13,/s/AMD+Ryzen+9+3900XT+12-Core,AMD Ryzen 9 3900XT 12-Core,85th,7,19 +/- 1
14,/s/AMD+Ryzen+9+3900X+12-Core,AMD Ryzen 9 3900X 12-Core,81st,33,19 +/- 1
15,/s/AMD+Ryzen+5+3600X+6-Core,AMD Ryzen 5 3600X 6-Core,80th,10,19 +/- 1
16,/s/AMD+Ryzen+9+3950X+16-Core,AMD Ryzen 9 3950X 16-Core,78th,13,20 +/- 1
17,/s/Intel+Core+i5-8400,Intel Core i5-8400,78th,15,20 +/- 1
18,/s/AMD+Ryzen+7+3700X+8-Core,AMD Ryzen 7 3700X 8-Core,78th,9,20
19,/s/AMD+Ryzen+Threadripper+3960X+24-Core,AMD Ryzen Threadripper 3960X 24-Core,78th,3,20
20,/s/AMD+Ryzen+5+3600+6-Core,AMD Ryzen 5 3600 6-Core,78th,8,20 +/- 1
21,/s/AMD+Ryzen+Threadripper+3970X+32-Core,AMD Ryzen Threadripper 3970X 32-Core,77th,21,20 +/- 1
22,/s/AMD+Ryzen+5+3600XT+6-Core,AMD Ryzen 5 3600XT 6-Core,76th,3,20
24,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,75th,13,20 +/- 1
25,/s/AMD+Ryzen+3+3300X+4-Core,AMD Ryzen 3 3300X 4-Core,73rd,4,20
26,/s/Intel+Core+i5-9400F,Intel Core i5-9400F,72nd,6,21 +/- 1
27,/s/AMD+Ryzen+5+5500U,AMD Ryzen 5 5500U,70th,11,21 +/- 1
28,/s/Intel+Core+i9-9900K,Intel Core i9-9900K,68th,36,22 +/- 3
29,/s/Intel+Core+i3-10100,Intel Core i3-10100,68th,4,22
30,/s/Intel+Core+i3-8100,Intel Core i3-8100,68th,21,22 +/- 1
31,/s/Intel+Core+i7-7900X,Intel Core i7-7900X,67th,13,22 +/- 3
32,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,67th,8,22 +/- 1
33,/s/Intel+Xeon+E3-1280+v5,Intel Xeon E3-1280 v5,66th,5,22 +/- 1
34,/s/Intel+Core+i7-6700K,Intel Core i7-6700K,66th,10,22
35,/s/Intel+Core+i5-6500,Intel Core i5-6500,63rd,8,23 +/- 1
36,/s/AMD+Ryzen+5+4500U,AMD Ryzen 5 4500U,63rd,17,23 +/- 1
37,/s/Intel+Core+i5-4670,Intel Core i5-4670,62nd,15,23 +/- 1
38,/s/AMD+Ryzen+7+2700X+Eight-Core,AMD Ryzen 7 2700X Eight-Core,62nd,9,23 +/- 1
39,/s/Intel+Core+i7-4770K,Intel Core i7-4770K,59th,19,24 +/- 3
40,/s/AMD+Ryzen+Threadripper+2950X+16-Core,AMD Ryzen Threadripper 2950X 16-Core,59th,5,24 +/- 1
41,/s/AMD+Ryzen+5+2600X+Six-Core,AMD Ryzen 5 2600X Six-Core,57th,6,24 +/- 1
42,/s/AMD+Ryzen+Threadripper+2990WX+32-Core,AMD Ryzen Threadripper 2990WX 32-Core,55th,8,25 +/- 1
43,/s/AMD+Ryzen+Threadripper+2970WX+24-Core,AMD Ryzen Threadripper 2970WX 24-Core,55th,4,25
44,/s/Intel+Core+i5-8250U,Intel Core i5-8250U,53rd,18,26 +/- 4
45,/s/AMD+Ryzen+5+3400G,AMD Ryzen 5 3400G,52nd,3,26 +/- 1
46,/s/Intel+Core+i7-8565U,Intel Core i7-8565U,52nd,3,26 +/- 3
47,/s/Intel+Core+i3-10110U,Intel Core i3-10110U,51st,5,27 +/- 1
48,/s/AMD+Ryzen+3+2200G,AMD Ryzen 3 2200G,51st,3,27
50,/s/AMD+Ryzen+5+2600+Six-Core,AMD Ryzen 5 2600 Six-Core,50th,9,27 +/- 3
51,/s/Intel+Xeon+Platinum+8259CL,Intel Xeon Platinum 8259CL,49th,4,27
52,/s/AMD+Ryzen+5+2400G,AMD Ryzen 5 2400G,49th,3,27 +/- 1
53,/s/Intel+Core+i7-4960X,Intel Core i7-4960X,45th,21,29 +/- 2
54,/s/Intel+Core+i7-9750H,Intel Core i7-9750H,44th,4,30 +/- 2
55,/s/Intel+Core+i7-3770K,Intel Core i7-3770K,44th,17,30 +/- 2
56,/s/Intel+Xeon+E5-2687W+v3,Intel Xeon E5-2687W v3,41st,6,31 +/- 2
57,/s/Intel+Xeon+E5-1680+v3,Intel Xeon E5-1680 v3,41st,10,31 +/- 1
58,/s/Intel+Core+i7-2700K,Intel Core i7-2700K,40th,25,31 +/- 2
59,/s/AMD+Athlon+3000G,AMD Athlon 3000G,38th,3,32 +/- 1
60,/s/Intel+Core+i7-4558U,Intel Core i7-4558U,38th,18,32 +/- 3
61,/s/Intel+Core+i7-5600U,Intel Core i7-5600U,35th,19,33 +/- 4
62,/s/AMD+Ryzen+3+3200U,AMD Ryzen 3 3200U,35th,3,33 +/- 1
63,/s/Intel+Core+i3-4130,Intel Core i3-4130,32nd,19,36 +/- 4
64,/s/Intel+Core+i7-8700B,Intel Core i7-8700B,32nd,9,37 +/- 1
65,/s/Intel+Core+i7+990X,Intel Core i7 990X,26th,13,37 +/- 1
66,/s/AMD+FX-8350+Eight-Core,AMD FX-8350 Eight-Core,26th,252,37
68,/s/Intel+Core+i5-5300U,Intel Core i5-5300U,12th,22,38 +/- 4
69,/s/Intel+Core+i3-2120,Intel Core i3-2120,11th,25,39 +/- 2
